time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/approx_kl,train/loss,train/value_loss,train/explained_variance,train/n_updates,train/learning_rate,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
4148,1,512,0,,,,,,,,,,,,,
2455,2,1024,0,-43.998406171798706,0.016997293,-0.04927067086100578,0.16569647114374675,-0.48100996017456055,16,0.0004092704424510632,0.2,0.2728271484375,-0.03834528525476344,1.0012435913085938,,
2198,3,1536,0,-44.043506026268005,0.020474356,-0.03255509212613106,0.003766886395169422,0.0464397668838501,32,0.0004092704424510632,0.2,0.2801513671875,-0.03176955462549813,1.0019779205322266,-2.225709,1257.0
2053,4,2048,0,-44.03248751163483,0.018722363,-0.03174698352813721,0.011366708407877013,-0.011942386627197266,48,0.0004092704424510632,0.2,0.3111572265625,-0.026756425853818655,1.0010104179382324,-2.225709,1257.0
2004,5,2560,1,-44.014477372169495,0.014335414,-0.03307889774441719,0.0024206724810937885,0.09359252452850342,64,0.0004092704424510632,0.2,0.222412109375,-0.027594003302510828,1.0011712312698364,-2.276485,1257.0
1954,6,3072,1,-44.0129017829895,0.020935187,-0.035992011427879333,0.020562849938869476,-0.0162581205368042,80,0.0004092704424510632,0.2,0.307861328125,-0.03139397021732293,1.000107765197754,-2.276485,1257.0
1917,7,3584,1,-43.96295988559723,0.021952113,-0.051632605493068695,0.004811283921299037,0.03503096103668213,96,0.0004092704424510632,0.2,0.324462890625,-0.03683492713025771,0.999032199382782,-2.276485,1257.0
1894,8,4096,2,-43.923298478126526,0.018573035,-0.02713940665125847,0.004573598889692221,0.01215207576751709,112,0.0004092704424510632,0.2,0.256591796875,-0.024036750037339516,0.9970398545265198,-2.3545273333333334,1257.0
1875,9,4608,2,-43.889010310173035,0.021208987,-0.022071467712521553,0.03073924029013142,0.0007118582725524902,128,0.0004092704424510632,0.2,0.28857421875,-0.026594284310704097,0.997869074344635,-2.3545273333333334,1257.0
1862,10,5120,2,-43.89936029911041,0.015562559,-0.030153511092066765,0.001920084272569511,0.0394253134727478,144,0.0004092704424510632,0.2,0.2423095703125,-0.027177857904462144,0.9965329170227051,-2.33859275,1257.0
1853,11,5632,3,-43.80459916591644,0.01447677,-0.009151477366685867,0.037826054031029344,-0.003829479217529297,160,0.0004092704424510632,0.2,0.21728515625,-0.02113357286725659,0.9921229481697083,-2.33859275,1257.0
1847,12,6144,3,-43.69170951843262,0.015279037,-0.029124537482857704,0.004774738532432821,0.04169708490371704,176,0.0004092704424510632,0.2,0.2576904296875,-0.026368147606262937,0.9907457828521729,-2.33859275,1257.0
1839,13,6656,3,-43.679691553115845,0.01904716,-0.037299204617738724,0.0045326822000788525,0.009686291217803955,192,0.0004092704424510632,0.2,0.2354736328125,-0.02418863572529517,0.9905469417572021,-2.3601404,1257.0
1839,14,7168,3,-43.67758095264435,0.029225048,-0.019214386120438576,0.0486754912417382,0.001282036304473877,208,0.0004092704424510632,0.2,0.29296875,-0.031401245134475175,0.990558922290802,-2.3601404,1257.0
1835,15,7680,4,-43.66151297092438,0.014110265,-0.02006303146481514,0.0028868116460216697,0.005697906017303467,224,0.0004092704424510632,0.2,0.2049560546875,-0.02148059438331984,0.989220917224884,-2.2963750000000003,1257.0
1827,16,8192,4,-43.59611415863037,0.018121647,-0.01286526583135128,0.051184991956688464,0.00022751092910766602,240,0.0004092704424510632,0.2,0.2484130859375,-0.024855606970959343,0.9866697192192078,-2.2963750000000003,1257.0
1822,17,8704,4,-43.53806662559509,0.017701099,-0.03304554522037506,0.0042568659846438095,0.02648770809173584,256,0.0004092704424510632,0.2,0.20849609375,-0.02237060110201128,0.9861947894096375,-2.2963750000000003,1257.0
