time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/explained_variance,train/clip_fraction,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/approx_kl,train/loss,train/std,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,3993,1,,,,,,,,,,,,,
1024,0,1821,2,-43.94942808151245,-0.38893985748291016,0.2261962890625,0.14818861097592162,16,0.0004092704424510632,0.2,0.016013552,-0.027121614664793015,0.9976842403411865,-0.030409860162762925,,
1536,0,1553,3,-43.89515745639801,-0.0048874616622924805,0.2586669921875,0.0034396523333271034,32,0.0004092704424510632,0.2,0.017608646,-0.045302361249923706,0.9966447353363037,-0.027971864095889032,-2.525198,1223.0
2048,1,1452,4,-43.89665722846985,-0.007133007049560547,0.1986083984375,0.00526245150831528,48,0.0004092704424510632,0.2,0.014664157,-0.025200610980391502,0.9980105757713318,-0.021010330150602385,-2.525198,1223.0
2560,1,1397,5,-43.93442177772522,0.0006611943244934082,0.2645263671875,0.0019288916137156775,64,0.0004092704424510632,0.2,0.016929328,-0.029112856835126877,0.9984909892082214,-0.027078047729446553,-2.566154,1223.0
3072,2,1360,6,-43.960413813591,-0.002307295799255371,0.31201171875,0.008184471196727827,80,0.0004092704424510632,0.2,0.023258314,-0.04388878867030144,1.0001368522644043,-0.03119267596048303,-2.566154,1223.0
3584,2,1332,7,-43.98995649814606,0.0015928149223327637,0.2760009765625,0.0025267449163948186,96,0.0004092704424510632,0.2,0.01595768,-0.03789171203970909,1.0001472234725952,-0.02791053184773773,-2.566154,1223.0
4096,3,1316,8,-43.98933947086334,0.004131495952606201,0.2813720703125,0.0033732128831616137,112,0.0004092704424510632,0.2,0.02301637,-0.03756532445549965,1.0006294250488281,-0.02944722567917779,-2.5724503333333337,1223.0
4608,3,1302,9,-43.9856173992157,-0.0014017820358276367,0.2733154296875,0.02163173316512257,128,0.0004092704424510632,0.2,0.023934614,-0.0212479867041111,0.999102771282196,-0.0277974287600955,-2.5724503333333337,1223.0
5120,3,1290,10,-43.93547868728638,0.0034932494163513184,0.2421875,0.002295928754392662,144,0.0004092704424510632,0.2,0.023648322,-0.027244586497545242,0.9983303546905518,-0.026957935697282664,-2.5993340000000003,1223.0
5632,4,1281,11,-43.92289412021637,-0.0007753372192382812,0.26904296875,0.029247696395032108,160,0.0004092704424510632,0.2,0.018230554,-0.026209086179733276,0.997780978679657,-0.026888164458796382,-2.5993340000000003,1223.0
6144,4,1274,12,-43.87261939048767,0.0005308389663696289,0.2716064453125,0.0018173343014495913,176,0.0004092704424510632,0.2,0.016391853,-0.034319523721933365,0.9951203465461731,-0.031486921550822444,-2.5957862,1223.0
6656,5,1267,13,-43.810932993888855,-0.0003287792205810547,0.2767333984375,0.03702229919144884,192,0.0004092704424510632,0.2,0.019329999,-0.025874067097902298,0.9948147535324097,-0.026166025083512068,-2.5957862,1223.0
7168,5,1263,14,-43.78647208213806,-0.0007110834121704102,0.2266845703125,0.0029844644195691217,208,0.0004092704424510632,0.2,0.014835851,-0.03247801214456558,0.9924155473709106,-0.027298371423967183,-2.5957862,1223.0
7680,6,1259,15,-43.71034526824951,0.00014984607696533203,0.234375,0.0032110874526551925,224,0.0004092704424510632,0.2,0.017499335,-0.026844192296266556,0.9909455180168152,-0.025164966471493244,-2.5788543333333336,1223.0
8192,6,1255,16,-43.678492188453674,-0.00018656253814697266,0.2998046875,0.0582202736986801,240,0.0004092704424510632,0.2,0.030005047,-0.006085321307182312,0.99018394947052,-0.029888253950048238,-2.5788543333333336,1223.0
8704,6,1252,17,-43.64896619319916,-0.0001761913299560547,0.251953125,0.00187894530063204,256,0.0004092704424510632,0.2,0.016672682,-0.04643382877111435,0.9887990355491638,-0.02799435930501204,-2.569678,1223.0
9216,7,1248,18,-43.632354974746704,1.1205673217773438e-05,0.2401123046875,0.06535034428816289,272,0.0004092704424510632,0.2,0.020524152,-0.004438184201717377,0.9900926351547241,-0.025763479352463037,-2.569678,1223.0
9728,7,1246,19,-43.680225014686584,0.0029238462448120117,0.2398681640625,0.002369611549511319,288,0.0004092704424510632,0.2,0.018870104,-0.04108743369579315,0.9914010763168335,-0.02521662350045517,-2.569678,1223.0
10240,8,1243,20,-43.70904183387756,0.0001499652862548828,0.2861328125,0.0027965970512013882,304,0.0004092704424510632,0.2,0.027414091,-0.03979445621371269,0.9922087788581848,-0.031957633880665526,-2.542981125,1223.0
10752,8,1241,21,-43.741589307785034,3.0994415283203125e-05,0.3079833984375,0.08038724807556719,320,0.0004092704424510632,0.2,0.030406376,-0.008058004081249237,0.9934698343276978,-0.02923702214320656,-2.542981125,1223.0
11264,9,1239,22,-43.76142144203186,0.00017207860946655273,0.2509765625,0.0023263463226612657,336,0.0004092704424510632,0.2,0.018445805,-0.04530163109302521,0.9932126402854919,-0.026273378782207146,-2.53239,1223.0
11776,9,1237,23,-43.76135432720184,0.0002773404121398926,0.26416015625,0.0941899900790304,352,0.0004092704424510632,0.2,0.02271007,0.011175263673067093,0.9941227436065674,-0.0276935128349578,-2.53239,1223.0
12288,9,1235,24,-43.76921844482422,-0.008722782135009766,0.191650390625,0.001399551001668442,368,0.0004092704424510632,0.2,0.016408093,-0.03532102331519127,0.9933472871780396,-0.022354555811034516,-2.5267469,1223.0
12800,10,1233,25,-43.730929493904114,0.000511467456817627,0.2373046875,0.09846049803309143,384,0.0004092704424510632,0.2,0.020118378,0.013885874301195145,0.992276668548584,-0.023925355417304672,-2.5267469,1223.0
13312,10,1232,26,-43.747270584106445,-0.0007001161575317383,0.2279052734375,0.0028092933134757914,400,0.0004092704424510632,0.2,0.01798901,-0.03575383499264717,0.9949395656585693,-0.024918179129599594,-2.5267469,1223.0
13824,11,1231,27,-43.79041826725006,-0.0009806156158447266,0.2532958984375,0.003055061686609406,416,0.0004092704424510632,0.2,0.02095975,-0.033199455589056015,0.9936116933822632,-0.028283173858653754,-2.531542636363636,1223.0
14336,11,1227,28,-43.756232261657715,0.0001004338264465332,0.2562255859375,0.1213328514713794,432,0.0004092704424510632,0.2,0.021689318,0.010950185358524323,0.9944478869438171,-0.030007433146238327,-2.531542636363636,1223.0
14848,12,1226,29,-43.81267595291138,-0.00010645389556884766,0.2735595703125,0.0020202216583129484,448,0.0004092704424510632,0.2,0.021321721,-0.04586151987314224,0.9966413974761963,-0.032191073943977244,-2.53240425,1223.0
15360,12,1225,30,-43.85706901550293,0.00025349855422973633,0.247314453125,0.1237903090659529,464,0.0004092704424510632,0.2,0.02061959,0.015476427972316742,0.9973455667495728,-0.030938976997276768,-2.53240425,1223.0
15872,12,1225,31,-43.86603772640228,0.004194319248199463,0.278564453125,0.002314635472430382,480,0.0004092704424510632,0.2,0.025314927,-0.03262462466955185,0.9975057244300842,-0.031366697046905756,-2.53240425,1223.0
16384,13,1224,32,-43.886064648628235,-0.00023031234741210938,0.2069091796875,0.0037966437594150193,496,0.0004092704424510632,0.2,0.01561893,-0.03830694407224655,0.9986350536346436,-0.022232025978155434,-2.536825769230769,1223.0
16896,13,1224,33,-43.910226941108704,0.00014859437942504883,0.318359375,0.10845221020281315,512,0.0004092704424510632,0.2,0.030466884,0.009820312261581421,0.99843829870224,-0.027587416421738453,-2.536825769230769,1223.0
17408,14,1223,34,-43.8803049325943,0.00024622678756713867,0.2177734375,0.0033742412124411203,528,0.0004092704424510632,0.2,0.01654474,-0.047721393406391144,0.9973437190055847,-0.021970052941469476,-2.533322642857143,1223.0
17920,14,1222,35,-43.85329556465149,0.00010281801223754883,0.255615234375,0.16569297178648412,544,0.0004092704424510632,0.2,0.018771563,0.04067672789096832,0.9965813159942627,-0.025623678811825812,-2.533322642857143,1223.0
18432,15,1222,36,-43.83544945716858,-0.016304612159729004,0.257568359375,0.0018491417195036775,560,0.0004092704424510632,0.2,0.02533608,-0.03401507809758186,0.9963813424110413,-0.028685793513432145,-2.5324310000000003,1223.0
18944,15,1221,37,-43.83519113063812,0.00025200843811035156,0.2557373046875,0.15917002200149,576,0.0004092704424510632,0.2,0.023632783,0.04043421521782875,0.9961227774620056,-0.025914364407071844,-2.5324310000000003,1223.0
19456,15,1221,38,-43.845481395721436,0.0010784268379211426,0.22509765625,0.0024998668777698185,592,0.0004092704424510632,0.2,0.015473912,-0.0284544937312603,0.9979448914527893,-0.022810398091678508,-2.5324310000000003,1223.0
19968,16,1221,39,-43.899340987205505,-0.0005922317504882812,0.2568359375,0.0035939579902333207,608,0.0004092704424510632,0.2,0.022429623,-0.03881794214248657,0.9987054467201233,-0.029411840776447207,-2.52821125,1223.0
20480,16,1220,40,-43.88876760005951,0.00013339519500732422,0.2520751953125,0.18009636271744967,624,0.0004092704424510632,0.2,0.019761138,0.0499521866440773,0.9973973035812378,-0.029570120699645486,-2.52821125,1223.0
