time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/std,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/approx_kl,rollout/ep_len_mean,rollout/ep_rew_mean
4449,512,1,0,,,,,,,,,,,,,
2604,1024,2,0,0.2130126953125,-0.04138004407286644,0.0004092704424510632,-0.02796420649974607,0.12070672599656973,0.9973748326301575,16,0.2,-43.95050239562988,-1.109097957611084,0.01315986,,
2316,1536,3,0,0.2957763671875,-0.04909826070070267,0.0004092704424510632,-0.033771197573514655,0.002751732914475724,0.9976103901863098,32,0.2,-43.89902937412262,0.0054961442947387695,0.022843953,1223.0,-2.256313
2195,2048,4,0,0.241455078125,-0.04166502505540848,0.0004092704424510632,-0.027050271426560357,0.0040652344905538484,0.9987139701843262,48,0.2,-43.92902684211731,0.010475516319274902,0.01346312,1223.0,-2.256313
2128,2560,5,1,0.2330322265625,-0.030365534126758575,0.0004092704424510632,-0.025564173120073974,0.0014371967536135344,0.9981854557991028,64,0.2,-43.94070076942444,0.017737746238708496,0.018441912,1223.0,-2.2125250000000003
2086,3072,6,1,0.2762451171875,-0.035954058170318604,0.0004092704424510632,-0.031279330665711313,0.0065759011922637,0.9984361529350281,80,0.2,-43.92688226699829,0.003947257995605469,0.019312156,1223.0,-2.2125250000000003
2076,3584,7,1,0.2259521484375,-0.029149169102311134,0.0004092704424510632,-0.022482165426481515,0.0018822767269739415,0.998156726360321,96,0.2,-43.930877447128296,0.03146862983703613,0.015056592,1223.0,-2.2125250000000003
2067,4096,8,1,0.2789306640625,-0.039735931903123856,0.0004092704424510632,-0.027691552400938235,0.002510059504857054,0.9981830716133118,112,0.2,-43.92565846443176,0.015067696571350098,0.016864635,1223.0,-2.2012750000000003
2064,4608,9,2,0.26220703125,-0.02883654087781906,0.0004092704424510632,-0.02544375635625329,0.01594907310209237,0.9967535734176636,128,0.2,-43.9059978723526,0.009491980075836182,0.019719448,1223.0,-2.2012750000000003
2056,5120,10,2,0.2559814453125,-0.026099422946572304,0.0004092704424510632,-0.023760994328767993,0.001411228226061212,0.9971064329147339,144,0.2,-43.877474904060364,0.014801263809204102,0.015268769,1223.0,-2.2114025
2053,5632,11,2,0.24755859375,-0.015346759930253029,0.0004092704424510632,-0.025401992053957656,0.02000114368274808,0.9992126226425171,160,0.2,-43.9169362783432,0.015257835388183594,0.02051814,1223.0,-2.2114025
2049,6144,12,2,0.2685546875,-0.031333696097135544,0.0004092704424510632,-0.03151556135708233,0.0019537141924956813,1.0000088214874268,176,0.2,-43.97224771976471,0.052581727504730225,0.019854175,1223.0,-2.2532504
2034,6656,13,3,0.3079833984375,-0.023630313575267792,0.0004092704424510632,-0.03087843160756165,0.028193212230689824,0.9976117610931396,192,0.2,-43.95112991333008,0.014460563659667969,0.02720585,1223.0,-2.2532504
2022,7168,14,3,0.2366943359375,-0.03577382490038872,0.0004092704424510632,-0.02306792655144818,0.0031110066702240147,0.9965410828590393,208,0.2,-43.88022327423096,0.11345958709716797,0.013213069,1223.0,-2.2532504
2015,7680,15,3,0.230224609375,-0.02168882079422474,0.0004092704424510632,-0.02650062479369808,0.002215756772784516,0.995359480381012,224,0.2,-43.85573482513428,0.004696667194366455,0.017315872,1223.0,-2.2617975
2007,8192,16,4,0.2001953125,-0.01840243861079216,0.0004092704424510632,-0.020908855891320854,0.04282034595962614,0.9967101812362671,240,0.2,-43.847304821014404,0.006377816200256348,0.017398559,1223.0,-2.2617975
