time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/std,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/approx_kl,rollout/ep_len_mean,rollout/ep_rew_mean
1674,23552,46,14,0.2171630859375,-0.03680919483304024,0.0004092704424510632,-0.022845826621050946,0.0025496490889054257,0.9933345913887024,720,0.2,-43.73985970020294,0.00041490793228149414,0.01847947,1223.0,-2.309672894736842
1674,24064,47,14,0.2349853515625,0.028035487979650497,0.0004092704424510632,-0.02506008284399286,0.14340117224492133,0.9939967393875122,736,0.2,-43.75061309337616,0.0004201531410217285,0.017738096,1223.0,-2.309672894736842
1674,24576,48,14,0.1556396484375,-0.029911747202277184,0.0004092704424510632,-0.017698359049973078,0.002064091926513356,0.9921903014183044,752,0.2,-43.74315929412842,0.0028099417686462402,0.013192773,1223.0,-2.31440075
1673,25088,49,14,0.2196044921875,0.04012993723154068,0.0004092704424510632,-0.02550225585582666,0.14055865234695375,0.990292489528656,768,0.2,-43.67166721820831,0.0008193850517272949,0.019419914,1223.0,-2.31440075
1673,25600,50,15,0.2685546875,-0.0486658476293087,0.0004092704424510632,-0.03151069124578498,0.0024883498226699885,0.9885948300361633,784,0.2,-43.61857759952545,0.001200556755065918,0.02217198,1223.0,-2.31440075
1673,26112,51,15,0.2706298828125,-0.05249759182333946,0.0004092704424510632,-0.032607284709229134,0.002415846087387763,0.9872668385505676,800,0.2,-43.56677174568176,0.0011835098266601562,0.019525476,1223.0,-2.315057095238095
1674,26624,52,15,0.2230224609375,0.03921665996313095,0.0004092704424510632,-0.023312881152378395,0.1507544289343059,0.985185444355011,816,0.2,-43.51460647583008,0.003665745258331299,0.017923929,1223.0,-2.315057095238095
1675,27136,53,16,0.2315673828125,-0.042789168655872345,0.0004092704424510632,-0.03134788313036552,0.0014197740565577988,0.9848715662956238,832,0.2,-43.471068143844604,-0.41793084144592285,0.016319351,1223.0,-2.315487727272727
1674,27648,54,16,0.28857421875,0.0371486097574234,0.0004092704424510632,-0.03006958898913581,0.1590018852148205,0.9832245707511902,848,0.2,-43.45085883140564,0.0031442642211914062,0.032277018,1223.0,-2.315487727272727
1675,28160,55,16,0.1922607421875,-0.034039456397295,0.0004092704424510632,-0.022507928661070764,0.013672080924152397,0.9824846982955933,864,0.2,-43.40799331665039,-0.2124311923980713,0.019911775,1223.0,-2.318622869565217
1675,28672,56,17,0.179931640625,0.0495503805577755,0.0004092704424510632,-0.017522491383715533,0.14366511814296246,0.9813724756240845,880,0.2,-43.380640149116516,0.08804798126220703,0.015437055,1223.0,-2.318622869565217
1672,29184,57,17,0.197509765625,-0.026470182463526726,0.0004092704424510632,-0.02189456726773642,0.0023153034562710673,0.9804588556289673,896,0.2,-43.34059035778046,-0.11566317081451416,0.016235668,1223.0,-2.318622869565217
1670,29696,58,17,0.2611083984375,-0.0303720124065876,0.0004092704424510632,-0.025534325453918427,0.002377816279476974,0.9790189862251282,912,0.2,-43.311569571495056,0.011918962001800537,0.019568104,1223.0,-2.3143790416666667
1670,30208,59,18,0.2689208984375,0.01225753128528595,0.0004092704424510632,-0.029446000757161528,0.14867991767823696,0.9780430197715759,928,0.2,-43.26574456691742,0.012720108032226562,0.022021163,1223.0,-2.3143790416666667
1670,30720,60,18,0.180908203125,-0.030341507866978645,0.0004092704424510632,-0.022032991058949847,0.009109722821449395,0.9761569499969482,944,0.2,-43.22698509693146,-1.7058775424957275,0.01725522,1223.0,-2.3131147999999997
1671,31232,61,18,0.197998046875,0.004497405141592026,0.0004092704424510632,-0.02149189036572352,0.11319286818616092,0.9755609631538391,960,0.2,-43.17762494087219,0.13701093196868896,0.019852757,1223.0,-2.3131147999999997
1671,31744,62,18,0.2513427734375,-0.03856543079018593,0.0004092704424510632,-0.025960990504245274,0.005384166055591777,0.9750368595123291,976,0.2,-43.1629763841629,-0.1571199893951416,0.019256953,1223.0,-2.3131147999999997
1672,32256,63,19,0.2423095703125,-0.03560839965939522,0.0004092704424510632,-0.026757810774142854,0.005750829717726447,0.9744783043861389,992,0.2,-43.14292633533478,0.35108745098114014,0.02068618,1223.0,-2.3159848846153848
1671,32768,64,19,0.18212890625,-0.010223273187875748,0.0004092704424510632,-0.020982866539270617,0.07584820326883346,0.9741770029067993,1008,0.2,-43.134942293167114,0.40932029485702515,0.020035056,1223.0,-2.3159848846153848
1669,33280,65,19,0.220703125,-0.04710937291383743,0.0004092704424510632,-0.024941764015238732,0.012221478609717451,0.974696934223175,1024,0.2,-43.13255596160889,-1.469635248184204,0.020729763,1223.0,-2.315764222222222
1668,33792,66,20,0.2982177734375,-0.0029784832149744034,0.0004092704424510632,-0.027142822087625973,0.09205627662595361,0.9755062460899353,1040,0.2,-43.16069686412811,0.19086456298828125,0.0234847,1223.0,-2.315764222222222
1668,34304,67,20,0.254638671875,-0.02868320792913437,0.0004092704424510632,-0.025144399915006943,0.00440308112592902,0.9753437042236328,1056,0.2,-43.173728823661804,-2.773375988006592,0.019038916,1223.0,-2.309121857142857
1668,34816,68,20,0.1727294921875,0.0003553982824087143,0.0004092704424510632,-0.01808347474434413,0.10290893714409322,0.9748165607452393,1072,0.2,-43.1580228805542,0.06271225214004517,0.015263141,1223.0,-2.309121857142857
1668,35328,69,21,0.2091064453125,-0.029294215142726898,0.0004092704424510632,-0.02171795113099506,0.004525052565441001,0.973389744758606,1088,0.2,-43.12928330898285,-1.5096144676208496,0.018347766,1223.0,-2.309121857142857
1667,35840,70,21,0.2635498046875,-0.03295392915606499,0.0004092704424510632,-0.026849969726754352,0.002680169949599076,0.9735718369483948,1104,0.2,-43.10189700126648,0.02317756414413452,0.021275494,1223.0,-2.309632413793103
1666,36352,71,21,0.2247314453125,0.0008109342306852341,0.0004092704424510632,-0.023942088708281517,0.10363939357921481,0.9736478924751282,1120,0.2,-43.11010479927063,0.1095837950706482,0.015853472,1223.0,-2.309632413793103
1667,36864,72,22,0.2254638671875,-0.03950205072760582,0.0004092704424510632,-0.02469506279885536,0.013505437687854283,0.9745567440986633,1136,0.2,-43.11958885192871,-1.1712288856506348,0.02026067,1223.0,-2.3064782999999998
1667,37376,73,22,0.2255859375,0.002231728285551071,0.0004092704424510632,-0.024512741481885314,0.11939320806413889,0.9751030206680298,1152,0.2,-43.15036153793335,0.29802364110946655,0.022739675,1223.0,-2.3064782999999998
1667,37888,74,22,0.2490234375,-0.03782473877072334,0.0004092704424510632,-0.027082468557637185,0.0062192095356294885,0.9765021800994873,1168,0.2,-43.17033100128174,-2.2226502895355225,0.020775724,1223.0,-2.3064782999999998
1667,38400,75,23,0.220947265625,-0.03369295597076416,0.0004092704424510632,-0.022687716758809984,0.00441031366790412,0.9747487306594849,1184,0.2,-43.18401503562927,0.5685151219367981,0.017122969,1223.0,-2.3043547096774186
1667,38912,76,23,0.2564697265625,-0.01974485255777836,0.0004092704424510632,-0.02573797493823804,0.0680598943727091,0.9729407429695129,1200,0.2,-43.11427938938141,0.31233102083206177,0.027984593,1223.0,-2.3043547096774186
1667,39424,77,23,0.25830078125,-0.038056567311286926,0.0004092704424510632,-0.029571150327683426,0.0067522349854698405,0.9723036289215088,1216,0.2,-43.07260286808014,-4.849504470825195,0.0237966,1223.0,-2.2968965625
1667,39936,78,23,0.2135009765625,0.012726981192827225,0.0004092704424510632,-0.023860742352553643,0.11785426642745733,0.971735417842865,1232,0.2,-43.06122815608978,0.08426886796951294,0.02272337,1223.0,-2.2968965625
1667,40448,79,24,0.2156982421875,-0.035883307456970215,0.0004092704424510632,-0.023013623751467094,0.002576349535956979,0.9721267223358154,1248,0.2,-43.0535101890564,-0.8000836372375488,0.020360775,1223.0,-2.293276878787879
