time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/std,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/approx_kl,rollout/ep_len_mean,rollout/ep_rew_mean
4289,512,1,0,,,,,,,,,,,,,
2718,1024,2,0,0.1678466796875,-0.028309648856520653,0.0004092704424510632,-0.017936365446075797,0.23160419429768808,0.9978408813476562,16,0.2,-43.95557224750519,-2.4071450233459473,0.012029782,,
2406,1536,3,0,0.2840576171875,-0.045455481857061386,0.0004092704424510632,-0.026907804945949465,0.0028268662426853552,0.9968462586402893,32,0.2,-43.89920508861542,0.003962337970733643,0.018004188,1223.0,-2.366858
2292,2048,4,0,0.1922607421875,-0.026916474103927612,0.0004092704424510632,-0.022167696908582002,0.0024808623602439184,0.9953759908676147,48,0.2,-43.866260170936584,0.013383626937866211,0.013588697,1223.0,-2.366858
2233,2560,5,1,0.2398681640625,-0.030397696420550346,0.0004092704424510632,-0.02779999509220943,0.0016403927802457474,0.9949290156364441,64,0.2,-43.83207595348358,0.011307060718536377,0.014750269,1223.0,-2.256273
2201,3072,6,1,0.2694091796875,-0.03938322141766548,0.0004092704424510632,-0.02894996116810944,0.0025892838166328147,0.9939406514167786,80,0.2,-43.815492391586304,0.0021517276763916016,0.017127983,1223.0,-2.256273
2181,3584,7,1,0.268798828125,-0.024610746651887894,0.0004092704424510632,-0.0253635033586761,0.0017973272988456301,0.9936729073524475,96,0.2,-43.787997126579285,0.00035059452056884766,0.018528529,1223.0,-2.256273
2165,4096,8,1,0.3018798828125,-0.03555244579911232,0.0004092704424510632,-0.027671320625813678,0.0026460551634954754,0.9949915409088135,112,0.2,-43.80196142196655,0.005394876003265381,0.025851626,1223.0,-2.262935666666667
2150,4608,9,2,0.2598876953125,-0.03470643609762192,0.0004092704424510632,-0.025243348703952506,0.008694810283486731,0.9921039342880249,128,0.2,-43.79355597496033,0.0012227892875671387,0.017095868,1223.0,-2.262935666666667
2136,5120,10,2,0.2427978515625,-0.0385347381234169,0.0004092704424510632,-0.030195922241546214,0.0017872433127195109,0.9911303520202637,144,0.2,-43.71107017993927,0.003146529197692871,0.01780881,1223.0,-2.27605
2126,5632,11,2,0.266845703125,-0.02439584955573082,0.0004092704424510632,-0.025893945145071484,0.01472873572492972,0.9907873868942261,160,0.2,-43.7030668258667,0.0019794702529907227,0.023597702,1223.0,-2.27605
2115,6144,12,2,0.23046875,-0.026099342852830887,0.0004092704424510632,-0.023680590209551156,0.0012727561570500256,0.9905444979667664,176,0.2,-43.69109869003296,0.0026313066482543945,0.015788227,1223.0,-2.2700274
2101,6656,13,3,0.3271484375,-0.04402551427483559,0.0004092704424510632,-0.031649410841055214,0.020474576042033732,0.9897526502609253,192,0.2,-43.67232394218445,0.0018104910850524902,0.02592809,1223.0,-2.2700274
2095,7168,14,3,0.2738037109375,-0.0494866780936718,0.0004092704424510632,-0.03268547399784438,0.0022611297063122038,0.9896439909934998,208,0.2,-43.65785491466522,-0.0003249645233154297,0.020840898,1223.0,-2.2700274
2090,7680,15,3,0.2421875,-0.031390972435474396,0.0004092704424510632,-0.026981864328263327,0.0029077417493681423,0.9892744421958923,224,0.2,-43.65230357646942,0.008900225162506104,0.021799598,1223.0,-2.26304
2080,8192,16,3,0.25634765625,-0.019253209233283997,0.0004092704424510632,-0.025010869780089706,0.03510141687002033,0.987343430519104,240,0.2,-43.61646127700806,0.0030786991119384766,0.020718887,1223.0,-2.26304
2072,8704,17,4,0.1905517578125,-0.042486708611249924,0.0004092704424510632,-0.020748874827404507,0.0013994731507409597,0.9874654412269592,256,0.2,-43.57443392276764,0.04865419864654541,0.014924575,1223.0,-2.2624218571428574
2063,9216,18,4,0.2225341796875,-0.02637803554534912,0.0004092704424510632,-0.024737935324083082,0.03941870899870992,0.9875420331954956,272,0.2,-43.58735930919647,0.006988465785980225,0.020147327,1223.0,-2.2624218571428574
2054,9728,19,4,0.234375,-0.04122074693441391,0.0004092704424510632,-0.027776278817327693,0.0017450182403990766,0.9860826730728149,288,0.2,-43.56580424308777,-0.06292331218719482,0.01762128,1223.0,-2.2624218571428574
2048,10240,20,4,0.216064453125,-0.030863434076309204,0.0004092704424510632,-0.026676809473428875,0.0023088992857083213,0.9854143261909485,304,0.2,-43.521413803100586,0.03567296266555786,0.016642647,1223.0,-2.2554937500000003
2042,10752,21,5,0.318359375,-0.025366343557834625,0.0004092704424510632,-0.032996621856000274,0.047411399078555405,0.9838143587112427,320,0.2,-43.49421226978302,0.005487799644470215,0.03970009,1223.0,-2.2554937500000003
2037,11264,22,5,0.2413330078125,-0.039187781512737274,0.0004092704424510632,-0.024094178195809945,0.002261337656818796,0.9817022085189819,336,0.2,-43.429816365242004,-0.11607968807220459,0.01784059,1223.0,-2.268346
2032,11776,23,5,0.2091064453125,-0.008264193311333656,0.0004092704424510632,-0.021595827885903418,0.0518102248897776,0.9812927842140198,352,0.2,-43.390873432159424,0.0484585165977478,0.019140646,1223.0,-2.268346
2027,12288,24,6,0.2203369140625,-0.03938675671815872,0.0004092704424510632,-0.024940995150245726,0.0033166495159093756,0.9810565710067749,368,0.2,-43.37700068950653,0.047761380672454834,0.015347648,1223.0,-2.2615887
2012,12800,25,6,0.226806640625,-0.0063164737075567245,0.0004092704424510632,-0.025716945368913002,0.06080365285743028,0.9816651940345764,384,0.2,-43.38419580459595,0.05688053369522095,0.017798435,1223.0,-2.2615887
1999,13312,26,6,0.2115478515625,-0.03411838412284851,0.0004092704424510632,-0.025290956895332783,0.004920508210489061,0.9803808927536011,400,0.2,-43.379587173461914,0.01444917917251587,0.018328281,1223.0,-2.2615887
1991,13824,27,6,0.299072265625,-0.04069666564464569,0.0004092704424510632,-0.03138346326886676,0.002621545223519206,0.9794010519981384,416,0.2,-43.33113777637482,0.0018955469131469727,0.024227833,1223.0,-2.2646491818181818
1983,14336,28,7,0.1959228515625,0.006005393341183662,0.0004092704424510632,-0.019285640650196,0.09303219802677631,0.9772220253944397,432,0.2,-43.28781270980835,0.00719529390335083,0.01831077,1223.0,-2.2646491818181818
1977,14848,29,7,0.3177490234375,-0.041433095932006836,0.0004092704424510632,-0.03566920019511599,0.002323829503438901,0.9767611026763916,448,0.2,-43.23449993133545,-0.06761479377746582,0.026451427,1223.0,-2.26444275
1974,15360,30,7,0.2886962890625,-0.019184406846761703,0.0004092704424510632,-0.02977752313017845,0.07286225305870175,0.9761682152748108,464,0.2,-43.22388160228729,0.06120723485946655,0.021190945,1223.0,-2.26444275
1970,15872,31,8,0.2254638671875,-0.04191592335700989,0.0004092704424510632,-0.027566916440264322,0.005405881209298968,0.9734926819801331,480,0.2,-43.16922605037689,0.01308286190032959,0.020521857,1223.0,-2.26444275
1968,16384,32,8,0.247802734375,-0.04323626682162285,0.0004092704424510632,-0.02844639669638127,0.0029480357115971856,0.9748154878616333,496,0.2,-43.13254964351654,0.46989667415618896,0.018888935,1223.0,-2.2620733846153844
1967,16896,33,8,0.2337646484375,-0.0211489200592041,0.0004092704424510632,-0.026944881479721516,0.047059457341674715,0.9773308634757996,512,0.2,-43.20121502876282,0.18866539001464844,0.029341029,1223.0,-2.2620733846153844
