time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/std,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/approx_kl,rollout/ep_len_mean,rollout/ep_rew_mean
4237,512,1,0,,,,,,,,,,,,,
2651,1024,2,0,0.2039794921875,-0.03131958097219467,0.0004092704424510632,-0.02338605295517482,0.1758246287572547,0.9990931749343872,16,0.2,-43.97509765625,-1.0018501281738281,0.015271421,,
2378,1536,3,0,0.2855224609375,-0.0574076846241951,0.0004092704424510632,-0.03359480338986032,0.0032976317561406177,1.000109314918518,32,0.2,-43.96749782562256,-0.00271451473236084,0.021403225,1223.0,-2.359363
2269,2048,4,0,0.3087158203125,-0.014822091907262802,0.0004092704424510632,-0.022813722753198817,0.020154646917944774,1.0017303228378296,48,0.2,-44.01272964477539,-0.005864500999450684,0.020767484,1223.0,-2.359363
2194,2560,5,1,0.2706298828125,-0.03864197060465813,0.0004092704424510632,-0.027743674931116402,0.0018558175142970867,1.0002424716949463,64,0.2,-44.0242657661438,-0.004019021987915039,0.017264618,1223.0,-2.3278515
2146,3072,6,1,0.3184814453125,-0.020100628957152367,0.0004092704424510632,-0.024424790528428275,0.009173591737635434,1.0003975629806519,80,0.2,-43.98249530792236,-0.00029659271240234375,0.024887681,1223.0,-2.3278515
2110,3584,7,1,0.2767333984375,-0.03687193617224693,0.0004092704424510632,-0.026338939685956575,0.0019324060049257241,1.0011956691741943,96,0.2,-44.00607645511627,8.541345596313477e-05,0.016496584,1223.0,-2.3278515
2049,4096,8,1,0.2225341796875,-0.01701665297150612,0.0004092704424510632,-0.021776835252239835,0.0022317040638881736,1.0013436079025269,112,0.2,-44.018625020980835,-0.0040454864501953125,0.013672365,1223.0,-2.304274
2034,4608,9,2,0.2027587890625,-0.036220572888851166,0.0004092704424510632,-0.022618336894083768,0.003615917499701027,1.0017892122268677,128,0.2,-44.02702975273132,-0.0001323223114013672,0.015223866,1223.0,-2.304274
2022,5120,10,2,0.2718505859375,-0.03480890393257141,0.0004092704424510632,-0.026555485019343905,0.0014129759201750858,1.00400972366333,144,0.2,-44.06385338306427,0.006835877895355225,0.024113042,1223.0,-2.26702725
2018,5632,11,2,0.30078125,-0.04277833551168442,0.0004092704424510632,-0.02979181957198307,0.002329559385543689,1.0025440454483032,160,0.2,-44.08591330051422,-0.006490468978881836,0.020539634,1223.0,-2.26702725
2017,6144,12,3,0.20751953125,-0.031248947605490685,0.0004092704424510632,-0.021148070038179867,0.0015240345092024654,0.9995133876800537,176,0.2,-44.009902238845825,-0.002505183219909668,0.014585286,1223.0,-2.2902452
2015,6656,13,3,0.25048828125,-0.03592123091220856,0.0004092704424510632,-0.026950803527142853,0.003633401109254919,0.9971804618835449,192,0.2,-43.915956139564514,-0.0007090568542480469,0.016857812,1223.0,-2.2902452
2011,7168,14,3,0.232177734375,-0.0323384627699852,0.0004092704424510632,-0.02792607751325704,0.0028745015188178513,0.9952458739280701,208,0.2,-43.85574924945831,0.0006236433982849121,0.017176747,1223.0,-2.2902452
2006,7680,15,3,0.228759765625,-0.04324960708618164,0.0004092704424510632,-0.023096273391274735,0.0024951704472186975,0.9929341077804565,224,0.2,-43.78783476352692,0.0010357499122619629,0.019023255,1223.0,-2.2900656666666666
1999,8192,16,4,0.2427978515625,-0.027909621596336365,0.0004092704424510632,-0.023131951558752917,0.011682903947075829,0.9914773106575012,240,0.2,-43.72408938407898,-0.0012496709823608398,0.021745818,1223.0,-2.2900656666666666
1992,8704,17,4,0.2821044921875,-0.03318756818771362,0.0004092704424510632,-0.02902073245786596,0.0016079968263511546,0.9893574714660645,256,0.2,-43.681880593299866,0.001205742359161377,0.020592164,1223.0,-2.309713
1987,9216,18,4,0.283203125,-0.055130183696746826,0.0004092704424510632,-0.035061041395238135,0.01764791939058341,0.9904454350471497,272,0.2,-43.64440882205963,0.0006692409515380859,0.018412793,1223.0,-2.309713
1984,9728,19,4,0.2147216796875,-0.03289511054754257,0.0004092704424510632,-0.022441325985710137,0.00197039675549604,0.9901341795921326,288,0.2,-43.67592692375183,0.007373034954071045,0.015116446,1223.0,-2.309713
1985,10240,20,5,0.24853515625,-0.023541860282421112,0.0004092704424510632,-0.027171850451850332,0.0023320113396039233,0.9887222051620483,304,0.2,-43.63845980167389,-0.003586411476135254,0.018522829,1223.0,-2.3021128749999997
1985,10752,21,5,0.263916015625,-0.022886384278535843,0.0004092704424510632,-0.02599095256300643,0.03157618048135191,0.9888207316398621,320,0.2,-43.61526298522949,0.0007926821708679199,0.029045772,1223.0,-2.3021128749999997
1983,11264,22,5,0.21630859375,-0.048039406538009644,0.0004092704424510632,-0.02467570882436121,0.002978322449052939,0.986869752407074,336,0.2,-43.59738779067993,-0.007901310920715332,0.019054238,1223.0,-2.304677
1980,11776,23,5,0.2352294921875,-0.023985689505934715,0.0004092704424510632,-0.02344720744440565,0.04183289874345064,0.9859786033630371,352,0.2,-43.54104506969452,0.0005027055740356445,0.018874865,1223.0,-2.304677
