time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/clip_range,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,3897,,,,,,,,,,,,,
2,1024,0,2445,0.20009612503054086,-0.02908157362253405,-0.03469713404774666,0.0004092704424510632,-43.96271753311157,0.2457275390625,0.017223794,-0.6146420240402222,0.2,16,0.9983545541763306,,
3,1536,0,2140,0.005427122006949503,-0.027913976431591436,-0.03776372969150543,0.0004092704424510632,-43.94691550731659,0.3099365234375,0.024960335,-0.03602313995361328,0.2,32,0.9994480609893799,-2.931598,1258.0
4,2048,0,2052,0.01472869052668102,-0.025598520383937284,-0.030706560239195824,0.0004092704424510632,-43.96931779384613,0.254150390625,0.016848506,0.005025029182434082,0.2,48,0.9991737604141235,-2.931598,1258.0
5,2560,1,2004,0.005836012045620009,-0.028757700900314376,-0.03523743525147438,0.0004092704424510632,-43.968249678611755,0.2969970703125,0.01983549,-0.006011009216308594,0.2,64,1.0002326965332031,-2.905726,1258.0
6,3072,1,1965,0.02287055051419884,-0.028982298419578,-0.03279198706150055,0.0004092704424510632,-43.98895764350891,0.2933349609375,0.019800484,0.0043264031410217285,0.2,80,0.9996273517608643,-2.905726,1258.0
7,3584,1,1946,0.007404868912999518,-0.025521758943796158,-0.02780146524310112,0.0004092704424510632,-43.95477533340454,0.264892578125,0.015455021,-0.010785698890686035,0.2,96,0.9988303780555725,-2.905726,1258.0
8,4096,2,1921,0.0021996642972226255,-0.027969451402896084,-0.031664568930864334,0.0004092704424510632,-43.93513309955597,0.248291015625,0.014234341,-0.001928567886352539,0.2,112,0.9981918931007385,-2.86073,1258.0
9,4608,2,1910,0.03805115580325946,-0.030766960931941867,-0.01899091526865959,0.0004092704424510632,-43.94246435165405,0.32763671875,0.022788987,0.005253970623016357,0.2,128,0.999591052532196,-2.86073,1258.0
10,5120,2,1900,0.005042787983256858,-0.03254173896857537,-0.04253591224551201,0.0004092704424510632,-43.95815896987915,0.3134765625,0.028677266,0.09958946704864502,0.2,144,0.9982101917266846,-2.85723225,1258.0
11,5632,2,1879,0.04703744186554104,-0.017157105525257066,0.0029093176126480103,0.0004092704424510632,-43.868783354759216,0.175048828125,0.013060101,0.022953152656555176,0.2,160,0.9943848252296448,-2.85723225,1258.0
12,6144,3,1866,0.004638029393390752,-0.026017018884886056,-0.042838819324970245,0.0004092704424510632,-43.76995050907135,0.2393798828125,0.017247153,0.4447735548019409,0.2,176,0.9926581978797913,-2.85723225,1258.0
13,6656,3,1863,0.0034339530247962102,-0.022251492118812166,-0.015102384611964226,0.0004092704424510632,-43.735944867134094,0.2239990234375,0.01675066,0.21840476989746094,0.2,192,0.991660475730896,-2.844791,1258.0
14,7168,3,1861,0.06797683809418231,-0.03226558968890458,-0.019640803337097168,0.0004092704424510632,-43.7108268737793,0.3380126953125,0.03167007,0.013091325759887695,0.2,208,0.9914575219154358,-2.844791,1258.0
15,7680,4,1859,0.01001771477604052,-0.022385254836990498,-0.025405246764421463,0.0004092704424510632,-43.70368766784668,0.2137451171875,0.01751221,0.4413908123970032,0.2,224,0.9908248782157898,-2.8032939999999997,1258.0
16,8192,4,1857,0.09157486539334059,-0.022533536088303663,0.006151892244815826,0.0004092704424510632,-43.64684224128723,0.2440185546875,0.017305812,0.07557523250579834,0.2,240,0.9877784848213196,-2.8032939999999997,1258.0
17,8704,4,1855,0.003857715302729048,-0.027588582393946126,-0.03738567605614662,0.0004092704424510632,-43.591681480407715,0.2803955078125,0.02206306,0.6920905113220215,0.2,256,0.9883917570114136,-2.8032939999999997,1258.0
18,9216,4,1854,0.003116816602414474,-0.028346478240564466,-0.04556874930858612,0.0004092704424510632,-43.62492918968201,0.254638671875,0.021439262,0.17899012565612793,0.2,272,0.9890548586845398,-2.810034571428571,1258.0
19,9728,5,1850,0.08436837536282837,-0.024302852514665574,-0.002171531319618225,0.0004092704424510632,-43.663397431373596,0.2254638671875,0.017428588,0.04525047540664673,0.2,288,0.9913333654403687,-2.810034571428571,1258.0
20,10240,5,1841,0.007206617723568343,-0.022776936952141114,-0.03388619050383568,0.0004092704424510632,-43.72611713409424,0.2003173828125,0.015155213,0.047756731510162354,0.2,304,0.993057370185852,-2.8225555,1258.0
21,10752,5,1839,0.07586720876861364,-0.026038470154162496,0.008096657693386078,0.0004092704424510632,-43.729443311691284,0.2733154296875,0.01990319,0.2571455240249634,0.2,320,0.9908471703529358,-2.8225555,1258.0
22,11264,6,1838,0.007876334770116955,-0.03219653173437109,-0.03687668591737747,0.0004092704424510632,-43.66652047634125,0.273681640625,0.020364765,0.543594479560852,0.2,336,0.9907233119010925,-2.8225555,1258.0
23,11776,6,1837,0.00511640433978755,-0.01941928852465935,-0.041649509221315384,0.0004092704424510632,-43.672037839889526,0.176513671875,0.013543079,0.170792818069458,0.2,352,0.9905306100845337,-2.8109807777777776,1258.0
24,12288,6,1839,0.07047131657600403,-0.029115304234437644,-0.015474257990717888,0.0004092704424510632,-43.67969834804535,0.251708984375,0.026629511,0.1652296781539917,0.2,368,0.9914920926094055,-2.8109807777777776,1258.0
25,12800,6,1840,0.01198219507932663,-0.027690613496815786,-0.039382945746183395,0.0004092704424510632,-43.70433497428894,0.227783203125,0.018476516,-0.45005929470062256,0.2,384,0.9918045997619629,-2.7943106,1258.0
26,13312,7,1835,0.07614037930034101,-0.023175702561275102,0.004564365372061729,0.0004092704424510632,-43.695895195007324,0.2608642578125,0.024215441,0.20517051219940186,0.2,400,0.9913102984428406,-2.7943106,1258.0
27,13824,7,1830,0.009368714367155917,-0.029348239535465837,-0.03503406420350075,0.0004092704424510632,-43.67658722400665,0.2645263671875,0.02313359,0.40736353397369385,0.2,416,0.9906504154205322,-2.7943106,1258.0
28,14336,7,1826,0.009306309060775675,-0.029213797504780814,-0.041229937225580215,0.0004092704424510632,-43.66874015331268,0.2572021484375,0.017951513,0.5325201749801636,0.2,432,0.991058886051178,-2.7930624545454545,1258.0
29,14848,8,1824,0.03398720023687929,-0.02164971493766643,-0.016028638929128647,0.0004092704424510632,-43.665465116500854,0.2203369140625,0.020151593,0.3763722777366638,0.2,448,0.9903851747512817,-2.7930624545454545,1258.0
30,15360,8,1823,0.010895990766584873,-0.027607476600678638,-0.041617169976234436,0.0004092704424510632,-43.63030505180359,0.2698974609375,0.018268047,-1.1580514907836914,0.2,464,0.9887007474899292,-2.793788166666667,1258.0
31,15872,8,1822,0.07495668833144009,-0.027465192193631083,0.00031165406107902527,0.0004092704424510632,-43.58499538898468,0.306396484375,0.024134383,0.1345403790473938,0.2,480,0.9879692792892456,-2.793788166666667,1258.0
32,16384,8,1820,0.00888202025089413,-0.02161674774106359,-0.036673229187726974,0.0004092704424510632,-43.56910479068756,0.231201171875,0.019526169,0.14723795652389526,0.2,496,0.9876280426979065,-2.7782613846153845,1258.0
33,16896,9,1819,0.08371000329498202,-0.02599741198355332,0.01840495690703392,0.0004092704424510632,-43.547234892845154,0.2227783203125,0.022377376,0.3244805335998535,0.2,512,0.9865307807922363,-2.7782613846153845,1258.0
34,17408,9,1817,0.005624026867735665,-0.023929531904286705,-0.033828381448984146,0.0004092704424510632,-43.53521978855133,0.2215576171875,0.0131239,-0.09351849555969238,0.2,528,0.9877980947494507,-2.7782613846153845,1258.0
