time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/clip_range,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,3880,,,,,,,,,,,,,
2,1024,0,2263,0.22017624602813157,-0.028205044218339026,-0.028411341831088066,0.0004092704424510632,-43.98778462409973,0.2174072265625,0.015144216,-1.206634521484375,0.2,16,0.9998583197593689,,
3,1536,0,2048,0.006612400728045031,-0.02845342259388417,-0.034500494599342346,0.0004092704424510632,-43.983949303627014,0.3128662109375,0.024058126,0.002001941204071045,0.2,32,1.0000193119049072,-2.801959,1258.0
4,2048,1,1946,0.005417990338173695,-0.03321045532356948,-0.03997271507978439,0.0004092704424510632,-43.98071551322937,0.274169921875,0.02011912,0.005582153797149658,0.2,48,0.9997105598449707,-2.801959,1258.0
5,2560,1,1889,0.00435687124991091,-0.027254990636720322,-0.03771860897541046,0.0004092704424510632,-43.97215533256531,0.2607421875,0.01835764,0.010368824005126953,0.2,64,0.999406635761261,-2.698113,1258.0
6,3072,1,1851,0.007590524066472426,-0.02797966604703106,-0.028535354882478714,0.0004092704424510632,-43.96050238609314,0.2703857421875,0.01715523,0.0038276314735412598,0.2,80,0.9992140531539917,-2.698113,1258.0
7,3584,1,1837,0.005518062018381897,-0.02816909007378854,-0.036239609122276306,0.0004092704424510632,-43.94492530822754,0.292236328125,0.020772785,0.0022386908531188965,0.2,96,0.9981614947319031,-2.698113,1258.0
8,4096,2,1815,0.0023726765866740607,-0.02321340618073009,-0.03506780415773392,0.0004092704424510632,-43.92486655712128,0.226318359375,0.0146128405,0.006734132766723633,0.2,112,0.9985965490341187,-2.6902070000000005,1258.0
9,4608,2,1798,0.014278386777732521,-0.022869105188874528,-0.008849162608385086,0.0004092704424510632,-43.93737769126892,0.248291015625,0.018658493,0.0022270679473876953,0.2,128,0.9985722899436951,-2.6902070000000005,1258.0
10,5120,2,1784,0.009168793068965897,-0.026702342634962406,-0.030338086187839508,0.0004092704424510632,-43.90744125843048,0.225341796875,0.018603161,0.004381000995635986,0.2,144,0.9967053532600403,-2.701846,1258.0
11,5632,3,1771,0.023613477183971554,-0.028587414693902247,-0.027397215366363525,0.0004092704424510632,-43.851956486701965,0.2921142578125,0.021482158,0.002768874168395996,0.2,160,0.9950659275054932,-2.701846,1258.0
12,6144,3,1761,0.004923723558022175,-0.024755939550232142,-0.03324725851416588,0.0004092704424510632,-43.794039249420166,0.232177734375,0.0179388,0.02516341209411621,0.2,176,0.9933640360832214,-2.701846,1258.0
13,6656,3,1755,0.0027821533076348715,-0.026721411530161276,-0.03486309200525284,0.0004092704424510632,-43.75253355503082,0.2567138671875,0.025691522,0.007905185222625732,0.2,192,0.9924893379211426,-2.7007788,1258.0
14,7168,4,1749,0.038485024124383926,-0.027326196388457902,-0.021795503795146942,0.0004092704424510632,-43.753013014793396,0.2669677734375,0.023729235,0.0005980730056762695,0.2,208,0.9930533766746521,-2.7007788,1258.0
15,7680,4,1750,0.0063175036339089274,-0.022867539533763193,-0.020645858719944954,0.0004092704424510632,-43.75759553909302,0.235595703125,0.016962973,0.011924028396606445,0.2,224,0.9929917454719543,-2.698274833333333,1258.0
16,8192,4,1748,0.0493948794901371,-0.028206488612340763,-0.009662358090281487,0.0004092704424510632,-43.744190096855164,0.2811279296875,0.020449009,0.0025276541709899902,0.2,240,0.9923291206359863,-2.698274833333333,1258.0
17,8704,4,1745,0.004626467372872867,-0.02551823965040967,-0.028791870921850204,0.0004092704424510632,-43.738555788993835,0.243896484375,0.01936182,0.3428632616996765,0.2,256,0.992901623249054,-2.698274833333333,1258.0
18,9216,5,1742,0.0030181675028870814,-0.028655978239839897,-0.04609907418489456,0.0004092704424510632,-43.732182025909424,0.254638671875,0.01861415,0.0742790699005127,0.2,272,0.9911503791809082,-2.719197285714286,1258.0
19,9728,5,1738,0.0617297338321805,-0.028080398187739775,-0.003936160355806351,0.0004092704424510632,-43.691678524017334,0.2327880859375,0.0160288,0.001895904541015625,0.2,288,0.9912720918655396,-2.719197285714286,1258.0
20,10240,5,1739,0.004126485175220296,-0.03218149219173938,-0.042645152658224106,0.0004092704424510632,-43.688632130622864,0.294677734375,0.033076696,0.23806941509246826,0.2,304,0.9904045462608337,-2.709298875,1258.0
