time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/clip_range,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,3919,,,,,,,,,,,,,
2,1024,0,2387,0.07861549660447054,-0.04063414502888918,-0.04579650238156319,0.0004092704424510632,-43.99179184436798,0.334716796875,0.022234097,-0.318561315536499,0.2,16,1.0005457401275635,,
3,1536,0,2076,0.004547213189653121,-0.03152703799423762,-0.040557388216257095,0.0004092704424510632,-44.01034712791443,0.3145751953125,0.018509304,0.004275143146514893,0.2,32,1.0009257793426514,-2.72717,1258.0
4,2048,1,1959,0.006327913957647979,-0.029510271560866386,-0.03603702783584595,0.0004092704424510632,-43.97454535961151,0.280029296875,0.021264423,0.01060718297958374,0.2,48,0.9977896213531494,-2.72717,1258.0
5,2560,1,1890,0.0051938364340458065,-0.026872485963394865,-0.0376204289495945,0.0004092704424510632,-43.89781057834625,0.26171875,0.017882925,0.02583932876586914,0.2,64,0.9968632459640503,-2.741927,1258.0
6,3072,1,1900,0.012868355115642771,-0.024612452762085013,-0.021231023594737053,0.0004092704424510632,-43.8915776014328,0.2659912109375,0.017497782,0.012392580509185791,0.2,80,0.9974658489227295,-2.741927,1258.0
7,3584,1,1912,0.004813164909137413,-0.030071965011302382,-0.03386945277452469,0.0004092704424510632,-43.909310817718506,0.2867431640625,0.022400338,0.030203938484191895,0.2,96,0.997608482837677,-2.741927,1258.0
8,4096,2,1921,0.0026959292008541524,-0.026829586655367166,-0.03155313804745674,0.0004092704424510632,-43.91041147708893,0.2593994140625,0.016029306,0.037467360496520996,0.2,112,0.997866153717041,-2.7594286666666665,1258.0
9,4608,2,1914,0.025555285799782723,-0.0265055094496347,-0.027224594727158546,0.0004092704424510632,-43.88189673423767,0.226806640625,0.014320827,0.00826340913772583,0.2,128,0.9951207637786865,-2.7594286666666665,1258.0
10,5120,2,1920,0.004437852636328898,-0.033238306757993996,-0.04095366969704628,0.0004092704424510632,-43.79901874065399,0.302978515625,0.021571664,0.11392658948898315,0.2,144,0.9936608672142029,-2.79380475,1258.0
11,5632,2,1925,0.03445125627331436,-0.022438048195908777,-0.012544983997941017,0.0004092704424510632,-43.77426087856293,0.2432861328125,0.016325215,0.023250579833984375,0.2,160,0.993120014667511,-2.79380475,1258.0
12,6144,3,1926,0.00345133206792525,-0.028011584989144467,-0.043496862053871155,0.0004092704424510632,-43.77273941040039,0.2684326171875,0.02235996,0.5219467878341675,0.2,176,0.9942223429679871,-2.79380475,1258.0
13,6656,3,1925,0.0022623039076279383,-0.02939702122239396,-0.03683611378073692,0.0004092704424510632,-43.789456844329834,0.25048828125,0.016398713,0.3438117504119873,0.2,192,0.9934086799621582,-2.7512422,1258.0
14,7168,3,1920,0.04788854089565575,-0.024371122504817322,-0.01922306790947914,0.0004092704424510632,-43.77164840698242,0.2647705078125,0.021900121,0.06732797622680664,0.2,208,0.9935559630393982,-2.7512422,1258.0
15,7680,3,1924,0.0037968995311530307,-0.025720416801050305,-0.029578784480690956,0.0004092704424510632,-43.7558274269104,0.259033203125,0.019676797,0.5641270279884338,0.2,224,0.9922009706497192,-2.7401983333333333,1258.0
16,8192,4,1922,0.04680372611619532,-0.026889265813224483,-0.012335099279880524,0.0004092704424510632,-43.718786120414734,0.28125,0.019868102,0.12787753343582153,0.2,240,0.9918675422668457,-2.7401983333333333,1258.0
17,8704,4,1923,0.005468932104122359,-0.027192576992092654,-0.0353926382958889,0.0004092704424510632,-43.712793588638306,0.2479248046875,0.018397199,0.6865774989128113,0.2,256,0.9913851618766785,-2.7401983333333333,1258.0
18,9216,4,1927,0.002941267528512981,-0.022089997393777594,-0.025686686858534813,0.0004092704424510632,-43.710596442222595,0.204345703125,0.017569415,-0.35054337978363037,0.2,272,0.9924659132957458,-2.7615019999999997,1258.0
19,9728,5,1926,0.06100248789880425,-0.028731016878737137,-0.008887045085430145,0.0004092704424510632,-43.72519862651825,0.2630615234375,0.01968808,0.028673827648162842,0.2,288,0.9916454553604126,-2.7615019999999997,1258.0
20,10240,5,1927,0.007089225458912551,-0.01935597237024922,-0.02580651268362999,0.0004092704424510632,-43.70386040210724,0.150390625,0.013223892,0.3820735216140747,0.2,304,0.9921004176139832,-2.7560435,1258.0
21,10752,5,1924,0.06658945023082197,-0.02326162987446878,-0.00813242793083191,0.0004092704424510632,-43.688427329063416,0.2335205078125,0.017659374,0.2887992858886719,0.2,320,0.9898344278335571,-2.7560435,1258.0
22,11264,5,1922,0.006199942028615624,-0.020448831230169162,-0.02176836133003235,0.0004092704424510632,-43.6524463891983,0.177490234375,0.014264499,0.5351595878601074,0.2,336,0.9905444979667664,-2.7560435,1258.0
23,11776,6,1923,0.0027246926802035887,-0.02233463164884597,-0.03831637278199196,0.0004092704424510632,-43.69401574134827,0.22314453125,0.017929371,-0.2373027801513672,0.2,352,0.991666853427887,-2.7450555555555556,1258.0
24,12288,6,1922,0.06851947994437069,-0.028158856061054394,-0.010315470397472382,0.0004092704424510632,-43.70983040332794,0.267578125,0.020530265,0.0776444673538208,0.2,368,0.9914265275001526,-2.7450555555555556,1258.0
25,12800,6,1923,0.031899005407467484,-0.023032344528473914,-0.020331038162112236,0.0004092704424510632,-43.69729030132294,0.16796875,0.017134164,-0.6761879920959473,0.2,384,0.9912782907485962,-2.7561869000000003,1258.0
26,13312,6,1916,0.09150116518139839,-0.02303764267708175,0.006082717329263687,0.0004092704424510632,-43.71391797065735,0.1895751953125,0.015364604,0.20422452688217163,0.2,400,0.9927147030830383,-2.7561869000000003,1258.0
27,13824,7,1909,0.007247146335430443,-0.03051696586771868,-0.05125587806105614,0.0004092704424510632,-43.75499701499939,0.2230224609375,0.0187909,0.5661977529525757,0.2,416,0.9940193295478821,-2.7561869000000003,1258.0
28,14336,7,1903,0.004946237255353481,-0.025339435669593513,-0.03543693944811821,0.0004092704424510632,-43.75322711467743,0.239501953125,0.02047764,0.5306649208068848,0.2,432,0.9921472072601318,-2.7629597272727273,1258.0
29,14848,7,1897,0.055544710892718285,-0.028475601342506707,-0.013413652777671814,0.0004092704424510632,-43.68700361251831,0.3477783203125,0.054583743,0.22135913372039795,0.2,448,0.9906985759735107,-2.7629597272727273,1258.0
30,15360,8,1895,0.006628861839999445,-0.023019361469778232,-0.04275374859571457,0.0004092704424510632,-43.67007541656494,0.195068359375,0.015081474,0.34911733865737915,0.2,464,0.9909419417381287,-2.7532909166666664,1258.0
31,15872,8,1897,0.10412532254122198,-0.027371182310162112,0.012476369738578796,0.0004092704424510632,-43.66866958141327,0.2596435546875,0.021668259,0.24124890565872192,0.2,480,0.9904878735542297,-2.7532909166666664,1258.0
32,16384,8,1900,0.016993725032079965,-0.02718701794219669,-0.030416199937462807,0.0004092704424510632,-43.67402672767639,0.2147216796875,0.02114413,0.2897893786430359,0.2,496,0.9918903708457947,-2.7526141538461535,1258.0
33,16896,8,1902,0.10585946822538972,-0.02627101627876982,-0.001564960926771164,0.0004092704424510632,-43.707852721214294,0.2410888671875,0.020909324,0.3680122494697571,0.2,512,0.9919934868812561,-2.7526141538461535,1258.0
34,17408,9,1901,0.014826497819740325,-0.029600000772916246,-0.03398413211107254,0.0004092704424510632,-43.6985787153244,0.302490234375,0.025185073,-0.28942084312438965,0.2,528,0.9919010400772095,-2.7526141538461535,1258.0
35,17920,9,1903,0.0032991882508213166,-0.024601545941550285,-0.02832547016441822,0.0004092704424510632,-43.68903470039368,0.230224609375,0.01898388,0.45508909225463867,0.2,544,0.9910401105880737,-2.7326601428571426,1258.0
36,18432,9,1905,0.0982747517991811,-0.02375494607258588,0.0019263774156570435,0.0004092704424510632,-43.65639770030975,0.2069091796875,0.0258535,0.14048737287521362,0.2,560,0.9903862476348877,-2.7326601428571426,1258.0
37,18944,9,1900,0.016564368415856734,-0.026434267216245644,-0.03411524370312691,0.0004092704424510632,-43.640188813209534,0.231201171875,0.020922864,-0.25933539867401123,0.2,576,0.9902122020721436,-2.7352928666666667,1258.0
38,19456,10,1892,0.10845383023843169,-0.020816272430238314,0.02380092442035675,0.0004092704424510632,-43.626094937324524,0.199951171875,0.020270608,0.31908559799194336,0.2,592,0.9888371229171753,-2.7352928666666667,1258.0
39,19968,10,1890,0.025942511099856347,-0.03114853927399963,-0.03114994242787361,0.0004092704424510632,-43.6022607088089,0.2880859375,0.033914782,0.2194034457206726,0.2,608,0.9893187284469604,-2.7352928666666667,1258.0
40,20480,10,1891,0.005731409932195675,-0.026861908147111535,-0.02788832038640976,0.0004092704424510632,-43.61061334609985,0.2615966796875,0.018559497,-0.017205238342285156,0.2,624,0.9889322519302368,-2.7365923125,1258.0
41,20992,11,1890,0.14476070366799831,-0.020885090743831825,0.02775586023926735,0.0004092704424510632,-43.59706974029541,0.1912841796875,0.022073537,0.3316909074783325,0.2,640,0.988688051700592,-2.7365923125,1258.0
42,21504,11,1888,0.022591950750211254,-0.025901822722516954,-0.025730077177286148,0.0004092704424510632,-43.598236322402954,0.2210693359375,0.016620683,-0.07315385341644287,0.2,656,0.989384114742279,-2.7306137647058826,1258.0
43,22016,11,1887,0.13360881805419922,-0.017695047368761152,0.02365255355834961,0.0004092704424510632,-43.61666214466095,0.1370849609375,0.012582123,0.42242997884750366,0.2,672,0.9889807105064392,-2.7306137647058826,1258.0
44,22528,11,1886,0.028160874324385077,-0.02027213148539886,-0.01331283524632454,0.0004092704424510632,-43.58834457397461,0.2264404296875,0.01696121,0.46482032537460327,0.2,688,0.9883867502212524,-2.7306137647058826,1258.0
45,23040,12,1885,0.007388863872620277,-0.02819370903307572,-0.03849662095308304,0.0004092704424510632,-43.56358206272125,0.24755859375,0.02038108,-0.37062394618988037,0.2,704,0.986702024936676,-2.7443224444444443,1258.0
46,23552,12,1884,0.10877957195043564,-0.018848857609555125,0.007436392828822136,0.0004092704424510632,-43.516247272491455,0.1358642578125,0.016754393,0.3322575092315674,0.2,720,0.9860434532165527,-2.7443224444444443,1258.0
47,24064,12,1883,0.03360131656518206,-0.02553862908098381,-0.02947201393544674,0.0004092704424510632,-43.513487219810486,0.2093505859375,0.01688613,-0.49675822257995605,0.2,736,0.9866947531700134,-2.7397326842105265,1258.0
48,24576,13,1881,0.10182923288084567,-0.019301232765428722,0.02859288826584816,0.0004092704424510632,-43.537421345710754,0.180908203125,0.016073268,0.5057241320610046,0.2,752,0.9875982999801636,-2.7397326842105265,1258.0
49,25088,13,1875,0.02178241271758452,-0.023171240361989476,-0.01771676167845726,0.0004092704424510632,-43.572569608688354,0.216796875,0.02106914,0.49695998430252075,0.2,768,0.9891237020492554,-2.7397326842105265,1258.0
50,25600,13,1875,0.0063441171805607155,-0.02442768245236948,-0.03591495379805565,0.0004092704424510632,-43.603511571884155,0.22216796875,0.01695337,-0.6148818731307983,0.2,784,0.9893696904182434,-2.74690975,1258.0
51,26112,13,1872,0.09470409946516156,-0.025091217656154186,0.006441056728363037,0.0004092704424510632,-43.600900292396545,0.218505859375,0.023460083,0.1837725043296814,0.2,800,0.9894201159477234,-2.74690975,1258.0
52,26624,14,1868,0.03461626765783876,-0.02157882037863601,-0.022224001586437225,0.0004092704424510632,-43.59776961803436,0.167724609375,0.01804661,-0.8022745847702026,0.2,816,0.9888683557510376,-2.745468380952381,1258.0
53,27136,14,1866,0.09944867575541139,-0.019299204177514184,0.024812914431095123,0.0004092704424510632,-43.58964812755585,0.1591796875,0.016502345,0.526071310043335,0.2,832,0.9896137118339539,-2.745468380952381,1258.0
54,27648,14,1858,0.016757663717726246,-0.02120488953369204,-0.02685859426856041,0.0004092704424510632,-43.57846522331238,0.2139892578125,0.0195183,0.15493524074554443,0.2,848,0.9867877960205078,-2.745468380952381,1258.0
55,28160,15,1851,0.009932457047398202,-0.028243599306733813,-0.03615282475948334,0.0004092704424510632,-43.47586190700531,0.2471923828125,0.023770828,0.5264586210250854,0.2,864,0.9847506880760193,-2.7386941363636366,1258.0
56,28672,15,1846,0.05912214843556285,-0.025131560483714566,-0.020627200603485107,0.0004092704424510632,-43.43195176124573,0.28076171875,0.026247445,0.4237546920776367,0.2,880,0.9839966893196106,-2.7386941363636366,1258.0
57,29184,15,1844,0.02159860255778767,-0.02241759604658,-0.025704093277454376,0.0004092704424510632,-43.427494287490845,0.18310546875,0.02069601,-0.5978987216949463,0.2,896,0.9846659898757935,-2.738048956521739,1258.0
