time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,train/ent_coef
4,-4.20561275,1223.0,32,-159.8617401123047,4892,148,0.0008459126528049375,4791,1.2786004543304443,-122.79559326171875,0.019080260768532753
8,-3.332310375,1223.0,31,-41.40121841430664,9784,307,0.0008459126528049375,9683,2.9798789024353027,-129.59890747070312,0.0009817034006118774
12,-2.6304985833333334,1223.0,30,42.238380432128906,14676,485,0.0008459126528049375,14575,25.264314651489258,-127.20979309082031,0.0012953480472788215
16,-2.2939733125,1223.0,30,39.63249206542969,19568,650,0.0008459126528049375,19467,5.640758037567139,-114.40015411376953,0.0016672713682055473
20,-2.10433035,1223.0,29,-25.301376342773438,24460,832,0.0008459126528049375,24359,1.5796083211898804,-112.03230285644531,0.0006714969058521092
24,-1.9535075833333335,1223.0,30,64.24351501464844,29352,143,0.0008459126528049375,29251,18.910831451416016,-90.36940002441406,0.001737110549584031
28,-1.8945787500000002,1223.0,30,77.53008270263672,34244,302,0.0008459126528049375,34143,6.7393622398376465,-90.021484375,0.0007127628778107464
32,-1.80986334375,1223.0,29,-68.36882019042969,39136,482,0.0008459126528049375,39035,3.7705063819885254,-78.05463409423828,0.0006280462839640677
36,-1.742688277777778,1223.0,28,-35.28466796875,44028,666,0.0008459126528049375,43927,4.433298110961914,-69.6727294921875,0.0006478328141383827
40,-1.69115275,1223.0,28,63.80867004394531,48920,850,0.0008459126528049375,48819,3.8890159130096436,-61.922943115234375,0.000755451328586787
44,-1.658467090909091,1223.0,26,118.32872009277344,53812,143,0.0008459126528049375,53711,6.978865623474121,-54.76982879638672,0.0006423246813938022
48,-1.6131193958333334,1223.0,26,-2.087916851043701,58704,327,0.0008459126528049375,58603,6.229927062988281,-38.38372802734375,0.0009484572801738977
52,-1.5795267692307695,1223.0,27,-39.110191345214844,63596,501,0.0008459126528049375,63495,2.568941116333008,-32.46586227416992,0.0007866441155783832
56,-1.536128642857143,1223.0,27,-35.415870666503906,68488,679,0.0008459126528049375,68387,15.045075416564941,-23.00398063659668,0.0006339816027320921
60,-1.5042900000000001,1223.0,26,-73.46463775634766,73380,869,0.0008459126528049375,73279,6.04207181930542,-7.755095481872559,0.0008535280940122902
64,-1.489665390625,1223.0,25,-3.9215753078460693,78272,128,0.0008459126528049375,78171,3.147951364517212,-3.1540820598602295,0.0009027016349136829
68,-1.4804211470588235,1223.0,25,9.901435852050781,83164,319,0.0008459126528049375,83063,1.5894627571105957,0.6532266139984131,0.0005102434079162776
72,-1.465268472222222,1223.0,26,242.44834899902344,88056,488,0.0008459126528049375,87955,7.676831245422363,5.532093048095703,0.0006543933995999396
76,-1.449176578947368,1223.0,26,19.78815269470215,92948,681,0.0008459126528049375,92847,1.1444015502929688,9.133941650390625,0.00046535214642062783
80,-1.43211245,1223.0,26,-34.75020980834961,97840,877,0.0008459126528049375,97739,1.7155792713165283,15.842936515808105,0.00038454908644780517
