time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/std,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/clip_range,train/n_updates,train/explained_variance,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,512,3856,,,,,,,,,,,,,
0,2,1024,2024,1.0017927885055542,0.0004092704424510632,0.02280666,-0.03694260644260794,0.330078125,-44.01580739021301,0.18102461828675587,0.2,16,-0.12305247783660889,-0.034287672489881516,,
0,3,1536,1559,1.0019805431365967,0.0004092704424510632,0.016821938,-0.02800000543356873,0.26220703125,-44.0461345911026,0.00933759383042343,0.2,32,0.009578824043273926,-0.04069232940673828,1258.0,-2.669732
1,4,2048,1424,1.0012646913528442,0.0004092704424510632,0.014943285,-0.026628006482496858,0.2518310546875,-44.03737914562225,0.0017410643013135996,0.2,48,-0.002934575080871582,-0.03781018778681755,1258.0,-2.669732
1,5,2560,1445,1.0007274150848389,0.0004092704424510632,0.018010922,-0.029849506681784987,0.2740478515625,-44.01352941989899,0.002591229189420119,0.2,64,0.008514106273651123,-0.031441472470760345,1258.0,-2.6987795
2,6,3072,1467,0.9986974000930786,0.0004092704424510632,0.02298715,-0.034923484665341675,0.33984375,-43.97859025001526,0.00816661716089584,0.2,80,-0.0076220035552978516,-0.0320490226149559,1258.0,-2.6987795
2,7,3584,1475,0.9977272152900696,0.0004092704424510632,0.01196059,-0.021052863099612296,0.1922607421875,-43.92125487327576,0.0036218029563315213,0.2,96,0.01285707950592041,-0.031080830842256546,1258.0,-2.6987795
2,8,4096,1475,0.9970588684082031,0.0004092704424510632,0.021859022,-0.02679657589760609,0.3070068359375,-43.89476227760315,0.012663275469094515,0.2,112,0.005990862846374512,-0.03535971790552139,1258.0,-2.756009666666667
3,9,4608,1476,0.9953439831733704,0.0004092704424510632,0.020564381,-0.025030336139025167,0.28076171875,-43.866429805755615,0.014519657561322674,0.2,128,0.01156914234161377,-0.030606314539909363,1258.0,-2.756009666666667
3,10,5120,1472,0.995810866355896,0.0004092704424510632,0.01831979,-0.025159139127936214,0.2640380859375,-43.83484721183777,0.005736754552344792,0.2,144,0.10344845056533813,-0.041404105722904205,1258.0,-2.68305325
