time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/std,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/clip_range,train/n_updates,train/explained_variance,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,512,3798,,,,,,,,,,,,,
0,2,1024,2160,0.997113049030304,0.0004092704424510632,0.014365839,-0.028312071503023617,0.236328125,-43.94480741024017,0.16544740008248482,0.2,16,-0.2985689640045166,-0.029158271849155426,,
0,3,1536,1871,0.9968723058700562,0.0004092704424510632,0.015409933,-0.02754517948778812,0.2540283203125,-43.88405227661133,0.010915750841377303,0.2,32,0.002421081066131592,-0.03497336432337761,1258.0,-2.778222
1,4,2048,1798,0.9964632987976074,0.0004092704424510632,0.023734141,-0.035268329025711864,0.3382568359375,-43.88567113876343,0.04053210699930787,0.2,48,0.005016326904296875,-0.023200158029794693,1258.0,-2.778222
1,5,2560,1733,0.9972796440124512,0.0004092704424510632,0.019593662,-0.02414527692599222,0.258544921875,-43.87911403179169,0.0034525714909250382,0.2,64,-0.044516801834106445,-0.030311614274978638,1258.0,-2.731498
1,6,3072,1692,0.9985926747322083,0.0004092704424510632,0.026039148,-0.02715611644089222,0.2994384765625,-43.91647446155548,0.04896606388501823,0.2,80,0.007706642150878906,-0.015148041769862175,1258.0,-2.731498
2,7,3584,1675,0.9966564774513245,0.0004092704424510632,0.020379856,-0.025528348734951578,0.27294921875,-43.91789412498474,0.00271174785666517,0.2,96,-0.1937488317489624,-0.037716031074523926,1258.0,-2.731498
2,8,4096,1634,0.9964740872383118,0.0004092704424510632,0.017724521,-0.02753211432718672,0.30517578125,-43.8655846118927,0.011666626553051174,0.2,112,0.016196608543395996,-0.03706102818250656,1258.0,-2.6996566666666673
2,9,4608,1612,0.9962977766990662,0.0004092704424510632,0.015332047,-0.03053821364301257,0.3067626953125,-43.8689751625061,0.07101075642276555,0.2,128,0.00558626651763916,-0.00442098081111908,1258.0,-2.6996566666666673
3,10,5120,1602,0.9952911734580994,0.0004092704424510632,0.02546084,-0.025734958122484386,0.288818359375,-43.84481906890869,0.0075190682837273926,0.2,144,0.0931779146194458,-0.028334487229585648,1258.0,-2.6748585000000005
3,11,5632,1560,0.9945324659347534,0.0004092704424510632,0.016026909,-0.020594133224221878,0.2254638671875,-43.821420669555664,0.0639184940373525,0.2,160,0.04969298839569092,0.005277259275317192,1258.0,-2.6748585000000005
