time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/std,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/clip_range,train/n_updates,train/explained_variance,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,512,3838,,,,,,,,,,,,,
0,2,1024,2126,0.9986862540245056,0.0004092704424510632,0.012205671,-0.026015595576609485,0.232421875,-43.97221851348877,0.1933043341850862,0.2,16,-1.135085105895996,-0.041843634098768234,,
0,3,1536,1863,0.9971092343330383,0.0004092704424510632,0.020229453,-0.029260003240779042,0.3135986328125,-43.91856896877289,0.013063828577287495,0.2,32,0.020622313022613525,-0.03817581757903099,1258.0,-2.856386
1,4,2048,1789,0.9970489144325256,0.0004092704424510632,0.013797025,-0.020991517725633457,0.243408203125,-43.889079570770264,0.011144112126203254,0.2,48,-0.013735771179199219,-0.019171811640262604,1258.0,-2.856386
1,5,2560,1748,0.9960290193557739,0.0004092704424510632,0.017386848,-0.028139155474491417,0.29296875,-43.8815484046936,0.0030540728657797445,0.2,64,0.0019812583923339844,-0.02710416167974472,1258.0,-2.7869375
1,6,3072,1726,0.9951950907707214,0.0004092704424510632,0.028071705,-0.03043426529620774,0.341552734375,-43.84372055530548,0.00612252599967178,0.2,80,0.005750298500061035,-0.03548729047179222,1258.0,-2.7869375
2,7,3584,1683,0.9948933720588684,0.0004092704424510632,0.016250208,-0.025879408669425175,0.2886962890625,-43.826034903526306,0.00281398099832586,0.2,96,0.01850605010986328,-0.02831832692027092,1258.0,-2.7869375
2,8,4096,1677,0.9938654899597168,0.0004092704424510632,0.02108129,-0.025964749031118117,0.2823486328125,-43.80806338787079,0.013620304147480056,0.2,112,0.0064089298248291016,-0.02871815301477909,1258.0,-2.765642666666667
2,9,4608,1674,0.9922758340835571,0.0004092704424510632,0.01603005,-0.023924038774566725,0.2445068359375,-43.76218640804291,0.0015516282692260575,0.2,128,0.0045160651206970215,-0.03038891777396202,1258.0,-2.765642666666667
3,10,5120,1664,0.9923840165138245,0.0004092704424510632,0.022051439,-0.02476469162502326,0.26513671875,-43.73615598678589,0.007352517641265877,0.2,144,0.039525389671325684,-0.028282271698117256,1258.0,-2.6809335
3,11,5632,1664,0.991783857345581,0.0004092704424510632,0.01861488,-0.026379172079032287,0.2520751953125,-43.735082149505615,0.004124779356061481,0.2,160,-0.011585712432861328,-0.03299930319190025,1258.0,-2.6809335
3,12,6144,1664,0.9931772351264954,0.0004092704424510632,0.023965191,-0.032611232658382505,0.2991943359375,-43.73359417915344,0.002813841427268926,0.2,176,0.0028237104415893555,-0.052301716059446335,1258.0,-2.6809335
3,13,6656,1664,0.9946311116218567,0.0004092704424510632,0.019034255,-0.02603860186354723,0.2587890625,-43.7868218421936,0.01298657082952559,0.2,192,0.008945763111114502,-0.036705028265714645,1258.0,-2.7055212
4,14,7168,1647,0.9954295754432678,0.0004092704424510632,0.017261103,-0.023929915310873184,0.2633056640625,-43.82339382171631,0.014282383199315518,0.2,208,0.003964900970458984,-0.01087335217744112,1258.0,-2.7055212
4,15,7680,1640,0.9967264533042908,0.0004092704424510632,0.01607722,-0.020593627545167692,0.2215576171875,-43.847307324409485,0.013094482303131372,0.2,224,0.02200216054916382,-0.028933223336935043,1258.0,-2.7228171666666667
5,16,8192,1629,0.995762050151825,0.0004092704424510632,0.027328424,-0.02637531551590655,0.282470703125,-43.863935589790344,0.022733892838004977,0.2,240,0.002873837947845459,-0.03097325563430786,1258.0,-2.7228171666666667
5,17,8704,1626,0.9952826499938965,0.0004092704424510632,0.020029504,-0.02838792942930013,0.271484375,-43.826701164245605,0.00327201587788295,0.2,256,-0.03560924530029297,-0.029963403940200806,1258.0,-2.7228171666666667
5,18,9216,1619,0.9983274340629578,0.0004092704424510632,0.024260428,-0.029063863068586215,0.2889404296875,-43.8616007566452,0.010966794172418304,0.2,272,0.016562163829803467,-0.03184621036052704,1258.0,-2.721235857142857
6,19,9728,1611,1.0007904767990112,0.0004092704424510632,0.024644312,-0.024289163076900877,0.2769775390625,-43.958924651145935,0.036538057669531554,0.2,288,0.009252727031707764,-0.016138026490807533,1258.0,-2.721235857142857
6,20,10240,1601,0.9995113015174866,0.0004092704424510632,0.023685612,-0.030686762489494868,0.27490234375,-43.97786617279053,0.01060264467378147,0.2,304,0.14763373136520386,-0.043897658586502075,1258.0,-2.708543
6,21,10752,1601,0.9987392425537109,0.0004092704424510632,0.02655769,-0.027188154141185805,0.302978515625,-43.93724524974823,0.03865288523957133,0.2,320,0.06385040283203125,-0.017311176285147667,1258.0,-2.708543
7,22,11264,1603,0.9983521699905396,0.0004092704424510632,0.01652737,-0.023681824692175724,0.205810546875,-43.91246569156647,0.00345403856044868,0.2,336,0.05028796195983887,-0.03146672993898392,1258.0,-2.708543
7,23,11776,1604,0.9981354475021362,0.0004092704424510632,0.01822434,-0.02457868683268316,0.2447509765625,-43.909398674964905,0.008810340470517986,0.2,352,0.018014371395111084,-0.02718641236424446,1258.0,-2.7372404444444443
7,24,12288,1601,0.9971112608909607,0.0004092704424510632,0.026515512,-0.03128088032826781,0.2943115234375,-43.88600468635559,0.047772714926395565,0.2,368,0.06827914714813232,-0.03151361271739006,1258.0,-2.7372404444444443
7,25,12800,1602,0.9990919828414917,0.0004092704424510632,0.01363278,-0.015407449056510814,0.1710205078125,-43.89084780216217,0.011698850808897987,0.2,384,0.1575537919998169,-0.0162141565233469,1258.0,-2.7304231999999997
8,26,13312,1603,1.000273585319519,0.0004092704424510632,0.016448596,-0.02232767647365108,0.2288818359375,-43.954391956329346,0.033876028668601066,0.2,400,0.4971534013748169,-0.023523470386862755,1258.0,-2.7304231999999997
8,27,13824,1596,1.000929355621338,0.0004092704424510632,0.01986777,-0.028385971119860187,0.2557373046875,-43.9721714258194,0.0025400213635293767,0.2,416,-1.8990867137908936,-0.03544652834534645,1258.0,-2.7304231999999997
8,28,14336,1597,1.0013537406921387,0.0004092704424510632,0.025921406,-0.02581267079222016,0.2703857421875,-43.99492263793945,0.014460575155681,0.2,432,0.20297855138778687,-0.034274883568286896,1258.0,-2.7371692727272725
9,29,14848,1595,1.0004479885101318,0.0004092704424510632,0.04623875,-0.024548228902858682,0.3460693359375,-43.98044800758362,0.0216429527499713,0.2,448,0.3882586359977722,-0.02290279045701027,1258.0,-2.7371692727272725
9,30,15360,1596,0.9992918968200684,0.0004092704424510632,0.021027599,-0.03480971878161654,0.3170166015625,-43.95223140716553,0.011049481661757454,0.2,464,-0.3769075870513916,-0.03895602375268936,1258.0,-2.73252575
9,31,15872,1592,1.0004546642303467,0.0004092704424510632,0.021337368,-0.027520312716660555,0.263916015625,-43.94050896167755,0.027344753179932013,0.2,480,0.6327747106552124,-0.028494948521256447,1258.0,-2.73252575
10,32,16384,1591,0.9982655644416809,0.0004092704424510632,0.015616532,-0.022254627023357898,0.2069091796875,-43.94334423542023,0.002661156962858513,0.2,496,-0.9859921932220459,-0.02858772873878479,1258.0,-2.728137307692308
10,33,16896,1590,0.9982833862304688,0.0004092704424510632,0.03262163,-0.03316473509767093,0.3037109375,-43.89161694049835,0.054729671857785434,0.2,512,0.25181394815444946,-0.020759228616952896,1258.0,-2.728137307692308
10,34,17408,1591,0.9987547397613525,0.0004092704424510632,0.017328724,-0.024470284013659693,0.2437744140625,-43.90584194660187,0.0031416102101502474,0.2,528,-0.6371310949325562,-0.028730474412441254,1258.0,-2.728137307692308
11,35,17920,1588,0.9994531273841858,0.0004092704424510632,0.018157322,-0.026739727007225156,0.276611328125,-43.92228603363037,0.01237813988700509,0.2,544,0.07458090782165527,-0.042956262826919556,1258.0,-2.7478475
11,36,18432,1585,1.0004936456680298,0.0004092704424510632,0.018877894,-0.019837568805087358,0.187255859375,-43.94825577735901,0.04119607905158773,0.2,560,0.5441781282424927,-0.02596137672662735,1258.0,-2.7478475
11,37,18944,1583,0.9993147850036621,0.0004092704424510632,0.01208144,-0.0159798443200998,0.1446533203125,-43.94973933696747,0.008505171732394956,0.2,576,-0.05311906337738037,-0.02168925106525421,1258.0,-2.736895266666667
12,38,19456,1582,0.999380886554718,0.0004092704424510632,0.019686226,-0.02531501265184488,0.20947265625,-43.92281746864319,0.06382417882559821,0.2,592,0.49051934480667114,-0.02223304659128189,1258.0,-2.736895266666667
12,39,19968,1579,0.9990566372871399,0.0004092704424510632,0.01449308,-0.024690472229849547,0.2457275390625,-43.92116641998291,0.002883238454160164,0.2,608,-2.936490774154663,-0.03128596767783165,1258.0,-2.736895266666667
12,40,20480,1580,0.9978076815605164,0.0004092704424510632,0.017009119,-0.02074423836893402,0.20556640625,-43.8949830532074,0.013265257875900716,0.2,624,0.0776599645614624,-0.021394679322838783,1258.0,-2.7308025
13,41,20992,1577,0.998278021812439,0.0004092704424510632,0.020633876,-0.02836643769114744,0.1998291015625,-43.874775767326355,0.05057002231478691,0.2,640,0.6401225328445435,-0.041039951145648956,1258.0,-2.7308025
