rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/learning_rate,time/time_elapsed,time/total_timesteps,train/ent_coef,rollout/ep_rew_mean,train/ent_coef_loss,train/n_updates,train/critic_loss
1257.0,10,4,-121.77638244628906,0.0008459126528049375,472,5028,0.016997672617435455,-5.2683015,-180.76214599609375,4927,2.735910654067993
1257.0,10,8,-124.14028930664062,0.0008459126528049375,962,10056,0.0008993851370178163,-4.065862125,-16.615901947021484,9955,2.6855664253234863
1257.0,10,12,-124.05154418945312,0.0008459126528049375,1452,15084,0.0009568332461640239,-3.326562583333333,-93.27720642089844,14983,3.8622937202453613
1257.0,10,16,-98.82937622070312,0.0008459126528049375,1941,20112,0.00046321883564814925,-2.9794294375000003,15.163490295410156,20011,3.5829620361328125
1257.0,10,20,-100.31708526611328,0.0008459126528049375,13,25140,0.0013813178520649672,-2.8042415500000004,-6.233295917510986,25039,2.172450304031372
1257.0,10,24,-93.69156646728516,0.0008459126528049375,502,30168,0.0013565851841121912,-2.721131083333333,-38.17298889160156,30067,6.322545528411865
1257.0,10,28,-73.71370697021484,0.0008459126528049375,989,35196,0.0011788790579885244,-2.6132352857142855,-35.929847717285156,35095,5.394094944000244
1257.0,10,32,-70.31161499023438,0.0008459126528049375,1477,40224,0.0006038917927071452,-2.5473477187499998,-26.62893295288086,40123,2.0207295417785645
1257.0,10,36,-65.79983520507812,0.0008459126528049375,1970,45252,0.0005951442290097475,-2.4830424722222215,-29.10809898376465,45151,5.170749664306641
1257.0,10,40,-28.108688354492188,0.0008459126528049375,27,50280,0.0018230057321488857,-2.458828375,-14.697041511535645,50179,28.05710220336914
1257.0,10,44,6.181509494781494,0.0008459126528049375,525,55308,0.0009093951666727662,-2.4233125681818177,6.117794036865234,55207,22.426671981811523
1257.0,10,48,23.021347045898438,0.0008459126528049375,1020,60336,0.0008987802430056036,-2.397810875,-34.569210052490234,60235,18.099838256835938
1257.0,10,52,53.81807327270508,0.0008459126528049375,1517,65364,0.0004964676918461919,-2.371853596153846,44.426841735839844,65263,15.451902389526367
1257.0,10,56,81.7531509399414,0.0008459126528049375,2013,70392,0.0008976910612545907,-2.3624815535714285,31.53478240966797,70291,51.706722259521484
1257.0,9,60,126.40215301513672,0.0008459126528049375,42,75420,0.001477997051551938,-2.358576183333333,24.483823776245117,75319,46.89885711669922
1257.0,9,64,157.98171997070312,0.0008459126528049375,568,80448,0.0024716234765946865,-2.3393992968750004,-84.42704772949219,80347,36.623817443847656
1257.0,9,68,206.1989288330078,0.0008459126528049375,1100,85476,0.0022461439948529005,-2.336692044117647,-55.685081481933594,85375,60.156394958496094
1257.0,9,72,241.70492553710938,0.0008459126528049375,1633,90504,0.002106043277308345,-2.3287769722222222,9.062143325805664,90403,43.754234313964844
