rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/ent_coef,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed
-4.95079325,0.0008459126528049375,-123.2159652709961,0.017682140693068504,4,1257.0,4927,66,2.486156702041626,-166.59962463378906,5028,75
-3.8991805,0.0008459126528049375,-130.51536560058594,0.0013839913299307227,8,1257.0,9955,65,2.1108169555664062,22.416601181030273,10056,152
-3.29251475,0.0008459126528049375,-120.56671905517578,0.0008710433612577617,12,1257.0,14983,65,2.383024215698242,54.92029571533203,15084,229
-2.8898376249999997,0.0008459126528049375,-110.58081817626953,0.00039562361780554056,16,1257.0,20011,65,7.34697151184082,12.801007270812988,20112,307
-2.59726765,0.0008459126528049375,-86.03575134277344,0.0015943830367177725,20,1257.0,25039,65,3.4845476150512695,-36.423763275146484,25140,2
-2.460062208333333,0.0008459126528049375,-68.24879455566406,0.0011587049812078476,24,1257.0,30067,64,3.0820302963256836,4.60675573348999,30168,79
-2.3618473571428567,0.0008459126528049375,-55.94047546386719,0.00039251509588211775,28,1257.0,35095,64,1.3762657642364502,58.32304763793945,35196,156
-2.2536699687499997,0.0008459126528049375,-42.804054260253906,0.0006691784947179258,32,1257.0,40123,68,17.242000579833984,278.4736022949219,40224,222
-2.1815445555555555,0.0008459126528049375,-38.034645080566406,0.0003467212081886828,36,1257.0,45151,67,0.6352522373199463,-21.476276397705078,45252,300
-2.1064675,0.0008459126528049375,-27.576650619506836,0.0005692010745406151,40,1257.0,50179,65,1.7311773300170898,-53.55457305908203,50280,4
-2.0439988636363635,0.0008459126528049375,-18.420927047729492,0.0008976174285635352,44,1257.0,55207,65,1.298187255859375,-45.17150115966797,55308,81
-1.9993582916666668,0.0008459126528049375,-15.690518379211426,0.00034831816446967423,48,1257.0,60235,66,1.0134963989257812,71.40907287597656,60336,155
-1.9539172115384615,0.0008459126528049375,-10.879899024963379,0.0002704112557694316,52,1257.0,65263,65,1.7544667720794678,-31.730361938476562,65364,235
-1.9181905,0.0008459126528049375,-5.586550235748291,0.0006717838114127517,56,1257.0,70291,65,1.3509690761566162,-47.13365173339844,70392,313
-1.8926992,0.0008459126528049375,-2.9249484539031982,0.0004298262356314808,60,1257.0,75319,62,1.2286121845245361,-22.416322708129883,75420,6
-1.867125578125,0.0008459126528049375,1.0931559801101685,0.0005598209099844098,64,1257.0,80347,61,0.8667706251144409,-8.026506423950195,80448,88
-1.854466382352941,0.0008459126528049375,3.703249931335449,0.0003572556597646326,68,1257.0,85375,61,0.5703997611999512,-20.100128173828125,85476,170
-1.832939486111111,0.0008459126528049375,4.789625644683838,0.0002684325445443392,72,1257.0,90403,61,0.3960269093513489,-5.391162872314453,90504,252
-1.805620460526316,0.0008459126528049375,10.23270320892334,0.0005101531278342009,76,1257.0,95431,61,2.369039297103882,-16.628440856933594,95532,333
