time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/value_loss,train/explained_variance,train/std,train/clip_range,train/loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
3939,0,1,512,,,,,,,,,,,,,
1797,0,2,1024,16,0.12386094447720097,-1.0304994583129883,0.9995942711830139,0.2,-0.03494993597269058,0.015029782,-43.9833562374115,0.0004092704424510632,0.22705078125,-0.026239657949190587,,
1549,0,3,1536,32,0.004468344930501189,-0.0034388303756713867,0.9996890425682068,0.2,-0.044255226850509644,0.03191407,-43.974722266197205,0.0004092704424510632,0.3572998046875,-0.033313915446342435,1258.0,-2.826419
1450,1,4,2048,48,0.005075903070974164,-0.013077259063720703,0.9991779923439026,0.2,-0.03824777156114578,0.019011125,-43.96610867977142,0.0004092704424510632,0.295654296875,-0.02952664584154263,1258.0,-2.826419
1397,1,5,2560,64,0.005675500564393587,0.011719167232513428,1.000130295753479,0.2,-0.05635533854365349,0.022310277,-43.96673834323883,0.0004092704424510632,0.315673828125,-0.03418520422565052,1258.0,-2.671133
1358,2,6,3072,80,0.009175382176181301,0.00021517276763916016,1.0003784894943237,0.2,-0.037778038531541824,0.015287535,-43.99622321128845,0.0004092704424510632,0.297119140625,-0.029380686464719474,1258.0,-2.671133
1336,2,7,3584,96,0.005571877547481563,0.009274125099182129,1.001239538192749,0.2,-0.026171987876296043,0.016267994,-44.0025999546051,0.0004092704424510632,0.2142333984375,-0.021464354780619033,1258.0,-2.671133
1318,3,8,4096,112,0.0025190342639689334,0.02825063467025757,1.0019758939743042,0.2,-0.030933555215597153,0.01527779,-44.03404974937439,0.0004092704424510632,0.244140625,-0.025814741864451207,1258.0,-2.7106816666666664
1306,3,9,4608,128,0.02094162564026192,0.001773536205291748,1.003198266029358,0.2,-0.020797060802578926,0.019663915,-44.061543464660645,0.0004092704424510632,0.2918701171875,-0.02508184264297597,1258.0,-2.7106816666666664
1295,3,10,5120,144,0.005856877542100847,0.030341148376464844,1.004364013671875,0.2,-0.03721281513571739,0.020471033,-44.09871172904968,0.0004092704424510632,0.256103515625,-0.02432013105135411,1258.0,-2.7426205
1288,4,11,5632,160,0.030655666661914438,0.006861448287963867,1.0033066272735596,0.2,-0.015157553367316723,0.019218152,-44.104453921318054,0.0004092704424510632,0.2801513671875,-0.025491535736364312,1258.0,-2.7426205
1281,4,12,6144,176,0.004645917390007526,0.21162766218185425,1.0013447999954224,0.2,-0.034633852541446686,0.023894016,-44.050326228141785,0.0004092704424510632,0.3077392578125,-0.03165194040047936,1258.0,-2.7426205
1272,5,13,6656,192,0.002474627945048269,0.18340736627578735,1.0023270845413208,0.2,-0.04017907753586769,0.015224313,-44.029569149017334,0.0004092704424510632,0.229736328125,-0.025050140378880315,1258.0,-2.7395076000000005
1265,5,14,7168,208,0.04158533411100507,0.016243040561676025,1.0023497343063354,0.2,-0.0082982387393713,0.022528112,-44.0576286315918,0.0004092704424510632,0.2889404296875,-0.027893738821148872,1258.0,-2.7395076000000005
1262,6,15,7680,224,0.0032997779599099886,0.5492045879364014,1.0017067193984985,0.2,-0.05855928361415863,0.021811526,-44.04044187068939,0.0004092704424510632,0.288330078125,-0.034605921784532256,1258.0,-2.7214456666666673
1259,6,16,8192,240,0.042330146534368396,0.1386340856552124,1.0008606910705566,0.2,-0.019715331494808197,0.016125202,-44.01886463165283,0.0004092704424510632,0.2608642578125,-0.024119200475979596,1258.0,-2.7214456666666673
1256,6,17,8704,256,0.006827283759776037,0.5237807035446167,1.0008913278579712,0.2,-0.030857663601636887,0.017097224,-44.00009882450104,0.0004092704424510632,0.266357421875,-0.02528717106906697,1258.0,-2.7214456666666673
1256,7,18,9216,272,0.0030285906468634494,0.07344567775726318,1.001583456993103,0.2,-0.03082529455423355,0.01601281,-44.012853026390076,0.0004092704424510632,0.2440185546875,-0.02539977291598916,1258.0,-2.742677285714286
1258,7,19,9728,288,0.05643143248744309,0.03163629770278931,1.0019361972808838,0.2,-0.008378570899367332,0.016140128,-44.032971143722534,0.0004092704424510632,0.257080078125,-0.026872486516367644,1258.0,-2.742677285714286
