time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/value_loss,train/explained_variance,train/std,train/clip_range,train/loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
4113,0,1,512,,,,,,,,,,,,,
1887,0,2,1024,16,0.08547717207329697,-1.778350830078125,0.99730384349823,0.2,-0.054468538612127304,0.016231451,-43.94060707092285,0.0004092704424510632,0.2880859375,-0.0355157102967496,,
1605,0,3,1536,32,0.004175943846348673,-0.012813925743103027,0.9968445897102356,0.2,-0.042268041521310806,0.018637013,-43.89078414440155,0.0004092704424510632,0.2784423828125,-0.028403296397300437,1258.0,-2.67787
1493,1,4,2048,48,0.07011864718515426,-0.0022240877151489258,0.9949359893798828,0.2,0.0018511153757572174,0.021006402,-43.8610737323761,0.0004092704424510632,0.305908203125,-0.030107858357951045,1258.0,-2.67787
1436,1,5,2560,64,0.0048581460359855555,0.05439341068267822,0.9961389303207397,0.2,-0.04430185258388519,0.014648368,-43.83877992630005,0.0004092704424510632,0.19482421875,-0.02481448889011517,1258.0,-2.6441305
1397,2,6,3072,80,0.07747011154424399,0.007153451442718506,0.9973301887512207,0.2,0.004740558564662933,0.017389476,-43.882391929626465,0.0004092704424510632,0.2738037109375,-0.023736508592264727,1258.0,-2.6441305
1371,2,7,3584,96,0.003625386714702472,0.11292296648025513,0.9978644251823425,0.2,-0.024951260536909103,0.022985343,-43.90805518627167,0.0004092704424510632,0.3125,-0.027800895855762064,1258.0,-2.6441305
1353,3,8,4096,112,0.0020948350138496608,0.027237772941589355,0.9965131282806396,0.2,-0.04120531678199768,0.01590389,-43.903538942337036,0.0004092704424510632,0.2401123046875,-0.026973688829457387,1258.0,-2.7060820000000003
1341,3,9,4608,128,0.09047712362371385,0.0019425153732299805,0.9947341084480286,0.2,0.006620366126298904,0.017660279,-43.84496808052063,0.0004092704424510632,0.2403564453125,-0.024648844701005146,1258.0,-2.7060820000000003
1331,3,10,5120,144,0.004621245265298057,0.2048676609992981,0.9932841658592224,0.2,-0.036983199417591095,0.016108371,-43.795231342315674,0.0004092704424510632,0.2664794921875,-0.031698335922556,1258.0,-2.7053565
1321,4,11,5632,160,0.09855335671454668,0.038214147090911865,0.9913199543952942,0.2,0.006337393075227737,0.016476601,-43.74167811870575,0.0004092704424510632,0.214599609375,-0.026457263229531236,1258.0,-2.7053565
1314,4,12,6144,176,0.005910996675083879,0.20166337490081787,0.9898325800895691,0.2,-0.028756141662597656,0.01742391,-43.683902859687805,0.0004092704424510632,0.22900390625,-0.02394740619638469,1258.0,-2.7053565
