train/ent_coef,rollout/ep_len_mean,train/n_updates,train/critic_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/learning_rate,time/episodes,train/actor_loss
0.017283335328102112,1257.0,4927,2.178208827972412,31,-4.6562607499999995,5028,-170.7295379638672,157,0.0008459126528049375,4,-123.89529418945312
0.0013570742448791862,1257.0,9955,3.9566829204559326,31,-3.5215877499999997,10056,10.13931655883789,315,0.0008459126528049375,8,-128.81829833984375
0.001063631847500801,1257.0,14983,5.433215141296387,31,-2.986282083333333,15084,55.875938415527344,472,0.0008459126528049375,12,-130.75494384765625
0.0014913837658241391,1257.0,20011,11.219963073730469,31,-2.674507125,20112,140.07159423828125,630,0.0008459126528049375,16,-112.00222778320312
0.0011246738722547889,1257.0,25039,7.908980369567871,32,-2.46965395,25140,-70.15933227539062,4,0.0008459126528049375,20,-92.77516174316406
0.0006017907289788127,1257.0,30067,3.5554380416870117,31,-2.3294797499999995,30168,22.679195404052734,161,0.0008459126528049375,24,-88.54589080810547
0.0008513526408933103,1257.0,35095,1.3778679370880127,31,-2.2345373571428566,35196,4.456531524658203,324,0.0008459126528049375,28,-86.89160919189453
0.0007875876617617905,1257.0,40123,1.5838297605514526,31,-2.1743266875,40224,-34.48600769042969,490,0.0008459126528049375,32,-68.52783966064453
0.0006582954665645957,1257.0,45151,0.9339922666549683,31,-2.1225213333333333,45252,-22.99863052368164,648,0.0008459126528049375,36,-55.86745071411133
0.0005036233924329281,1257.0,50179,2.3945953845977783,29,-2.0673739,50280,17.725475311279297,9,0.0008459126528049375,40,-53.10493469238281
0.000589853385463357,1257.0,55207,1.728937029838562,30,-2.0385428409090913,55308,15.777240753173828,171,0.0008459126528049375,44,-51.321937561035156
0.0009266029228456318,1257.0,60235,3.6538281440734863,31,-2.0048150208333335,60336,-35.011268615722656,330,0.0008459126528049375,48,-48.315982818603516
0.0010891204001381993,1257.0,65263,20.089889526367188,30,-1.95402325,65364,11.090120315551758,499,0.0008459126528049375,52,-40.903404235839844
0.0009919401491060853,1257.0,70291,3.099823474884033,30,-1.9141969285714286,70392,-20.275808334350586,672,0.0008459126528049375,56,-24.628019332885742
0.0028627493884414434,1257.0,75319,21.858116149902344,27,-1.8665305,75420,-14.874674797058105,15,0.0008459126528049375,60,-15.682823181152344
0.001414066064171493,1257.0,80347,3.337717056274414,29,-1.86478921875,80448,-25.972702026367188,182,0.0008459126528049375,64,-5.483748435974121
0.0004762413736898452,1257.0,85375,3.641695976257324,29,-1.861503882352941,85476,-39.26347351074219,353,0.0008459126528049375,68,1.6315655708312988
0.00047800983884371817,1257.0,90403,1.4021620750427246,29,-1.8462544027777779,90504,-28.66291618347168,522,0.0008459126528049375,72,4.260305404663086
0.00017755918088369071,1257.0,95431,0.09802635759115219,29,-1.819493355263158,95532,-27.896080017089844,692,0.0008459126528049375,76,4.976555347442627
