train/ent_coef,rollout/ep_len_mean,train/n_updates,train/critic_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/learning_rate,time/episodes,train/actor_loss
0.017348822206258774,1257.0,4927,2.52003812789917,34,-4.4940575,5028,-175.56658935546875,146,0.0008459126528049375,4,-123.73001098632812
0.0013636719668284059,1257.0,9955,5.586429119110107,33,-3.774009,10056,25.150135040283203,302,0.0008459126528049375,8,-132.07740783691406
0.0011186818592250347,1257.0,14983,7.75629997253418,33,-3.1202504166666665,15084,4.09191370010376,454,0.0008459126528049375,12,-127.02314758300781
0.0007409416721202433,1257.0,20011,55.893699645996094,33,-2.8082011875,20112,61.159210205078125,608,0.0008459126528049375,16,-108.79643249511719
0.0006708065629936755,1257.0,25039,6.572777271270752,33,-2.61335055,25140,-36.64659118652344,4,0.0008459126528049375,20,-95.66706848144531
0.0009007705957628787,1257.0,30067,1.642399787902832,33,-2.4487327083333335,30168,9.738138198852539,153,0.0008459126528049375,24,-91.17646789550781
0.0008916149381548166,1257.0,35095,1.756223440170288,32,-2.343712035714286,35196,11.715019226074219,316,0.0008459126528049375,28,-88.43829345703125
0.0005392454913817346,1257.0,40123,6.700870513916016,32,-2.2897143124999997,40224,-12.628031730651855,472,0.0008459126528049375,32,-87.21176147460938
0.0015928639331832528,1257.0,45151,8.311981201171875,32,-2.212417333333333,45252,-58.7269401550293,624,0.0008459126528049375,36,-69.77220916748047
0.0006963576888665557,1257.0,50179,2.8232059478759766,31,-2.1731229,50280,49.93290328979492,8,0.0008459126528049375,40,-62.74300765991211
0.0006731491885147989,1257.0,55207,24.67707061767578,32,-2.1385930909090907,55308,24.26076889038086,165,0.0008459126528049375,44,-59.515960693359375
0.001287667895667255,1257.0,60235,16.263317108154297,32,-2.0782064166666667,60336,-18.96294403076172,315,0.0008459126528049375,48,-52.270877838134766
0.003786016721278429,1257.0,65263,33.46708679199219,32,-2.0306014038461537,65364,21.894193649291992,467,0.0008459126528049375,52,-26.23845100402832
0.0025997646152973175,1257.0,70291,17.062057495117188,32,-2.0059282321428573,70392,-42.09300994873047,622,0.0008459126528049375,56,-20.392988204956055
0.0016956983599811792,1257.0,75319,10.921623229980469,28,-1.9755208499999999,75420,30.885854721069336,14,0.0008459126528049375,60,-6.3768157958984375
0.0024334692861884832,1257.0,80347,53.47944641113281,28,-1.93471921875,80448,12.561637878417969,194,0.0008459126528049375,64,21.253074645996094
0.0017573657678440213,1257.0,85375,20.440284729003906,27,-1.9087806176470588,85476,63.83210754394531,374,0.0008459126528049375,68,24.012985229492188
0.0012631705030798912,1257.0,90403,57.42586898803711,27,-1.8880416388888888,90504,-35.292659759521484,556,0.0008459126528049375,72,35.9229621887207
0.0029864818789064884,1257.0,95431,145.54876708984375,28,-1.8737463815789475,95532,151.05990600585938,708,0.0008459126528049375,76,64.57102966308594
