train/ent_coef,rollout/ep_len_mean,train/n_updates,train/critic_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/learning_rate,time/episodes,train/actor_loss
0.017657849937677383,1257.0,4927,2.077812671661377,34,-5.011909,5028,-173.92884826660156,143,0.0008459126528049375,4,-124.1559066772461
0.0015028127236291766,1257.0,9955,5.553180694580078,34,-3.898649375,10056,31.47370719909668,291,0.0008459126528049375,8,-130.7940673828125
0.000958769756834954,1257.0,14983,5.356387615203857,34,-3.157609916666667,15084,-16.970590591430664,442,0.0008459126528049375,12,-139.02899169921875
0.0009334839414805174,1257.0,20011,6.764090061187744,33,-2.72743525,20112,58.81867980957031,594,0.0008459126528049375,16,-141.4056854248047
0.0009783885907381773,1257.0,25039,10.809532165527344,33,-2.4956871,25140,25.357799530029297,4,0.0008459126528049375,20,-142.4789581298828
0.0011637371499091387,1257.0,30067,4.856883525848389,32,-2.3633902916666667,30168,-14.839195251464844,159,0.0008459126528049375,24,-131.26992797851562
0.0007565010455437005,1257.0,35095,11.918478012084961,33,-2.230812678571428,35196,96.544189453125,307,0.0008459126528049375,28,-120.86994934082031
0.00045771696022711694,1257.0,40123,6.724111557006836,32,-2.16538040625,40224,44.59158706665039,467,0.0008459126528049375,32,-107.4453353881836
0.0005550211644731462,1257.0,45151,5.294008255004883,31,-2.0965188611111114,45252,-53.65879821777344,633,0.0008459126528049375,36,-81.87468719482422
0.0008901803521439433,1257.0,50179,9.518798828125,31,-2.034137625,50280,-26.49020767211914,8,0.0008459126528049375,40,-52.88079833984375
0.0003732630575541407,1257.0,55207,3.5970404148101807,33,-1.976863840909091,55308,-1.6358050107955933,159,0.0008459126528049375,44,-44.452266693115234
0.00025883340276777744,1257.0,60235,0.5934462547302246,33,-1.9300267083333331,60336,-8.82529067993164,310,0.0008459126528049375,48,-34.06218719482422
0.000505308446008712,1257.0,65263,3.1132402420043945,34,-1.891317038461538,65364,-87.65249633789062,447,0.0008459126528049375,52,-22.321044921875
0.0002718812902458012,1257.0,70291,0.6728111505508423,33,-1.8719028214285713,70392,-18.24757957458496,607,0.0008459126528049375,56,-19.572961807250977
0.0003640209324657917,1257.0,75319,4.690605640411377,31,-1.8375668999999997,75420,19.122299194335938,13,0.0008459126528049375,60,-18.42516326904297
0.00024465384194627404,1257.0,80347,0.1959557831287384,30,-1.822239640625,80448,-10.629342079162598,177,0.0008459126528049375,64,-17.803205490112305
0.0003558463940862566,1257.0,85375,0.8675817251205444,30,-1.8030225882352942,85476,9.619071960449219,342,0.0008459126528049375,68,-5.996522426605225
0.00020549213513731956,1257.0,90403,0.594932496547699,30,-1.7895503194444444,90504,-1.284227728843689,508,0.0008459126528049375,72,-4.099937438964844
0.0002871718315873295,1257.0,95431,0.23298802971839905,30,-1.7632763684210526,95532,25.458072662353516,679,0.0008459126528049375,76,0.9292358160018921
