train/ent_coef,rollout/ep_len_mean,train/n_updates,train/critic_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/learning_rate,time/episodes,train/actor_loss
0.017114346846938133,1257.0,4927,1.5887467861175537,26,-4.5768875,5028,-164.05380249023438,186,0.0008459126528049375,4,-119.49278259277344
0.001067067845724523,1257.0,9955,26.517196655273438,26,-3.4557555,10056,69.07209777832031,380,0.0008459126528049375,8,-124.45050048828125
0.0017172140069305897,1257.0,14983,4.408905506134033,26,-2.726970916666667,15084,-6.872735023498535,569,0.0008459126528049375,12,-119.98851013183594
0.001223818282596767,1257.0,20011,3.598165512084961,26,-2.43086775,20112,18.259737014770508,758,0.0008459126528049375,16,-108.27458190917969
0.0008192674140445888,1257.0,25039,76.20262145996094,32,-2.2817382000000004,25140,-41.532630920410156,4,0.0008459126528049375,20,-92.6247787475586
0.0003814389929175377,1257.0,30067,2.405775547027588,30,-2.156624583333333,30168,131.61932373046875,169,0.0008459126528049375,24,-78.82589721679688
0.0007423339411616325,1257.0,35095,9.296319961547852,29,-2.0570845357142855,35196,21.910884857177734,343,0.0008459126528049375,28,-77.22643280029297
0.0008572214283049107,1257.0,40123,2.5417063236236572,29,-1.9934796562500001,40224,31.518129348754883,509,0.0008459126528049375,32,-74.2820053100586
0.0008133931551128626,1257.0,45151,17.908323287963867,29,-1.9297990000000003,45252,15.286249160766602,676,0.0008459126528049375,36,-68.46623229980469
0.0013110522413626313,1257.0,50179,14.072660446166992,29,-1.872871575,50280,-24.290977478027344,9,0.0008459126528049375,40,-47.30122375488281
0.0013309720670804381,1257.0,55207,31.02611541748047,29,-1.831008340909091,55308,2.820875406265259,179,0.0008459126528049375,44,-44.875709533691406
0.0008995974785648286,1257.0,60235,3.293135643005371,30,-1.7929092083333333,60336,32.4494743347168,340,0.0008459126528049375,48,-41.2059326171875
0.0010757119162008166,1257.0,65263,4.319104194641113,30,-1.771080826923077,65364,-15.350261688232422,497,0.0008459126528049375,52,-29.45834732055664
0.00048603935283608735,1257.0,70291,2.5103893280029297,31,-1.7532979821428571,70392,3.983513116836548,656,0.0008459126528049375,56,-22.47093391418457
0.00087439373601228,1257.0,75319,12.67143440246582,27,-1.7332805833333331,75420,33.546207427978516,15,0.0008459126528049375,60,-13.863245964050293
0.0010433627758175135,1257.0,80347,3.904529571533203,28,-1.715052890625,80448,15.506875991821289,191,0.0008459126528049375,64,-9.892919540405273
0.0008129949565045536,1257.0,85375,5.928799629211426,28,-1.708285,85476,39.944175720214844,366,0.0008459126528049375,68,-1.6711773872375488
0.0008250322425737977,1257.0,90403,9.277271270751953,28,-1.689513263888889,90504,19.40558433532715,538,0.0008459126528049375,72,1.9977905750274658
0.0009401003480888903,1257.0,95431,19.85966682434082,28,-1.6791423815789475,95532,-29.44325828552246,721,0.0008459126528049375,76,4.841133117675781
