time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/approx_kl,train/explained_variance,train/loss,train/clip_range,train/value_loss,train/learning_rate,train/n_updates,train/std,train/policy_gradient_loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
3771,1,0,512,,,,,,,,,,,,,
1784,2,0,1024,0.3018798828125,0.020899376,-1.2423591613769531,-0.04019233584403992,0.2,0.1695825842289196,0.0004092704424510632,16,1.0014715194702148,-0.03443232396966778,-44.01367914676666,,
1511,3,1,1536,0.219482421875,0.015885146,-0.007842659950256348,-0.02219558134675026,0.2,0.003805556130828336,0.0004092704424510632,32,1.0015307664871216,-0.021266661598929204,-44.03252875804901,-2.829231,1258.0
1413,4,1,2048,0.267333984375,0.019871965,-0.0032531023025512695,-0.027998579666018486,0.2,0.01772304400219582,0.0004092704424510632,48,1.0020116567611694,-0.027537834670511074,-44.037351846694946,-2.829231,1258.0
1355,5,1,2560,0.2803955078125,0.021369122,0.003710150718688965,-0.030582990497350693,0.2,0.003376558452146128,0.0004092704424510632,64,1.0014134645462036,-0.030794395148404874,-44.04191839694977,-2.7513170000000002,1258.0
1322,6,2,3072,0.279052734375,0.020951767,0.00822669267654419,-0.03560176491737366,0.2,0.012859696318628266,0.0004092704424510632,80,1.0016461610794067,-0.02460138719470706,-44.02917218208313,-2.7513170000000002,1258.0
1300,7,2,3584,0.2520751953125,0.015378116,-0.014472484588623047,-0.04279305785894394,0.2,0.001660266907492769,0.0004092704424510632,96,1.001499056816101,-0.025311311415862292,-44.034428358078,-2.7513170000000002,1258.0
1284,8,3,4096,0.2796630859375,0.020792158,0.003740251064300537,-0.03294937312602997,0.2,0.013204348419094458,0.0004092704424510632,112,1.003305196762085,-0.02770641673123464,-44.04700422286987,-2.7680546666666666,1258.0
1271,9,3,4608,0.3074951171875,0.01808694,0.0016086101531982422,-0.043810684233903885,0.2,0.002282861780258827,0.0004092704424510632,128,1.0037940740585327,-0.030866659653838724,-44.09839403629303,-2.7680546666666666,1258.0
1260,10,4,5120,0.2930908203125,0.019909265,-0.0001550912857055664,-0.042234860360622406,0.2,0.0027642467284749728,0.0004092704424510632,144,1.0037481784820557,-0.031646753661334515,-44.09915566444397,-2.733155,1258.0
