time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/approx_kl,train/explained_variance,train/loss,train/clip_range,train/value_loss,train/learning_rate,train/n_updates,train/std,train/policy_gradient_loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
3779,1,0,512,,,,,,,,,,,,,
1788,2,0,1024,0.201416015625,0.0141820805,-1.6766228675842285,-0.028864985331892967,0.2,0.1452164073525637,0.0004092704424510632,16,1.0020616054534912,-0.022771474614273757,-44.020731925964355,,
1527,3,1,1536,0.22314453125,0.015179251,-0.08319532871246338,-0.03701767325401306,0.2,0.003184904115187237,0.0004092704424510632,32,1.0049717426300049,-0.026105123077286407,-44.09131109714508,-2.619186,1258.0
1419,4,1,2048,0.3414306640625,0.022980373,-0.006514430046081543,-0.02006642520427704,0.2,0.04549085127655417,0.0004092704424510632,48,1.0051319599151611,-0.03708020271733403,-44.150601625442505,-2.619186,1258.0
1363,5,1,2560,0.281494140625,0.017193176,0.03751140832901001,-0.050835318863391876,0.2,0.0030754792314837687,0.0004092704424510632,64,1.0045355558395386,-0.030520181804604363,-44.13308310508728,-2.7581854999999997,1258.0
1332,6,2,3072,0.2646484375,0.022782665,0.00039905309677124023,0.0009301528334617615,0.2,0.07941719517111778,0.0004092704424510632,80,1.0044183731079102,-0.02702584790313267,-44.12139713764191,-2.7581854999999997,1258.0
1305,7,2,3584,0.2568359375,0.016234808,-0.003236055374145508,-0.03385895863175392,0.2,0.0012994149856240256,0.0004092704424510632,96,1.003770112991333,-0.02787040953990072,-44.111122369766235,-2.7581854999999997,1258.0
1288,8,3,4096,0.296630859375,0.02363279,0.013737678527832031,-0.04372652247548103,0.2,0.008980411425000057,0.0004092704424510632,112,1.0021169185638428,-0.03017321290099062,-44.0791255235672,-2.748842,1258.0
1271,9,3,4608,0.2904052734375,0.019752309,0.004260003566741943,-0.006852664053440094,0.2,0.06645909312646836,0.0004092704424510632,128,1.0013235807418823,-0.031056766805704683,-44.03358542919159,-2.748842,1258.0
1261,10,4,5120,0.2166748046875,0.017681278,0.08197921514511108,-0.04237544909119606,0.2,0.0026552373310551047,0.0004092704424510632,144,1.0010062456130981,-0.024337045404536184,-44.014567494392395,-2.79590075,1258.0
1257,11,4,5632,0.2196044921875,0.017352961,0.017936527729034424,0.009277727454900742,0.2,0.08895599842071533,0.0004092704424510632,160,1.000246286392212,-0.020382540868013166,-44.003387331962585,-2.79590075,1258.0
1250,12,4,6144,0.2431640625,0.017457332,0.12102377414703369,-0.03689493238925934,0.2,0.0019765371034736745,0.0004092704424510632,176,0.9994224905967712,-0.027076458500232548,-43.975196957588196,-2.79590075,1258.0
1247,13,5,6656,0.2510986328125,0.021289114,0.11786431074142456,-0.039873600006103516,0.2,0.009650223335484043,0.0004092704424510632,192,0.9983385801315308,-0.0276198308711173,-43.947102308273315,-2.7796285999999997,1258.0
1241,14,5,7168,0.2464599609375,0.020593155,0.17002785205841064,-0.00824785977602005,0.2,0.07147626345977187,0.0004092704424510632,208,0.9985597729682922,-0.027891167119378224,-43.92536973953247,-2.7796285999999997,1258.0
