time/fps,train/n_updates,train/ent_coef,train/critic_loss,rollout/ep_len_mean,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,train/actor_loss
12,4931,0.01748763397336006,1.2537899017333984,1258.0,5032,4,407,-4.7096754999999995,0.0008459126528049375,-177.22799682617188,-122.5040283203125
12,9963,0.0012839138507843018,3.4807424545288086,1258.0,10064,8,816,-3.6014748749999996,0.0008459126528049375,-41.92448425292969,-132.10586547851562
12,14995,0.0011386715341359377,2.408055067062378,1258.0,15096,12,1239,-3.0680545833333333,0.0008459126528049375,-1.4553723335266113,-134.96661376953125
12,20027,0.0007588884909637272,2.866985559463501,1258.0,20128,16,1662,-2.843951,0.0008459126528049375,34.31947326660156,-137.36949157714844
11,25059,0.0009106809156946838,2.880779504776001,1258.0,25160,20,13,-2.6648023,0.0008459126528049375,62.45362854003906,-144.66995239257812
11,30091,0.0005049560568295419,4.507218837738037,1258.0,30192,24,447,-2.5714994166666667,0.0008459126528049375,26.59009552001953,-142.37132263183594
11,35123,0.00048459877143613994,7.798656463623047,1258.0,35224,28,881,-2.4710099285714286,0.0008459126528049375,-18.957603454589844,-139.96070861816406
11,40155,0.0006792211788706481,3.3703064918518066,1258.0,40256,32,1314,-2.39348296875,0.0008459126528049375,56.84326171875,-136.7284393310547
11,45187,0.0009038128773681819,4.8140740394592285,1258.0,45288,36,1747,-2.358069333333333,0.0008459126528049375,32.504051208496094,-125.42272186279297
11,50219,0.0005417297361418605,37.04597854614258,1258.0,50320,40,27,-2.3428329750000003,0.0008459126528049375,-22.456865310668945,-128.50830078125
11,55251,0.0010239954572170973,48.795616149902344,1258.0,55352,44,461,-2.327148204545455,0.0008459126528049375,29.29077911376953,-125.44818878173828
11,60283,0.0013659927062690258,4.063268184661865,1258.0,60384,48,895,-2.3110886041666667,0.0008459126528049375,-31.389183044433594,-110.95796203613281
11,65315,0.0007515231845900416,6.518688201904297,1258.0,65416,52,1336,-2.2851422115384614,0.0008459126528049375,53.11305236816406,-104.32027435302734
11,70347,0.0011425167322158813,56.1009407043457,1258.0,70448,56,1782,-2.2745609821428574,0.0008459126528049375,4.363977909088135,-85.77459716796875
10,75379,0.0008384175016544759,2.2412924766540527,1258.0,75480,60,43,-2.2403602166666667,0.0008459126528049375,-7.234708786010742,-84.30317687988281
10,80411,0.0007657915120944381,3.006748914718628,1258.0,80512,64,513,-2.212863171875,0.0008459126528049375,-49.764930725097656,-83.00486755371094
10,85443,0.0008833835017867386,1.2874510288238525,1258.0,85544,68,985,-2.1963878970588233,0.0008459126528049375,-79.72471618652344,-77.47932434082031
10,90475,0.0006921332678757608,8.036453247070312,1258.0,90576,72,1458,-2.1874602361111113,0.0008459126528049375,25.508127212524414,-72.51675415039062
