train/critic_loss,train/ent_coef_loss,time/fps,time/time_elapsed,time/episodes,train/n_updates,train/ent_coef,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/learning_rate,time/total_timesteps
0.9150083065032959,-161.44898986816406,37,129,4,4791,0.019310379400849342,-4.8343335,1223.0,-121.36351013183594,0.0008459126528049375,4892
3.8409512042999268,-37.101253509521484,37,262,8,9683,0.0011996920220553875,-3.9797557500000003,1223.0,-126.3569107055664,0.0008459126528049375,9784
3.9762580394744873,46.653846740722656,35,411,12,14575,0.0008572426741011441,-3.2354723333333335,1223.0,-129.86082458496094,0.0008459126528049375,14676
4.163675308227539,37.71916961669922,35,544,16,19467,0.0009655552566982806,-2.844718875,1223.0,-132.43487548828125,0.0008459126528049375,19568
10.862327575683594,18.11472511291504,36,676,20,24359,0.0007434044382534921,-2.57878185,1223.0,-128.59255981445312,0.0008459126528049375,24460
7.569188117980957,-23.890092849731445,36,118,24,29251,0.001986997900530696,-2.3899710416666666,1223.0,-123.4600601196289,0.0008459126528049375,29352
3.554481029510498,167.3669891357422,36,251,28,34143,0.0002634952834341675,-2.2728131428571428,1223.0,-118.81061553955078,0.0008459126528049375,34244
1.496882438659668,0.23292464017868042,36,384,32,39035,0.0006893461104482412,-2.1444118124999996,1223.0,-102.37937927246094,0.0008459126528049375,39136
3.384378433227539,-10.05140209197998,36,517,36,43927,0.0012831971980631351,-2.0383348888888886,1223.0,-80.2440185546875,0.0008459126528049375,44028
2.613532066345215,-6.13651180267334,36,649,40,48819,0.0007638753741048276,-2.0180118499999997,1223.0,-72.60697174072266,0.0008459126528049375,48920
2.5265727043151855,-16.21953773498535,32,115,44,53711,0.0004946854314766824,-1.9777473636363632,1223.0,-66.57122802734375,0.0008459126528049375,53812
6.054308891296387,-86.6767578125,31,275,48,58603,0.0005974196828901768,-1.9393587500000002,1223.0,-62.327049255371094,0.0008459126528049375,58704
0.974855363368988,-21.236724853515625,31,435,52,63495,0.0004781504685524851,-1.8952433461538463,1223.0,-57.25336456298828,0.0008459126528049375,63596
4.277695655822754,0.7549700736999512,31,589,56,68387,0.0009320814860984683,-1.8451676785714288,1223.0,-47.415340423583984,0.0008459126528049375,68488
1.9734158515930176,35.476402282714844,31,731,60,73279,0.00045547334593720734,-1.8161885833333333,1223.0,-41.22587203979492,0.0008459126528049375,73380
1.885462999343872,36.12903594970703,37,88,64,78171,0.0007047475664876401,-1.78938578125,1223.0,-41.814048767089844,0.0008459126528049375,78272
2.1676414012908936,5.259034633636475,36,223,68,83063,0.0007105012773536146,-1.7666996764705885,1223.0,-33.27440643310547,0.0008459126528049375,83164
5.493481159210205,36.74694061279297,36,358,72,87955,0.00046697258949279785,-1.743581388888889,1223.0,-29.206928253173828,0.0008459126528049375,88056
5.790369033813477,-18.64740562438965,34,513,76,92847,0.0019799366127699614,-1.7123261578947369,1223.0,-21.65718650817871,0.0008459126528049375,92948
3.2080564498901367,9.153770446777344,34,660,80,97739,0.0007578340009786189,-1.6909429625,1223.0,-17.204212188720703,0.0008459126528049375,97840
