train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,train/n_updates,time/total_timesteps,train/ent_coef_loss,time/fps
0.019470632076263428,45.101959228515625,-4.5797305,438,-120.7152328491211,1223.0,4,0.0008459126528049375,4791,4892,-163.30661010742188,11
0.0012838441180065274,4.532832622528076,-3.5233177500000004,884,-125.72063446044922,1223.0,8,0.0008459126528049375,9683,9784,4.262414932250977,11
0.001276235794648528,5.666444778442383,-2.8662291666666673,1324,-122.59175872802734,1223.0,12,0.0008459126528049375,14575,14676,-4.276927471160889,11
0.0012568372767418623,8.160638809204102,-2.533128625,1768,-117.88951110839844,1223.0,16,0.0008459126528049375,19467,19568,238.4143524169922,11
0.001197131467051804,5.09052038192749,-2.3053924999999995,2217,-95.31979370117188,1223.0,20,0.0008459126528049375,24359,24460,12.16974925994873,11
0.001015853718854487,4.424906253814697,-2.1519514166666665,382,-85.8927230834961,1223.0,24,0.0008459126528049375,29251,29352,-64.07037353515625,11
0.00031250668689608574,0.7579173445701599,-2.0787013214285714,813,-85.12952423095703,1223.0,28,0.0008459126528049375,34143,34244,-2.4500527381896973,11
0.00036687790998257697,0.9374730587005615,-2.02430865625,1247,-83.34901428222656,1223.0,32,0.0008459126528049375,39035,39136,-89.72189331054688,11
0.0002450753527227789,0.40401414036750793,-1.9713265833333335,1698,-83.18806457519531,1223.0,36,0.0008459126528049375,43927,44028,-87.21401977539062,11
0.0002675214782357216,1.7083213329315186,-1.9145272249999998,2143,-78.45641326904297,1223.0,40,0.0008459126528049375,48819,48920,-20.05101776123047,11
0.0007285245810635388,4.698383808135986,-1.8443316363636364,341,-64.50199127197266,1223.0,44,0.0008459126528049375,53711,53812,-17.8282470703125,11
0.000558488885872066,2.9608235359191895,-1.8105463958333334,785,-58.927711486816406,1223.0,48,0.0008459126528049375,58603,58704,30.129898071289062,11
0.00039145007031038404,1.2666741609573364,-1.8039967692307692,1226,-54.183616638183594,1223.0,52,0.0008459126528049375,63495,63596,-13.7520112991333,11
0.000736827205400914,34.93242263793945,-1.7861725178571428,1663,-49.04670715332031,1223.0,56,0.0008459126528049375,68387,68488,284.6139831542969,11
0.0007504628738388419,2.924107074737549,-1.7700668833333333,2114,-39.51664352416992,1223.0,60,0.0008459126528049375,73279,73380,21.959718704223633,11
0.0006314915954135358,1.4869921207427979,-1.7665852499999999,305,-31.8510684967041,1223.0,64,0.0008459126528049375,78171,78272,-41.295833587646484,10
0.0003979790781158954,2.549858570098877,-1.7493261176470587,770,-28.694490432739258,1223.0,68,0.0008459126528049375,83063,83164,16.693805694580078,10
0.0007859208853915334,1.5166206359863281,-1.7370048472222224,1232,-27.196441650390625,1223.0,72,0.0008459126528049375,87955,88056,-70.55747985839844,10
0.0005241941544227302,11.512144088745117,-1.7265979210526319,1713,-15.794245719909668,1223.0,76,0.0008459126528049375,92847,92948,22.490005493164062,10
0.00037652908940799534,5.430107116699219,-1.71564275,2211,-6.879040241241455,1223.0,80,0.0008459126528049375,97739,97840,-66.09741973876953,10
