train/ent_coef,time/total_timesteps,time/episodes,train/actor_loss,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps
0.017386121675372124,5032,4,-123.98490905761719,348,4931,1.5531079769134521,-168.17251586914062,0.0008459126528049375,1258.0,-4.6941035,14
0.0009633473819121718,10064,8,-130.4701690673828,697,9963,4.52117919921875,-8.732344627380371,0.0008459126528049375,1258.0,-3.568514875,14
0.0011893222108483315,15096,12,-135.5930633544922,1052,14995,7.285761833190918,-36.41837692260742,0.0008459126528049375,1258.0,-2.9478039999999996,14
0.0010644278954714537,20128,16,-124.49214172363281,1406,20027,6.71000337600708,14.13885498046875,0.0008459126528049375,1258.0,-2.6230888749999997,14
0.0004963509854860604,25160,20,-115.03621673583984,10,25059,1.76137113571167,22.50387191772461,0.0008459126528049375,1258.0,-2.3946166499999997,14
0.0010613281046971679,30192,24,-108.42195129394531,362,30091,4.512938022613525,69.57315063476562,0.0008459126528049375,1258.0,-2.1637967083333334,14
0.0004638647078536451,35224,28,-109.3851318359375,715,35123,2.5209293365478516,-72.57083892822266,0.0008459126528049375,1258.0,-2.0563513928571426,14
0.00023074750788509846,40256,32,-97.22201538085938,1062,40155,4.989213943481445,61.36714553833008,0.0008459126528049375,1258.0,-1.98955490625,14
0.0005455733626149595,45288,36,-98.72940063476562,1419,45187,4.9231953620910645,-28.05344581604004,0.0008459126528049375,1258.0,-1.9276349999999998,14
0.0005452222540043294,50320,40,-89.0938491821289,22,50219,6.384819984436035,-58.78407287597656,0.0008459126528049375,1258.0,-1.86934715,14
0.0011746627278625965,55352,44,-83.09022521972656,381,55251,3.0909628868103027,-43.125465393066406,0.0008459126528049375,1258.0,-1.8170925909090911,14
0.0006848186603747308,60384,48,-80.6585464477539,739,60283,23.972782135009766,-81.0574951171875,0.0008459126528049375,1258.0,-1.772743875,14
