rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/ent_coef,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed
-4.878027250000001,0.0008459126528049375,-123.5465087890625,0.017531676217913628,4,1257.0,4927,71,2.0079946517944336,-180.25341796875,5028,70
-3.6796358750000002,0.0008459126528049375,-131.99578857421875,0.001403151429258287,8,1257.0,9955,70,5.285093307495117,4.318271160125732,10056,142
-3.068754333333333,0.0008459126528049375,-136.4985809326172,0.0008410774753428996,12,1257.0,14983,72,6.731882095336914,108.29302978515625,15084,209
-2.7357654375000005,0.0008459126528049375,-134.1444549560547,0.0011816079495474696,16,1257.0,20011,72,31.460376739501953,166.40576171875,20112,279
-2.6397936,0.0008459126528049375,-103.6318359375,0.0009839561535045505,20,1257.0,25039,67,3.3134326934814453,-6.255826473236084,25140,2
-2.5031060000000003,0.0008459126528049375,-65.85823059082031,0.001107165589928627,24,1257.0,30067,69,7.614835262298584,-27.537403106689453,30168,74
-2.4166838214285713,0.0008459126528049375,-57.342864990234375,0.0008910569013096392,28,1257.0,35095,70,3.82963228225708,-22.248796463012695,35196,144
-2.3538689375,0.0008459126528049375,-50.06718444824219,0.0003544065111782402,32,1257.0,40123,69,12.268655776977539,35.75925827026367,40224,218
-2.288636277777778,0.0008459126528049375,-48.06786346435547,0.0008317191386595368,36,1257.0,45151,69,5.9565958976745605,-72.94672393798828,45252,292
-2.2386345499999996,0.0008459126528049375,-44.25372314453125,0.0004037655016873032,40,1257.0,50179,70,1.6900310516357422,-112.81838989257812,50280,3
-2.1913484090909088,0.0008459126528049375,-42.132198333740234,0.0002725258527789265,44,1257.0,55207,70,2.5745224952697754,16.49005699157715,55308,75
-2.154777166666667,0.0008459126528049375,-38.770408630371094,0.0005031673354096711,48,1257.0,60235,70,1.2141525745391846,12.739958763122559,60336,147
-2.1329767115384617,0.0008459126528049375,-33.26856231689453,0.00044488688581623137,52,1257.0,65263,69,1.7458416223526,47.50891876220703,65364,222
-2.1350189285714287,0.0008459126528049375,-32.026588439941406,0.00044754589907824993,56,1257.0,70291,68,5.754401683807373,-36.51897048950195,70392,296
-2.1174142166666665,0.0008459126528049375,-25.818750381469727,0.00031872442923486233,60,1257.0,75319,67,2.0511019229888916,48.48185729980469,75420,6
-2.08692815625,0.0008459126528049375,-16.579261779785156,0.000950432091485709,64,1257.0,80347,64,15.407470703125,169.40643310546875,80448,84
-2.063129970588235,0.0008459126528049375,-0.2780795097351074,0.00037064822390675545,68,1257.0,85375,63,2.2257704734802246,-45.05585479736328,85476,164
