train/ent_coef_loss,train/learning_rate,train/n_updates,train/ent_coef,time/fps,train/critic_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss
-169.94744873046875,0.0008459126528049375,4927,0.017179740592837334,11,3.2361505031585693,4,-4.29503075,446,1257.0,5028,-117.88152313232422
-17.218740463256836,0.0008459126528049375,9955,0.0014032209292054176,11,20.414518356323242,8,-3.2042954999999997,906,1257.0,10056,-118.20159149169922
-35.7888069152832,0.0008459126528049375,14983,0.001250461325980723,10,5.082500457763672,12,-2.572179166666667,1373,1257.0,15084,-111.80058288574219
53.76948547363281,0.0008459126528049375,20011,0.0006475072586908937,10,3.5214149951934814,16,-2.2292001875,1843,1257.0,20112,-104.20304870605469
0.7625656723976135,0.0008459126528049375,25039,0.0005183742032386363,10,4.410314559936523,20,-2.04135505,13,1257.0,25140,-90.88846588134766
-15.493042945861816,0.0008459126528049375,30067,0.0007319697178900242,10,1.229100227355957,24,-1.8819772083333335,480,1257.0,30168,-88.697265625
-28.02419090270996,0.0008459126528049375,35095,0.001208487548865378,10,5.230381488800049,28,-1.7747553928571431,944,1257.0,35196,-73.12955474853516
179.35736083984375,0.0008459126528049375,40123,0.001011609099805355,10,10.50259780883789,32,-1.6888416875,1402,1257.0,40224,-57.03297805786133
-40.68096160888672,0.0008459126528049375,45151,0.0006308291922323406,10,11.404096603393555,36,-1.6376745555555556,1858,1257.0,45252,-43.85735321044922
22.860450744628906,0.0008459126528049375,50179,0.00035882138763554394,10,3.0531530380249023,40,-1.5946895499999998,25,1257.0,50280,-36.085899353027344
-11.118719100952148,0.0008459126528049375,55207,0.000859041465446353,10,2.9474313259124756,44,-1.5536263636363634,486,1257.0,55308,-34.51759719848633
10.607864379882812,0.0008459126528049375,60235,0.0009322601836174726,10,2.6046814918518066,48,-1.5112752708333332,951,1257.0,60336,-30.49750518798828
56.84185028076172,0.0008459126528049375,65263,0.0009208513074554503,10,1.1456507444381714,52,-1.4741216153846155,1415,1257.0,65364,-29.640331268310547
