time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/learning_rate,train/entropy_loss,train/value_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/std,train/approx_kl,train/loss,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
3800,512,1,0,,,,,,,,,,,,,
1792,1024,2,0,0.0004092704424510632,-43.986425042152405,0.2209346898671356,16,-0.9839770793914795,-0.028569544811034575,0.2227783203125,0.9998620748519897,0.01628384,-0.028953785076737404,0.2,,
1533,1536,3,1,0.0004092704424510632,-43.9832546710968,0.013092861598124728,32,-0.000510096549987793,-0.028505528054665774,0.3292236328125,1.0000602006912231,0.028468443,-0.030177608132362366,0.2,1258.0,-3.309718
1432,2048,4,1,0.0004092704424510632,-43.98404681682587,0.0067854201479349285,48,0.003655672073364258,-0.031758775701746345,0.2664794921875,0.9998720288276672,0.02227826,-0.0365079827606678,0.2,1258.0,-3.309718
1377,2560,5,1,0.0004092704424510632,-43.98133027553558,0.0080516142770648,64,0.0032933950424194336,-0.027798444134532474,0.329833984375,0.9999760985374451,0.02507446,-0.028701039031147957,0.2,1258.0,-3.191572
1340,3072,6,2,0.0004092704424510632,-43.981351137161255,0.010845136901480146,80,0.0021005868911743164,-0.027522979740751907,0.2716064453125,0.999908447265625,0.015944703,-0.0265788696706295,0.2,1258.0,-3.191572
1320,3584,7,2,0.0004092704424510632,-43.96820294857025,0.008999723329907283,96,0.00044906139373779297,-0.028158035449450836,0.2904052734375,0.9990420341491699,0.023159359,-0.03549150004982948,0.2,1258.0,-3.191572
1301,4096,8,3,0.0004092704424510632,-43.955334186553955,0.0024990697020257358,112,0.008222043514251709,-0.023480005969759077,0.2125244140625,0.9996950626373291,0.015713166,-0.03338123485445976,0.2,1258.0,-3.1787586666666665
1290,4608,9,3,0.0004092704424510632,-43.97656500339508,0.0208163101633545,128,0.0015526413917541504,-0.022534081275807694,0.260986328125,1.0000211000442505,0.017229505,-0.005631444975733757,0.2,1258.0,-3.1787586666666665
1283,5120,10,3,0.0004092704424510632,-43.95590341091156,0.01830796676222235,144,0.003957629203796387,-0.026898783689830452,0.2584228515625,0.9983198046684265,0.019808393,-0.0228640828281641,0.2,1258.0,-3.20460925
1275,5632,11,4,0.0004092704424510632,-43.89920508861542,0.033586479199584574,160,0.0003730654716491699,-0.02851126340101473,0.2962646484375,0.9965399503707886,0.02071529,-0.021929733455181122,0.2,1258.0,-3.20460925
1268,6144,12,4,0.0004092704424510632,-43.83694648742676,0.009672493077232502,176,0.004376649856567383,-0.025096513418247923,0.216552734375,0.9946528077125549,0.018317468,-0.03148195892572403,0.2,1258.0,-3.20460925
1262,6656,13,5,0.0004092704424510632,-43.79459834098816,0.0032219496788457036,192,0.004137873649597168,-0.02730314042128157,0.28369140625,0.9937423467636108,0.022731397,-0.03585314750671387,0.2,1258.0,-3.2004854000000003
1258,7168,14,5,0.0004092704424510632,-43.78761613368988,0.04916060285177082,208,0.0005747079849243164,-0.027844456519233063,0.2698974609375,0.9941220283508301,0.023493001,-0.020324567332863808,0.2,1258.0,-3.2004854000000003
1255,7680,15,6,0.0004092704424510632,-43.793824553489685,0.013659547053975984,224,0.010374963283538818,-0.022687124903313816,0.2396240234375,0.994309663772583,0.018360425,-0.021479370072484016,0.2,1258.0,-3.2045090000000003
1252,8192,16,6,0.0004092704424510632,-43.78656470775604,0.06493215053342283,240,0.00044411420822143555,-0.02840873142122291,0.2718505859375,0.9938009977340698,0.020477872,0.003887694329023361,0.2,1258.0,-3.2045090000000003
1250,8704,17,6,0.0004092704424510632,-43.781718015670776,0.007657468508114107,256,0.052983105182647705,-0.02687661761592608,0.2822265625,0.9939976334571838,0.021025363,-0.02114432118833065,0.2,1258.0,-3.2045090000000003
1248,9216,18,7,0.0004092704424510632,-43.76108658313751,0.004395529205794446,272,0.0019649863243103027,-0.02657805773196742,0.2607421875,0.9919244050979614,0.017636362,-0.03519764170050621,0.2,1258.0,-3.2237880000000003
1246,9728,19,7,0.0004092704424510632,-43.71442699432373,0.0852444558404386,288,0.0007767081260681152,-0.027332169382134452,0.2379150390625,0.9920077919960022,0.015764073,0.011199042201042175,0.2,1258.0,-3.2237880000000003
1243,10240,20,8,0.0004092704424510632,-43.70587682723999,0.010216165086603723,304,0.02226567268371582,-0.0304064049560111,0.2845458984375,0.9906576871871948,0.021546382,-0.037088800221681595,0.2,1258.0,-3.210190875
1241,10752,21,8,0.0004092704424510632,-43.66353917121887,0.10212634573690593,320,0.000760495662689209,-0.03306119196349755,0.2957763671875,0.9897493124008179,0.033856213,0.0011995099484920502,0.2,1258.0,-3.210190875
1239,11264,22,9,0.0004092704424510632,-43.651362895965576,0.011190636607352644,336,0.022945523262023926,-0.030980844581790734,0.287353515625,0.9905382990837097,0.026177444,-0.038492005318403244,0.2,1258.0,-3.210190875
1237,11776,23,9,0.0004092704424510632,-43.71312975883484,0.006587549680261873,352,-0.0006388425827026367,-0.028583866092958488,0.232177734375,0.9933617115020752,0.014418012,-0.04054206609725952,0.2,1258.0,-3.199470222222222
1236,12288,24,9,0.0004092704424510632,-43.78424429893494,0.13309598015621305,368,0.00036919116973876953,-0.022947222023503855,0.25927734375,0.9944149255752563,0.029713813,0.0295218788087368,0.2,1258.0,-3.199470222222222
1233,12800,25,10,0.0004092704424510632,-43.77254259586334,0.00601405612542294,384,0.042404353618621826,-0.021905378394876607,0.2353515625,0.9927985072135925,0.01970733,-0.020744601264595985,0.2,1258.0,-3.1879958999999998
1232,13312,26,10,0.0004092704424510632,-43.709431171417236,0.1487422853242606,400,0.00041794776916503906,-0.025431348811252974,0.25927734375,0.9906554222106934,0.019370418,0.041524115949869156,0.2,1258.0,-3.1879958999999998
1231,13824,27,11,0.0004092704424510632,-43.664318919181824,0.011647041072137654,416,0.02429962158203125,-0.026768613170133904,0.2513427734375,0.9904223680496216,0.02256136,-0.026699617505073547,0.2,1258.0,-3.1879958999999998
1230,14336,28,11,0.0004092704424510632,-43.655431270599365,0.005728392374294344,432,0.0001410841941833496,-0.029462234495440498,0.2567138671875,0.9893150329589844,0.019897029,-0.03506812825798988,0.2,1258.0,-3.1816007272727274
1229,14848,29,12,0.0004092704424510632,-43.596548676490784,0.09084472665563226,448,9.995698928833008e-05,-0.02365491918317275,0.2838134765625,0.9870312809944153,0.042937174,0.027972381561994553,0.2,1258.0,-3.1816007272727274
1227,15360,30,12,0.0004092704424510632,-43.538410902023315,0.009589618974132463,464,0.000948488712310791,-0.03122417686972767,0.3311767578125,0.9856330156326294,0.049312726,-0.04627199098467827,0.2,1258.0,-3.1759304999999998
1226,15872,31,12,0.0004092704424510632,-43.507638573646545,0.20741853397339582,480,0.00022727251052856445,-0.02432294434402138,0.2489013671875,0.9853878617286682,0.019010685,0.07796996831893921,0.2,1258.0,-3.1759304999999998
1224,16384,32,13,0.0004092704424510632,-43.52002036571503,0.009845609471085481,496,0.08718174695968628,-0.026841239458008204,0.270263671875,0.9864527583122253,0.024108905,-0.02802223339676857,0.2,1258.0,-3.167142384615384
