time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/learning_rate,train/entropy_loss,train/value_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/std,train/approx_kl,train/loss,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
3858,512,1,0,,,,,,,,,,,,,
1892,1024,2,0,0.0004092704424510632,-43.98458158969879,0.0998861235784716,16,-0.7882764339447021,-0.03416075334826019,0.2869873046875,0.9999014735221863,0.02233411,-0.04226153343915939,0.2,,
1645,1536,3,0,0.0004092704424510632,-43.96657419204712,0.006741428966051899,32,-0.0008946657180786133,-0.02952330157859251,0.2996826171875,0.9986880421638489,0.022701016,-0.039795126765966415,0.2,1258.0,-3.159627
1544,2048,4,1,0.0004092704424510632,-43.926169753074646,0.00982901599491015,48,0.012244224548339844,-0.02501873840810731,0.2447509765625,0.9974996447563171,0.016629467,-0.029426034539937973,0.2,1258.0,-3.159627
1482,2560,5,1,0.0004092704424510632,-43.89598226547241,0.012218188494443893,64,0.015510320663452148,-0.028690278297290206,0.2996826171875,0.9968116283416748,0.018075723,-0.033420972526073456,0.2,1258.0,-3.2298465
1448,3072,6,2,0.0004092704424510632,-43.85871458053589,0.02078901373897679,80,0.016444146633148193,-0.026455408398760483,0.2928466796875,0.9948669672012329,0.019797467,-0.02190231904387474,0.2,1258.0,-3.2298465
1425,3584,7,2,0.0004092704424510632,-43.7987459897995,0.007089128746883944,96,0.015853285789489746,-0.030627586122136563,0.29150390625,0.9933668375015259,0.021224938,-0.042966172099113464,0.2,1258.0,-3.2298465
1409,4096,8,2,0.0004092704424510632,-43.77017307281494,0.0022850635286886245,112,0.059338510036468506,-0.02668472216464579,0.2750244140625,0.9931233525276184,0.018852878,-0.03822065144777298,0.2,1258.0,-3.1461093333333334
1394,4608,9,3,0.0004092704424510632,-43.74937391281128,0.04029636416817084,128,0.007918357849121094,-0.029707860347116366,0.2939453125,0.991577684879303,0.017986208,-0.027751842513680458,0.2,1258.0,-3.1461093333333334
1378,5120,10,3,0.0004092704424510632,-43.70818877220154,0.011443402589065954,144,0.08093726634979248,-0.03409411103348248,0.2977294921875,0.9911961555480957,0.022703651,-0.04122679680585861,0.2,1258.0,-3.1656795
1370,5632,11,4,0.0004092704424510632,-43.691869616508484,0.04954462859313935,160,0.03209388256072998,-0.025997337921580765,0.2686767578125,0.9900537133216858,0.018416759,-0.012717945501208305,0.2,1258.0,-3.1656795
1361,6144,12,4,0.0004092704424510632,-43.66293489933014,0.005430505458207335,176,0.32450270652770996,-0.027246235902566696,0.287353515625,0.9897796511650085,0.01797514,-0.04129885137081146,0.2,1258.0,-3.1656795
1356,6656,13,4,0.0004092704424510632,-43.667306900024414,0.002616657529870281,192,0.21890944242477417,-0.027810644154669717,0.2440185546875,0.9902873039245605,0.017816963,-0.03703079745173454,0.2,1258.0,-3.1572679999999997
1352,7168,14,5,0.0004092704424510632,-43.66317415237427,0.05284240050241351,208,0.03167688846588135,-0.031255724214133807,0.317138671875,0.9892433285713196,0.024850573,-0.024150950834155083,0.2,1258.0,-3.1572679999999997
1349,7680,15,5,0.0004092704424510632,-43.630645751953125,0.005520508362678811,224,0.3477429151535034,-0.024116670538205653,0.2298583984375,0.9885902404785156,0.019200874,-0.03122137486934662,0.2,1258.0,-3.1480386666666664
1345,8192,16,6,0.0004092704424510632,-43.64109194278717,0.043469677097164094,240,0.2124861478805542,-0.023288551572477445,0.236572265625,0.9903460741043091,0.015346779,-0.019097916781902313,0.2,1258.0,-3.1480386666666664
1342,8704,17,6,0.0004092704424510632,-43.66657328605652,0.006774674242478795,256,0.5185284614562988,-0.024807801702991128,0.22119140625,0.9892828464508057,0.0147832,-0.03914596140384674,0.2,1258.0,-3.1480386666666664
1339,9216,18,6,0.0004092704424510632,-43.62616276741028,0.0040114757503033616,272,0.17466944456100464,-0.022988378259469755,0.2271728515625,0.9889081120491028,0.017849166,-0.037401825189590454,0.2,1258.0,-3.147401857142857
1337,9728,19,7,0.0004092704424510632,-43.6118346452713,0.05118647194467485,288,0.08137130737304688,-0.02343090862268582,0.2589111328125,0.988013744354248,0.025762914,-0.010166920721530914,0.2,1258.0,-3.147401857142857
1335,10240,20,7,0.0004092704424510632,-43.583622217178345,0.008186957042198628,304,0.14046567678451538,-0.02391092706238851,0.2354736328125,0.9866889119148254,0.020068645,-0.030659986659884453,0.2,1258.0,-3.126970375
1334,10752,21,8,0.0004092704424510632,-43.54262340068817,0.06420586712192744,320,0.2731460928916931,-0.03128095081774518,0.28125,0.9863290190696716,0.02131698,-0.022198490798473358,0.2,1258.0,-3.126970375
1332,11264,22,8,0.0004092704424510632,-43.517417907714844,0.009977556168450974,336,0.3922407627105713,-0.028895406358060427,0.2557373046875,0.9844743013381958,0.025261667,-0.048835430294275284,0.2,1258.0,-3.126970375
1329,11776,23,8,0.0004092704424510632,-43.45618236064911,0.0045173606486059725,352,0.13421905040740967,-0.025694069889141247,0.2401123046875,0.9830949306488037,0.016315069,-0.03490398824214935,0.2,1258.0,-3.1268984444444445
1327,12288,24,9,0.0004092704424510632,-43.40907907485962,0.06366864778101444,368,0.09778344631195068,-0.023331211152253672,0.2508544921875,0.9811808466911316,0.023673723,-0.0189372431486845,0.2,1258.0,-3.1268984444444445
1326,12800,25,9,0.0004092704424510632,-43.370466232299805,0.011594350944506004,384,-0.13073372840881348,-0.024011564048123546,0.2208251953125,0.9812978506088257,0.016237313,-0.03145859017968178,0.2,1258.0,-3.1243841
1325,13312,26,10,0.0004092704424510632,-43.38231897354126,0.06288034713361412,400,0.44312751293182373,-0.025128175446297973,0.250732421875,0.9811719059944153,0.024297284,-0.005094543099403381,0.2,1258.0,-3.1243841
