time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/learning_rate,train/entropy_loss,train/value_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/std,train/approx_kl,train/loss,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
3811,512,1,0,,,,,,,,,,,,,
1819,1024,2,0,0.0004092704424510632,-44.00319683551788,0.10504387648688862,16,-0.8173421621322632,-0.02995984780136496,0.26416015625,1.0008039474487305,0.021392452,-0.04344544559717178,0.2,,
1562,1536,3,0,0.0004092704424510632,-43.999080657958984,0.008359769301023334,32,-0.030998826026916504,-0.03066623117774725,0.315673828125,1.0000501871109009,0.025325166,-0.03687863424420357,0.2,1258.0,-3.283937
1459,2048,4,1,0.0004092704424510632,-43.95211172103882,0.014541711600031704,48,0.0007519125938415527,-0.02384512392745819,0.2430419921875,0.9974372386932373,0.01314831,-0.03003840520977974,0.2,1258.0,-3.283937
1400,2560,5,1,0.0004092704424510632,-43.91933619976044,0.009068752318853512,64,0.018713295459747314,-0.03074791115068365,0.326416015625,0.9994556903839111,0.021079257,-0.03791578486561775,0.2,1258.0,-3.26139
1364,3072,6,2,0.0004092704424510632,-43.98524343967438,0.02469278610078618,80,0.003675103187561035,-0.025632251519709826,0.2891845703125,1.000218391418457,0.017997174,-0.012822221964597702,0.2,1258.0,-3.26139
1341,3584,7,2,0.0004092704424510632,-44.010470032691956,0.008562287548556924,96,-0.004068136215209961,-0.026557360222795978,0.291748046875,1.0018858909606934,0.023045346,-0.03385500609874725,0.2,1258.0,-3.26139
1325,4096,8,3,0.0004092704424510632,-44.03262734413147,0.002900125204178039,112,0.03758162260055542,-0.025707048625918105,0.2684326171875,1.0007543563842773,0.017691221,-0.04288046061992645,0.2,1258.0,-3.248662
1312,4608,9,3,0.0004092704424510632,-43.99425208568573,0.04300341126509011,128,0.0015718936920166016,-0.028269183909287676,0.3109130859375,1.0002800226211548,0.020670082,-0.026279933750629425,0.2,1258.0,-3.248662
1300,5120,10,3,0.0004092704424510632,-43.98400866985321,0.010253231681417674,144,0.01994723081588745,-0.026475743390619755,0.3037109375,0.9997711777687073,0.019704724,-0.03301384672522545,0.2,1258.0,-3.2704
1291,5632,11,4,0.0004092704424510632,-43.951629757881165,0.055131789995357394,160,0.00292128324508667,-0.02577787141490262,0.249267578125,0.998071551322937,0.017297465,-0.010108578950166702,0.2,1258.0,-3.2704
1281,6144,12,4,0.0004092704424510632,-43.90404689311981,0.007853888673707843,176,0.08334946632385254,-0.03525120370613877,0.3695068359375,0.9971975088119507,0.029036429,-0.042058445513248444,0.2,1258.0,-3.2704
1274,6656,13,5,0.0004092704424510632,-43.867820620536804,0.0029598764231195673,192,0.03854680061340332,-0.027445379440905526,0.2847900390625,0.9953707456588745,0.020784259,-0.0425584577023983,0.2,1258.0,-3.2352420000000004
1268,7168,14,5,0.0004092704424510632,-43.81198692321777,0.07185777823906392,208,0.00486832857131958,-0.02548005619610194,0.2716064453125,0.9940744042396545,0.017332023,-0.008457241579890251,0.2,1258.0,-3.2352420000000004
1264,7680,15,6,0.0004092704424510632,-43.773706793785095,0.010777125295135193,224,0.13692814111709595,-0.0304729330673581,0.3101806640625,0.9929479956626892,0.030281402,-0.042891133576631546,0.2,1258.0,-3.2623260000000003
1261,8192,16,6,0.0004092704424510632,-43.74454176425934,0.08480513212271035,240,0.02555668354034424,-0.022819542995421216,0.2496337890625,0.9921756982803345,0.017176893,0.02063079923391342,0.2,1258.0,-3.2623260000000003
1258,8704,17,6,0.0004092704424510632,-43.74443054199219,0.012514233007095754,256,0.25146156549453735,-0.03123252629302442,0.2833251953125,0.9930766224861145,0.021017283,-0.03604939579963684,0.2,1258.0,-3.2623260000000003
1256,9216,18,7,0.0004092704424510632,-43.75944209098816,0.004847641546803061,272,0.017176449298858643,-0.02351152288611047,0.21875,0.9930893182754517,0.014033728,-0.03308241069316864,0.2,1258.0,-3.274518285714286
1253,9728,19,7,0.0004092704424510632,-43.738754630088806,0.10773423151113093,288,0.01145315170288086,-0.02515089161170181,0.2908935546875,0.9916017651557922,0.016261358,0.01009749248623848,0.2,1258.0,-3.274518285714286
1252,10240,20,8,0.0004092704424510632,-43.69373393058777,0.005982819784549065,304,0.3439500331878662,-0.02485199473449029,0.2469482421875,0.9906654953956604,0.01884532,-0.04173857718706131,0.2,1258.0,-3.261244625
1250,10752,21,8,0.0004092704424510632,-43.66095972061157,0.1044121547602117,320,0.1610736846923828,-0.0232015995279653,0.2735595703125,0.9893746972084045,0.01673433,0.006774827837944031,0.2,1258.0,-3.261244625
1247,11264,22,9,0.0004092704424510632,-43.65244460105896,0.0077923828503116965,336,0.3994966745376587,-0.025742076511960477,0.2427978515625,0.9911907911300659,0.01796906,-0.027301616966724396,0.2,1258.0,-3.261244625
1246,11776,23,9,0.0004092704424510632,-43.69824421405792,0.0041217056568712,352,-0.302722692489624,-0.026016425515990704,0.2158203125,0.9909593462944031,0.014335521,-0.04320638254284859,0.2,1258.0,-3.2862227777777777
1243,12288,24,9,0.0004092704424510632,-43.657731771469116,0.10559006151743233,368,0.02849477529525757,-0.0300125314242905,0.3487548828125,0.9893057942390442,0.03351139,-0.012828182429075241,0.2,1258.0,-3.2862227777777777
1242,12800,25,10,0.0004092704424510632,-43.63990306854248,0.012834851208026521,384,0.19046908617019653,-0.023624479930731468,0.218994140625,0.9901928901672363,0.014556065,-0.04560995474457741,0.2,1258.0,-3.2407167
1240,13312,26,10,0.0004092704424510632,-43.68138325214386,0.1412613617721945,400,0.10107588768005371,-0.02894350662245415,0.2847900390625,0.991479218006134,0.03146544,0.022102728486061096,0.2,1258.0,-3.2407167
1239,13824,27,11,0.0004092704424510632,-43.70502853393555,0.008647242430015467,416,0.5119935274124146,-0.031030117112095468,0.2359619140625,0.9916247129440308,0.019239238,-0.03977641090750694,0.2,1258.0,-3.2407167
1238,14336,28,11,0.0004092704424510632,-43.698049783706665,0.005790907242044341,432,0.22106295824050903,-0.026724533207016066,0.2802734375,0.9911348819732666,0.019083198,-0.0431729219853878,0.2,1258.0,-3.244198
1237,14848,29,12,0.0004092704424510632,-43.663368821144104,0.07690020732115954,448,0.1132974624633789,-0.028112504762248136,0.387939453125,0.9899538159370422,0.05744035,-0.00903128832578659,0.2,1258.0,-3.244198
1236,15360,30,12,0.0004092704424510632,-43.64273953437805,0.03577150945784524,464,-1.2258541584014893,-0.026650752464774996,0.2003173828125,0.9896532297134399,0.016621307,-0.03834466263651848,0.2,1258.0,-3.23216175
1234,15872,31,12,0.0004092704424510632,-43.631020069122314,0.17616981593891978,480,0.12935209274291992,-0.026968187477905303,0.286376953125,0.9892409443855286,0.021179412,0.029146872460842133,0.2,1258.0,-3.23216175
1234,16384,32,13,0.0004092704424510632,-43.61642503738403,0.00968076595745515,496,0.5076872110366821,-0.027679772065312136,0.2496337890625,0.9889598488807678,0.019079765,-0.04023135453462601,0.2,1258.0,-3.227237153846154
1233,16896,33,13,0.0004092704424510632,-43.60580492019653,0.17477255314588547,512,0.2420831322669983,-0.023899627187347505,0.2652587890625,0.988442599773407,0.020350818,0.027860738337039948,0.2,1258.0,-3.227237153846154
1232,17408,34,14,0.0004092704424510632,-43.572941303253174,0.013601677841506898,528,-0.9407596588134766,-0.024793099248199724,0.2464599609375,0.9869957566261292,0.016504876,-0.023999620229005814,0.2,1258.0,-3.227237153846154
1231,17920,35,14,0.0004092704424510632,-43.530786871910095,0.0034966396633535624,544,-0.11510968208312988,-0.030103869532467797,0.2364501953125,0.9860762357711792,0.020956695,-0.03986906260251999,0.2,1258.0,-3.226009928571429
1231,18432,36,14,0.0004092704424510632,-43.51481020450592,0.21268705371767282,560,0.03001946210861206,-0.021008251671446487,0.2545166015625,0.9859358072280884,0.021313217,0.05277673155069351,0.2,1258.0,-3.226009928571429
1230,18944,37,15,0.0004092704424510632,-43.515379428863525,0.019794051098870113,576,0.11368310451507568,-0.02617063102661632,0.218017578125,0.9864171743392944,0.019948278,-0.03286128118634224,0.2,1258.0,-3.218470266666667
1229,19456,38,15,0.0004092704424510632,-43.52237164974213,0.23930467944592237,592,0.32291078567504883,-0.025933999189874157,0.2244873046875,0.9861774444580078,0.025733285,0.06879937648773193,0.2,1258.0,-3.218470266666667
