train/learning_rate,train/ent_coef,train/critic_loss,train/ent_coef_loss,time/time_elapsed,train/actor_loss,time/total_timesteps,train/n_updates,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.0008459126528049375,0.019555984064936638,1.1585949659347534,-171.54730224609375,69,-121.17338562011719,4892,4791,70,4,1223.0,-4.375481499999999
0.0008459126528049375,0.0015807199524715543,10.441171646118164,20.078933715820312,140,-126.93647766113281,9784,9683,69,8,1223.0,-3.377715875
0.0008459126528049375,0.0010360160376876593,1.748681664466858,0.7044013738632202,210,-120.8589859008789,14676,14575,69,12,1223.0,-2.6790614999999995
0.0008459126528049375,0.0011311039561405778,4.341423511505127,-28.86800193786621,280,-106.94271850585938,19568,19467,69,16,1223.0,-2.3791135
0.0008459126528049375,0.0005425228155218065,4.157379627227783,76.28734588623047,351,-104.3324966430664,24460,24359,69,20,1223.0,-2.29453195
0.0008459126528049375,0.0009573677089065313,8.525299072265625,102.8915786743164,62,-89.17617797851562,29352,29251,69,24,1223.0,-2.1267825833333336
0.0008459126528049375,0.0006273207836784422,3.187046766281128,60.036376953125,132,-81.91374206542969,34244,34143,69,28,1223.0,-2.014398642857143
0.0008459126528049375,0.0007109984289854765,13.325763702392578,-34.23133850097656,202,-75.02667236328125,39136,39035,69,32,1223.0,-1.943661625
0.0008459126528049375,0.0002509034238755703,1.175592303276062,-62.34940719604492,272,-71.36940002441406,44028,43927,69,36,1223.0,-1.9316094444444447
0.0008459126528049375,0.0002823354152496904,0.707107663154602,16.74481964111328,342,-69.01905822753906,48920,48819,69,40,1223.0,-1.9009805999999998
0.0008459126528049375,0.0006596595048904419,1.7143778800964355,1.971199631690979,55,-62.516693115234375,53812,53711,69,44,1223.0,-1.8425624772727274
0.0008459126528049375,0.0007488075061701238,2.2557129859924316,-7.020296096801758,125,-61.68559646606445,58704,58603,69,48,1223.0,-1.8054265208333333
0.0008459126528049375,0.0005098768742755055,1.5646475553512573,21.173587799072266,196,-60.01591873168945,63596,63495,69,52,1223.0,-1.7798014230769228
0.0008459126528049375,0.0006571347475983202,7.887893199920654,19.960155487060547,267,-48.311161041259766,68488,68387,69,56,1223.0,-1.7416151428571427
0.0008459126528049375,0.00046844518510624766,15.134905815124512,27.727516174316406,337,-45.8171501159668,73380,73279,69,60,1223.0,-1.7186872833333335
0.0008459126528049375,0.0014287425437942147,2.391415596008301,-29.350765228271484,48,-41.661312103271484,78272,78171,67,64,1223.0,-1.693940328125
0.0008459126528049375,0.00038537310319952667,6.924041271209717,47.82909393310547,123,-40.69196319580078,83164,83063,66,68,1223.0,-1.6652012205882354
0.0008459126528049375,0.000650425732601434,3.700239419937134,7.626339912414551,197,-37.03230285644531,88056,87955,66,72,1223.0,-1.6416860833333333
0.0008459126528049375,0.0008422955870628357,4.062363624572754,-31.898353576660156,272,-27.89828109741211,92948,92847,65,76,1223.0,-1.6173976578947369
