time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/loss,train/std,train/explained_variance,train/learning_rate,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,4044,1,,,,,,,,,,,,,
1024,0,2538,2,-43.97781777381897,-0.03944902867078781,0.999104380607605,-1.0126664638519287,0.0004092704424510632,0.013728601,0.15485579563392093,-0.02218215455650352,0.1878662109375,0.2,16,,
1536,0,2258,3,-43.94744944572449,-0.030768370255827904,0.9984062910079956,-0.007022976875305176,0.0004092704424510632,0.014474314,0.0027603227135841735,-0.02058630675310269,0.1947021484375,0.2,32,-2.305865,1258.0
2048,0,2135,4,-43.9470831155777,-0.032328058034181595,0.999631941318512,-0.008975744247436523,0.0004092704424510632,0.017287143,0.023043782741297036,-0.031054587161634117,0.2877197265625,0.2,48,-2.305865,1258.0
2560,1,2067,5,-43.967994928359985,-0.027961144223809242,0.9987599849700928,0.0018079280853271484,0.0004092704424510632,0.014706236,0.0025608495488995686,-0.024307451210916042,0.2861328125,0.2,64,-2.3315205,1258.0
3072,1,2026,6,-43.933353781700134,-0.033876966685056686,0.9983037114143372,-0.00023376941680908203,0.0004092704424510632,0.017843809,0.01289839725359343,-0.021818517619976774,0.270263671875,0.2,80,-2.3315205,1258.0
3584,1,1998,7,-43.92510366439819,-0.03249801695346832,0.9979698657989502,-0.0010161399841308594,0.0004092704424510632,0.018031176,0.0012102910477551632,-0.026648854109225795,0.2576904296875,0.2,96,-2.3315205,1258.0
4096,2,1978,8,-43.936397314071655,-0.022023171186447144,0.9997105598449707,0.0014125704765319824,0.0004092704424510632,0.016094012,0.006286002339038532,-0.02222559407528024,0.2374267578125,0.2,112,-2.3190496666666665,1258.0
4608,2,1962,9,-43.9539954662323,-0.04279344528913498,0.9977559447288513,-0.001027226448059082,0.0004092704424510632,0.015728626,0.0031113322875171434,-0.024973188526928425,0.218994140625,0.2,128,-2.3190496666666665,1258.0
5120,2,1948,10,-43.902464866638184,-0.041830360889434814,0.9977933764457703,-0.0005985498428344727,0.0004092704424510632,0.014336971,0.002129722917743493,-0.022282316960627213,0.2042236328125,0.2,144,-2.3202625,1258.0
5632,2,1938,11,-43.922629833221436,-0.04431129992008209,0.9987400770187378,0.0006942152976989746,0.0004092704424510632,0.027161945,0.006844745934358798,-0.03159929919638671,0.3148193359375,0.2,160,-2.3202625,1258.0
6144,3,1930,12,-43.918718338012695,-0.03654194623231888,0.9969916343688965,0.003193497657775879,0.0004092704424510632,0.01429637,0.0014035885797056835,-0.021221408067503944,0.2056884765625,0.2,176,-2.3202625,1258.0
6656,3,1920,13,-43.87676763534546,-0.04367094859480858,0.9970569014549255,0.0037229061126708984,0.0004092704424510632,0.016034259,0.00636552220385056,-0.028426994831534103,0.281005859375,0.2,192,-2.3251144,1258.0
7168,3,1914,14,-43.89292252063751,-0.05019652843475342,0.9971135258674622,0.00875401496887207,0.0004092704424510632,0.020245561,0.0037675922649214044,-0.029237831258797087,0.255126953125,0.2,208,-2.3251144,1258.0
7680,4,1908,15,-43.872316122055054,-0.03403979539871216,0.9964489936828613,0.003874480724334717,0.0004092704424510632,0.016123187,0.0029349537326197606,-0.02105699099774938,0.2279052734375,0.2,224,-2.305600166666667,1258.0
8192,4,1903,16,-43.83862864971161,-0.03591359779238701,0.9946539998054504,0.0020624399185180664,0.0004092704424510632,0.021871345,0.013100396492518485,-0.02755292643996654,0.26123046875,0.2,240,-2.305600166666667,1258.0
8704,4,1900,17,-43.79233264923096,-0.03118862397968769,0.9941859841346741,0.0006756782531738281,0.0004092704424510632,0.013657911,0.0017421101383661153,-0.0209032178245252,0.201171875,0.2,256,-2.305600166666667,1258.0
9216,4,1897,18,-43.79394721984863,-0.04183711111545563,0.9947376847267151,-0.005421876907348633,0.0004092704424510632,0.018082488,0.0058097260116483085,-0.024609574989881366,0.2530517578125,0.2,272,-2.2980045714285713,1258.0
9728,5,1893,19,-43.79091954231262,-0.0318240150809288,0.9937607049942017,0.004544079303741455,0.0004092704424510632,0.021049809,0.018248306587338448,-0.0260160298057599,0.2818603515625,0.2,288,-2.2980045714285713,1258.0
10240,5,1888,20,-43.75253772735596,-0.03426239639520645,0.9923071265220642,0.04719340801239014,0.0004092704424510632,0.017531209,0.0031335547610069625,-0.029443732048093807,0.249755859375,0.2,304,-2.3169936250000003,1258.0
10752,5,1886,21,-43.708205580711365,-0.023840345442295074,0.9914720058441162,0.003022611141204834,0.0004092704424510632,0.022806479,0.0297055805567652,-0.025578460830729455,0.2685546875,0.2,320,-2.3169936250000003,1258.0
11264,5,1883,22,-43.68930530548096,-0.03364350646734238,0.990498423576355,-0.09890389442443848,0.0004092704424510632,0.017691381,0.0014142051259113941,-0.02134927576116752,0.20849609375,0.2,336,-2.3169936250000003,1258.0
11776,6,1880,23,-43.660752058029175,-0.03690413758158684,0.9899024367332458,0.007388651371002197,0.0004092704424510632,0.024784941,0.0055744953351677395,-0.029748516564723104,0.2603759765625,0.2,352,-2.319015555555556,1258.0
12288,6,1877,24,-43.63224899768829,-0.019061174243688583,0.988649845123291,0.003673732280731201,0.0004092704424510632,0.017773053,0.0336955301463604,-0.024297255542478524,0.2135009765625,0.2,368,-2.319015555555556,1258.0
12800,6,1875,25,-43.602967500686646,-0.040788911283016205,0.9884066581726074,0.08621752262115479,0.0004092704424510632,0.021237237,0.0024904391248128377,-0.026636029113433324,0.22998046875,0.2,384,-2.3185172000000005,1258.0
13312,7,1873,26,-43.5895859003067,-0.021826326847076416,0.9875521063804626,0.0492209792137146,0.0004092704424510632,0.022131994,0.03827442723559216,-0.025155429379083216,0.239990234375,0.2,400,-2.3185172000000005,1258.0
13824,7,1871,27,-43.5553013086319,-0.0413428395986557,0.9863979816436768,-0.051255226135253906,0.0004092704424510632,0.016998067,0.002261626887047896,-0.030433878040639684,0.2469482421875,0.2,416,-2.3185172000000005,1258.0
14336,7,1869,28,-43.51042664051056,-0.027495572343468666,0.9848791360855103,0.4182164669036865,0.0004092704424510632,0.0225858,0.005056414382124785,-0.02691562242398504,0.2781982421875,0.2,432,-2.323183090909091,1258.0
14848,7,1867,29,-43.48315346240997,-0.015590619295835495,0.9848931431770325,0.31115102767944336,0.0004092704424510632,0.021312106,0.02077320232638158,-0.021539964043768123,0.237548828125,0.2,448,-2.323183090909091,1258.0
15360,8,1865,30,-43.48671889305115,-0.03551526740193367,0.9848001599311829,0.052988409996032715,0.0004092704424510632,0.017492494,0.003267916603363119,-0.02457132874405943,0.2525634765625,0.2,464,-2.3191917500000003,1258.0
15872,8,1864,31,-43.47653949260712,-0.03135451301932335,0.9842037558555603,0.13757985830307007,0.0004092704424510632,0.020736309,0.04493047873256728,-0.029849992628442124,0.2662353515625,0.2,480,-2.3191917500000003,1258.0
16384,8,1863,32,-43.4445698261261,-0.0348362922668457,0.9824360013008118,0.15271586179733276,0.0004092704424510632,0.013307067,0.0027989472437184304,-0.021349370101233944,0.1898193359375,0.2,496,-2.329641846153846,1258.0
16896,9,1862,33,-43.40221154689789,-0.014348963275551796,0.9824618101119995,0.31081151962280273,0.0004092704424510632,0.018677194,0.04507545626256615,-0.02541572682093829,0.2587890625,0.2,512,-2.329641846153846,1258.0
17408,9,1860,34,-43.41914987564087,-0.014528180472552776,0.9830215573310852,-0.7179237604141235,0.0004092704424510632,0.016682297,0.0038666523614665493,-0.021984732622513548,0.230224609375,0.2,528,-2.329641846153846,1258.0
17920,9,1859,35,-43.4099497795105,-0.029831307008862495,0.9821833372116089,0.003509342670440674,0.0004092704424510632,0.026099727,0.003959436035074759,-0.02868609834695235,0.289794921875,0.2,544,-2.323630285714286,1258.0
18432,9,1858,36,-43.36811125278473,-0.0014741551131010056,0.9804202318191528,0.11481207609176636,0.0004092704424510632,0.022752859,0.06365882349200547,-0.026035365139250644,0.2547607421875,0.2,560,-2.323630285714286,1258.0
18944,10,1857,37,-43.327627062797546,-0.03213980421423912,0.979733407497406,-0.1341947317123413,0.0004092704424510632,0.016627742,0.005027724269893952,-0.021406363797723316,0.1962890625,0.2,576,-2.3294957333333333,1258.0
19456,10,1856,38,-43.290034890174866,-0.003106098622083664,0.9778227210044861,0.06984782218933105,0.0004092704424510632,0.019421905,0.09896491677500308,-0.024841139354975894,0.2447509765625,0.2,592,-2.3294957333333333,1258.0
19968,10,1855,39,-43.23275411128998,-0.036911603063344955,0.9769059419631958,-1.5325665473937988,0.0004092704424510632,0.021048276,0.0020759800827363506,-0.02713271413813345,0.2791748046875,0.2,608,-2.3294957333333333,1258.0
20480,11,1854,40,-43.227877736091614,-0.03423977643251419,0.9769675135612488,0.0523870587348938,0.0004092704424510632,0.018120168,0.005073442604043521,-0.02372587294667028,0.2391357421875,0.2,624,-2.3344442499999998,1258.0
20992,11,1853,41,-43.229992270469666,-0.015033069998025894,0.977126955986023,0.1771174669265747,0.0004092704424510632,0.018521167,0.08377619611565024,-0.020606399710231926,0.2218017578125,0.2,640,-2.3344442499999998,1258.0
21504,11,1852,42,-43.24399399757385,-0.027149703353643417,0.978324294090271,-3.9946322441101074,0.0004092704424510632,0.013139166,0.003577603154553799,-0.02342269966902677,0.2005615234375,0.2,656,-2.3293562352941173,1258.0
22016,11,1851,43,-43.2808552980423,0.007283978164196014,0.9788705706596375,0.1292831301689148,0.0004092704424510632,0.02768249,0.12764106621034443,-0.021524119889363647,0.2799072265625,0.2,672,-2.3293562352941173,1258.0
22528,12,1850,44,-43.2716178894043,-0.05971387401223183,0.9777988791465759,-1.044583797454834,0.0004092704424510632,0.023007158,0.0014216166691767285,-0.033206465683178976,0.297119140625,0.2,688,-2.3293562352941173,1258.0
23040,12,1850,45,-43.20753014087677,-0.04209292680025101,0.9751503467559814,0.03657263517379761,0.0004092704424510632,0.024874091,0.005497701327840332,-0.03243403788655996,0.3004150390625,0.2,704,-2.3365275555555556,1258.0
23552,12,1849,46,-43.153555393218994,-0.006697244942188263,0.9749780297279358,0.05417889356613159,0.0004092704424510632,0.019537166,0.14666472806129605,-0.02199056779500097,0.216796875,0.2,720,-2.3365275555555556,1258.0
24064,13,1847,47,-43.154064297676086,-0.041649553924798965,0.9746645092964172,-1.1524059772491455,0.0004092704424510632,0.017697012,0.008109826550935395,-0.032265587156871334,0.2960205078125,0.2,736,-2.336977894736842,1258.0
24576,13,1847,48,-43.14595854282379,0.007232526317238808,0.9744135141372681,0.4092118740081787,0.0004092704424510632,0.014594763,0.12350521667394787,-0.01739230242674239,0.175048828125,0.2,752,-2.336977894736842,1258.0
