time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/loss,train/std,train/explained_variance,train/learning_rate,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,4033,1,,,,,,,,,,,,,
1024,0,2535,2,-43.99805021286011,-0.0385703407227993,1.0006428956985474,-1.3897879123687744,0.0004092704424510632,0.0182301,0.19281762460013852,-0.030984313518274575,0.2725830078125,0.2,16,,
1536,0,2261,3,-44.00580453872681,-0.028107231482863426,1.000504970550537,-0.025226950645446777,0.0004092704424510632,0.014549194,0.0030851642914058175,-0.02301266415452119,0.2293701171875,0.2,32,-2.288109,1258.0
2048,0,2144,4,-44.014557242393494,-0.03425418585538864,1.0017180442810059,0.022768855094909668,0.0004092704424510632,0.018778143,0.0041936782145057805,-0.02844072476727888,0.2958984375,0.2,48,-2.288109,1258.0
2560,1,2079,5,-44.03761839866638,-0.05086877569556236,1.0012264251708984,0.003985583782196045,0.0004092704424510632,0.02262301,0.002010631906159688,-0.032548329269047827,0.28271484375,0.2,64,-2.2064364999999997,1258.0
3072,1,2040,6,-44.00135254859924,-0.027758391574025154,0.9997804164886475,0.031174838542938232,0.0004092704424510632,0.0151956575,0.0050507131236372516,-0.02848980225098785,0.2613525390625,0.2,80,-2.2064364999999997,1258.0
3584,1,2012,7,-43.9567928314209,-0.03830685839056969,0.9985214471817017,0.017348766326904297,0.0004092704424510632,0.015665261,0.0011244405759498477,-0.024922641809098423,0.2445068359375,0.2,96,-2.2064364999999997,1258.0
4096,2,1990,8,-43.92909216880798,-0.033814094960689545,0.9981363415718079,0.045892298221588135,0.0004092704424510632,0.020514866,0.004626582878699992,-0.031221430632285774,0.291259765625,0.2,112,-2.226385333333333,1258.0
4608,2,1975,9,-43.92921471595764,-0.03778460621833801,0.9985719919204712,0.01790773868560791,0.0004092704424510632,0.024858873,0.00945728228543885,-0.030228823859943077,0.276611328125,0.2,128,-2.226385333333333,1258.0
5120,2,1963,10,-43.94362235069275,-0.03426305949687958,0.9987593293190002,0.01830732822418213,0.0004092704424510632,0.017741412,0.0020538803437375464,-0.028262785563129,0.268310546875,0.2,144,-2.2604144999999995,1258.0
5632,2,1953,11,-43.96070742607117,-0.016586504876613617,1.0000852346420288,0.017014741897583008,0.0004092704424510632,0.022660749,0.018073997547617182,-0.033337203625706024,0.294677734375,0.2,160,-2.2604144999999995,1258.0
