time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/loss,train/std,train/explained_variance,train/learning_rate,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,4048,1,,,,,,,,,,,,,
1024,0,2522,2,-43.98805260658264,-0.03220035880804062,1.0000709295272827,-1.3471074104309082,0.0004092704424510632,0.012975419,0.08811659433922614,-0.02458760090667056,0.2034912109375,0.2,16,,
1536,0,2243,3,-43.987390756607056,-0.04338798299431801,0.9999762773513794,-0.03514754772186279,0.0004092704424510632,0.018709207,0.0029412918956950307,-0.030829759663902223,0.287353515625,0.2,32,-2.199105,1258.0
2048,0,2124,4,-43.957751393318176,-0.005636248737573624,0.9980355501174927,-0.0036524534225463867,0.0004092704424510632,0.022319822,0.05984903557691723,-0.03131458879215643,0.331787109375,0.2,48,-2.199105,1258.0
2560,1,2058,5,-43.891666769981384,-0.03368423134088516,0.9958693385124207,-0.0011990070343017578,0.0004092704424510632,0.015093375,0.003231729300750885,-0.02344018465373665,0.2288818359375,0.2,64,-2.327692,1258.0
3072,1,2017,6,-43.84295630455017,0.0043602436780929565,0.9952871799468994,0.0006088614463806152,0.0004092704424510632,0.018634928,0.07047066674567759,-0.02207916197949089,0.2459716796875,0.2,80,-2.327692,1258.0
3584,1,1988,7,-43.816620111465454,-0.023536240682005882,0.9935370683670044,0.039144039154052734,0.0004092704424510632,0.014714468,0.0014964514357416192,-0.02684284259157721,0.2252197265625,0.2,96,-2.327692,1258.0
4096,2,1968,8,-43.78426909446716,-0.03889893740415573,0.9941918253898621,-0.0012753009796142578,0.0004092704424510632,0.020970952,0.004574695012706798,-0.026532820338616148,0.2872314453125,0.2,112,-2.287487,1258.0
4608,2,1951,9,-43.78874695301056,0.006103109568357468,0.993108332157135,0.0017912983894348145,0.0004092704424510632,0.013258552,0.08095735113602132,-0.02367165105533786,0.2540283203125,0.2,128,-2.287487,1258.0
5120,2,1939,10,-43.7744402885437,-0.033120349049568176,0.9943996071815491,-0.021872401237487793,0.0004092704424510632,0.014349483,0.003039223880477948,-0.020588095518178307,0.1983642578125,0.2,144,-2.29106625,1258.0
5632,2,1927,11,-43.80299985408783,0.006757363677024841,0.9937611818313599,0.008872926235198975,0.0004092704424510632,0.016515255,0.0888884668238461,-0.026334654772654176,0.259765625,0.2,160,-2.29106625,1258.0
6144,3,1919,12,-43.78388845920563,-0.044610388576984406,0.9941402673721313,0.03886145353317261,0.0004092704424510632,0.017036263,0.001383704022373422,-0.032981665193801746,0.2803955078125,0.2,176,-2.29106625,1258.0
6656,3,1911,13,-43.80502438545227,-0.011658802628517151,0.9947848320007324,0.027005553245544434,0.0004092704424510632,0.02172533,0.006223210293683223,-0.02421865687938407,0.2138671875,0.2,192,-2.2796010000000004,1258.0
7168,3,1905,14,-43.799655079841614,-0.008825637400150299,0.9936834573745728,0.01344454288482666,0.0004092704424510632,0.020441245,0.0879193510627374,-0.029408585105556995,0.2724609375,0.2,208,-2.2796010000000004,1258.0
7680,4,1900,15,-43.7474308013916,-0.04788721352815628,0.9915143847465515,-0.2398672103881836,0.0004092704424510632,0.013092445,0.0029608690419991035,-0.023699522243987303,0.2122802734375,0.2,224,-2.2727203333333335,1258.0
8192,4,1895,16,-43.7157438993454,0.011527251452207565,0.9923219084739685,0.009844005107879639,0.0004092704424510632,0.020051796,0.09302363928873092,-0.024904530022467952,0.263916015625,0.2,240,-2.2727203333333335,1258.0
8704,4,1891,17,-43.73638737201691,-0.037164583802223206,0.9923419952392578,-0.4357602596282959,0.0004092704424510632,0.010208263,0.00218892471093568,-0.02218243369134143,0.1785888671875,0.2,256,-2.2727203333333335,1258.0
9216,4,1887,18,-43.73267436027527,-0.03339838609099388,0.9923586845397949,0.07391047477722168,0.0004092704424510632,0.017651502,0.006436896437662654,-0.021519655776501168,0.2225341796875,0.2,272,-2.281454285714286,1258.0
9728,5,1883,19,-43.728923082351685,-0.008374512195587158,0.9920964241027832,0.17554277181625366,0.0004092704424510632,0.022172159,0.06599840871058404,-0.021863292524358258,0.2152099609375,0.2,288,-2.281454285714286,1258.0
10240,5,1880,20,-43.741684675216675,-0.028934886679053307,0.9933338761329651,-0.8064581155776978,0.0004092704424510632,0.016562557,0.003754110242880415,-0.019779509195359424,0.1666259765625,0.2,304,-2.27714775,1258.0
10752,5,1878,21,-43.77266311645508,-0.02872523106634617,0.9933503866195679,0.2657089829444885,0.0004092704424510632,0.03200255,0.0642693939153105,-0.03762161395570729,0.275146484375,0.2,320,-2.27714775,1258.0
11264,6,1876,22,-43.74823224544525,-0.034957729279994965,0.9921010136604309,-0.8099209070205688,0.0004092704424510632,0.016306954,0.0030183577873685863,-0.025095132878050208,0.2271728515625,0.2,336,-2.27714775,1258.0
11776,6,1874,23,-43.724180698394775,-0.04645812138915062,0.9922130703926086,0.34611809253692627,0.0004092704424510632,0.021021696,0.0048929961485555395,-0.030426728510065004,0.2728271484375,0.2,352,-2.278002888888889,1258.0
12288,6,1872,24,-43.72645318508148,-0.023174576461315155,0.9917938709259033,0.45097815990448,0.0004092704424510632,0.021788975,0.04320523020578548,-0.022786195680964738,0.1966552734375,0.2,368,-2.278002888888889,1258.0
12800,6,1869,25,-43.69847798347473,-0.03807473182678223,0.9902207255363464,-0.9683456420898438,0.0004092704424510632,0.017102864,0.007121607814042363,-0.023849778750445694,0.2227783203125,0.2,384,-2.2893707,1258.0
13312,7,1868,26,-43.65602493286133,-0.023137511685490608,0.9899086952209473,0.1603030562400818,0.0004092704424510632,0.02352424,0.08618241536896676,-0.03320082859136164,0.3096923828125,0.2,400,-2.2893707,1258.0
13824,7,1867,27,-43.650365233421326,-0.027237681671977043,0.9891934394836426,-0.7200065851211548,0.0004092704424510632,0.014336656,0.0025649550334492233,-0.024466965172905475,0.260498046875,0.2,416,-2.2893707,1258.0
14336,7,1865,28,-43.62505805492401,-0.035029176622629166,0.9886677861213684,0.5346892476081848,0.0004092704424510632,0.018474167,0.007479774198145606,-0.023325303685851395,0.230224609375,0.2,432,-2.2810668181818183,1258.0
14848,7,1864,29,-43.62642991542816,-0.017590291798114777,0.9888022541999817,0.35159045457839966,0.0004092704424510632,0.024576832,0.03495885676238686,-0.024065793593763374,0.247802734375,0.2,448,-2.2810668181818183,1258.0
15360,8,1861,30,-43.631627202034,-0.03621213138103485,0.9894149899482727,-1.2875754833221436,0.0004092704424510632,0.014999862,0.010198270188993774,-0.022268037806497887,0.177001953125,0.2,464,-2.277615,1258.0
15872,8,1859,31,-43.64621353149414,-0.004501914605498314,0.9892177581787109,0.07275515794754028,0.0004092704424510632,0.013837576,0.10556017910130322,-0.021604546636808664,0.1925048828125,0.2,480,-2.277615,1258.0
16384,8,1857,32,-43.631144642829895,-0.023040631785988808,0.9890987277030945,-0.24119579792022705,0.0004092704424510632,0.019221596,0.0037561541321338154,-0.026636139926267788,0.2523193359375,0.2,496,-2.279982923076923,1258.0
16896,9,1856,33,-43.631508588790894,-0.014531426131725311,0.9887694120407104,0.3852735161781311,0.0004092704424510632,0.02371755,0.1085611516609788,-0.025656816986156628,0.16943359375,0.2,512,-2.279982923076923,1258.0
