time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/loss,train/std,train/explained_variance,train/learning_rate,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
18432,9,1867,36,-43.75806713104248,0.0011701267212629318,0.9925796985626221,0.022018134593963623,0.0004092704424510632,0.018048087,0.10725391551386565,-0.021006609575124457,0.202392578125,0.2,560,-2.343329928571429,1258.0
18944,10,1866,37,-43.707817792892456,-0.029968565329909325,0.9919762015342712,-0.4279794692993164,0.0004092704424510632,0.023350202,0.0026701080896600615,-0.026226770598441362,0.2342529296875,0.2,576,-2.354908066666667,1258.0
19456,10,1865,38,-43.71135675907135,0.028047015890479088,0.9922312498092651,0.2252468466758728,0.0004092704424510632,0.025174811,0.11512160836718976,-0.022708404911099933,0.2020263671875,0.2,592,-2.354908066666667,1258.0
19968,10,1864,39,-43.69793474674225,-0.04139130190014839,0.9909214377403259,-0.6741044521331787,0.0004092704424510632,0.019304011,0.002613478911371203,-0.026894504990195855,0.2252197265625,0.2,608,-2.354908066666667,1258.0
20480,10,1863,40,-43.69670915603638,-0.021251678466796875,0.9928649067878723,0.05100560188293457,0.0004092704424510632,0.021266995,0.007175753402407281,-0.020580765907652676,0.2335205078125,0.2,624,-2.3577484374999997,1258.0
20992,11,1862,41,-43.75339484214783,0.01272294856607914,0.9935863614082336,0.14280295372009277,0.0004092704424510632,0.020427922,0.11859649466350675,-0.01903688303718809,0.1590576171875,0.2,640,-2.3577484374999997,1258.0
21504,11,1861,42,-43.748376965522766,-0.03240193799138069,0.9924643635749817,-1.676537275314331,0.0004092704424510632,0.013698248,0.0020756292633450357,-0.023484422752517276,0.207763671875,0.2,656,-2.352345294117647,1258.0
22016,11,1860,43,-43.71383762359619,0.011130556464195251,0.9918005466461182,0.19306892156600952,0.0004092704424510632,0.018669877,0.1251651116181165,-0.018376943102339283,0.1591796875,0.2,672,-2.352345294117647,1258.0
22528,12,1860,44,-43.69486093521118,-0.039348311722278595,0.9912524819374084,-2.281263828277588,0.0004092704424510632,0.019034173,0.001873795896244701,-0.02720696230244357,0.251953125,0.2,688,-2.352345294117647,1258.0
23040,12,1859,45,-43.69599187374115,-0.028173303231596947,0.9919983148574829,0.19976288080215454,0.0004092704424510632,0.024117455,0.00634683872340247,-0.027730393077945337,0.2742919921875,0.2,704,-2.3528491666666667,1258.0
23552,12,1859,46,-43.71511685848236,-0.00795835629105568,0.9923771619796753,0.5125172138214111,0.0004092704424510632,0.026965033,0.09943461208604276,-0.02224604801449459,0.1632080078125,0.2,720,-2.3528491666666667,1258.0
24064,12,1858,47,-43.72828781604767,-0.03621648624539375,0.992638885974884,-0.5895849466323853,0.0004092704424510632,0.017036691,0.008328645039000548,-0.02658681696630083,0.2298583984375,0.2,736,-2.3545951578947366,1258.0
24576,13,1858,48,-43.723049998283386,0.0005585998296737671,0.9922372102737427,0.518401026725769,0.0004092704424510632,0.023345122,0.09903288795612752,-0.023285852919798344,0.201904296875,0.2,752,-2.3545951578947366,1258.0
25088,13,1858,49,-43.71206450462341,-0.03909071907401085,0.9919766783714294,-2.686640739440918,0.0004092704424510632,0.014847224,0.0019615442633948987,-0.023937494959682226,0.200927734375,0.2,768,-2.3545951578947366,1258.0
25600,13,1858,50,-43.70922362804413,-0.03636779263615608,0.9920609593391418,0.31676214933395386,0.0004092704424510632,0.022453696,0.006196468602865934,-0.028637769864872098,0.252685546875,0.2,784,-2.3523342499999997,1258.0
26112,14,1857,51,-43.69381010532379,-0.010606063529849052,0.9904618859291077,0.5228988528251648,0.0004092704424510632,0.019465724,0.07132141198962927,-0.019166572019457817,0.1507568359375,0.2,800,-2.3523342499999997,1258.0
26624,14,1857,52,-43.65776038169861,-0.045146528631448746,0.9907243251800537,-1.4886634349822998,0.0004092704424510632,0.018885527,0.005742380082665477,-0.030045469320612028,0.2547607421875,0.2,816,-2.354942714285714,1258.0
27136,14,1857,53,-43.6788774728775,0.027821030467748642,0.991068422794342,0.5654383301734924,0.0004092704424510632,0.014562456,0.15455223224125803,-0.01687001004756894,0.108154296875,0.2,832,-2.354942714285714,1258.0
27648,14,1857,54,-43.66004729270935,-0.04792902246117592,0.9892637133598328,-1.989814043045044,0.0004092704424510632,0.015796347,0.0039018583702272736,-0.023586379538755864,0.2193603515625,0.2,848,-2.354942714285714,1258.0
28160,15,1857,55,-43.59323024749756,-0.02118644490838051,0.987460732460022,0.2872406840324402,0.0004092704424510632,0.017956598,0.009480742504820228,-0.024318104799021967,0.2156982421875,0.2,864,-2.351913318181818,1258.0
28672,15,1857,56,-43.57337152957916,-0.023032737895846367,0.9877548217773438,0.26040351390838623,0.0004092704424510632,0.019638125,0.08328825701028109,-0.021309591451426968,0.1461181640625,0.2,880,-2.351913318181818,1258.0
29184,15,1856,57,-43.57088351249695,-0.031541015952825546,0.9870471954345703,-1.4527020454406738,0.0004092704424510632,0.017878879,0.011110975974588655,-0.022599121737584937,0.1982421875,0.2,896,-2.3508751304347824,1258.0
29696,15,1856,58,-43.53911757469177,8.548051118850708e-05,0.9860092997550964,0.6372078657150269,0.0004092704424510632,0.01743213,0.12571301544085145,-0.02019169842969859,0.1417236328125,0.2,912,-2.3508751304347824,1258.0
30208,16,1855,59,-43.53375291824341,-0.025358743965625763,0.9872804284095764,-0.29408490657806396,0.0004092704424510632,0.01646532,0.003053719578019809,-0.023782932723406702,0.2161865234375,0.2,928,-2.3448017083333332,1258.0
30720,16,1855,60,-43.56812071800232,0.014022469520568848,0.9873291254043579,0.3221314549446106,0.0004092704424510632,0.015092419,0.13690940709784627,-0.014614541054470465,0.100830078125,0.2,944,-2.3448017083333332,1258.0
31232,16,1855,61,-43.56431758403778,-0.03492293134331703,0.9876392483711243,-1.4165878295898438,0.0004092704424510632,0.018092148,0.004756096241180785,-0.024397067551035434,0.2540283203125,0.2,960,-2.3448017083333332,1258.0
31744,17,1854,62,-43.56868004798889,-0.0395476259291172,0.9870249629020691,0.10347217321395874,0.0004092704424510632,0.015003468,0.0019195894092263188,-0.026192124190856703,0.222900390625,0.2,976,-2.34004928,1258.0
32256,17,1854,63,-43.55440378189087,0.029262302443385124,0.9873226284980774,0.3259011507034302,0.0004092704424510632,0.01623552,0.1477406390476972,-0.014176121865602909,0.0955810546875,0.2,992,-2.34004928,1258.0
32768,17,1853,64,-43.57774305343628,-0.03520144894719124,0.9887435436248779,-0.9668723344802856,0.0004092704424510632,0.012943938,0.0035604856093414128,-0.02713476779172197,0.22265625,0.2,1008,-2.3432487692307693,1258.0
33280,17,1853,65,-43.610684394836426,0.023985857143998146,0.9888457655906677,0.3851924538612366,0.0004092704424510632,0.013036193,0.1840929496102035,-0.014408370218006894,0.080322265625,0.2,1024,-2.3432487692307693,1258.0
33792,18,1852,66,-43.606003403663635,-0.054303448647260666,0.9887177348136902,-4.573486804962158,0.0004092704424510632,0.029054785,0.002273247628181707,-0.02826279361033812,0.29541015625,0.2,1040,-2.3432487692307693,1258.0
34304,18,1852,67,-43.600613951683044,-0.019053684547543526,0.9889490008354187,0.027444958686828613,0.0004092704424510632,0.016604975,0.005618775830953382,-0.01928733581735287,0.2139892578125,0.2,1056,-2.341984888888889,1258.0
34816,18,1852,68,-43.605384826660156,0.007054470479488373,0.988826334476471,0.2581707239151001,0.0004092704424510632,0.012678459,0.21811618865467608,-0.015486607007915154,0.1043701171875,0.2,1072,-2.341984888888889,1258.0
35328,19,1851,69,-43.58998775482178,-0.047985102981328964,0.9883707165718079,-1.1502282619476318,0.0004092704424510632,0.014946235,0.0033903234216268174,-0.02604456094559282,0.2232666015625,0.2,1088,-2.3390617142857146,1258.0
35840,19,1851,70,-43.57427132129669,0.03137961030006409,0.9880588054656982,0.5271729826927185,0.0004092704424510632,0.014338774,0.21171709056943655,-0.013089430933177937,0.072998046875,0.2,1104,-2.3390617142857146,1258.0
36352,19,1851,71,-43.54809892177582,-0.04370687156915665,0.9865462779998779,-2.2905020713806152,0.0004092704424510632,0.022007138,0.0027221064774494153,-0.02646315585297998,0.279296875,0.2,1120,-2.3390617142857146,1258.0
36864,19,1850,72,-43.47552466392517,-0.03775656968355179,0.983359158039093,0.15020960569381714,0.0004092704424510632,0.021018054,0.00559609814081341,-0.02974680400802754,0.27197265625,0.2,1136,-2.339910724137931,1258.0
37376,20,1850,73,-43.391483664512634,0.009644240140914917,0.9819809794425964,0.45338505506515503,0.0004092704424510632,0.01310727,0.22432793071493506,-0.016367448697565123,0.09130859375,0.2,1152,-2.339910724137931,1258.0
37888,20,1850,74,-43.376258969306946,-0.03440405800938606,0.9821604490280151,-2.0145516395568848,0.0004092704424510632,0.01663123,0.004433439680724405,-0.023723331338260323,0.243896484375,0.2,1168,-2.3374041,1258.0
38400,20,1850,75,-43.384777188301086,0.03672829270362854,0.9825060367584229,0.4694172739982605,0.0004092704424510632,0.016108193,0.20635260734707117,-0.01575096501619555,0.0985107421875,0.2,1184,-2.3374041,1258.0
38912,21,1850,76,-43.39720332622528,-0.03641652315855026,0.9832457304000854,-0.8374670743942261,0.0004092704424510632,0.015522949,0.009040352146257646,-0.020734620731673203,0.2313232421875,0.2,1200,-2.3374041,1258.0
39424,21,1850,77,-43.39621365070343,-0.013815640471875668,0.9819016456604004,0.4367457628250122,0.0004092704424510632,0.012401156,0.009921298784320243,-0.01804435785743408,0.18115234375,0.2,1216,-2.341528483870968,1258.0
39936,21,1850,78,-43.35643815994263,-0.0035672765225172043,0.9817249178886414,0.692975640296936,0.0004092704424510632,0.018514099,0.14151709550060332,-0.02313400163257029,0.1795654296875,0.2,1232,-2.341528483870968,1258.0
40448,21,1850,79,-43.36458241939545,-0.027732957154512405,0.9821889400482178,-0.7454665899276733,0.0004092704424510632,0.016017653,0.014560091425664723,-0.02339468221180141,0.2220458984375,0.2,1248,-2.339160375,1258.0
40960,22,1850,80,-43.37689566612244,0.11344272643327713,0.9824742078781128,0.8065800070762634,0.0004092704424510632,0.009620182,0.3106056251563132,-0.014999525716120843,0.0784912109375,0.2,1264,-2.339160375,1258.0
41472,22,1850,81,-43.37775385379791,-0.030905695632100105,0.982198178768158,-6.2208099365234375,0.0004092704424510632,0.017303228,0.006051707623555558,-0.026983612711774185,0.2401123046875,0.2,1280,-2.339160375,1258.0
41984,22,1850,82,-43.358497858047485,-0.02602696791291237,0.9812714457511902,0.43554389476776123,0.0004092704424510632,0.015593554,0.01994908187771216,-0.025328018004074693,0.228759765625,0.2,1296,-2.3395164545454543,1258.0
42496,22,1850,83,-43.338852643966675,-0.020479653030633926,0.9815686345100403,0.6610706448554993,0.0004092704424510632,0.025334384,0.0658591691753827,-0.017307377245742828,0.1929931640625,0.2,1312,-2.3395164545454543,1258.0
43008,23,1849,84,-43.34306073188782,-0.03553481772542,0.9809108972549438,-1.6055786609649658,0.0004092704424510632,0.022155937,0.007121791029931046,-0.025606347757275216,0.272216796875,0.2,1328,-2.338070970588235,1258.0
43520,23,1849,85,-43.32095456123352,0.020733345299959183,0.980557382106781,0.5656067132949829,0.0004092704424510632,0.016869133,0.21699767699465156,-0.013280663028126583,0.0831298828125,0.2,1344,-2.338070970588235,1258.0
44032,23,1850,86,-43.3226683139801,-0.036812104284763336,0.9811171293258667,-1.1553394794464111,0.0004092704424510632,0.018402882,0.0025502283606329,-0.022873191759572364,0.2486572265625,0.2,1360,-2.3381430857142855,1258.0
44544,24,1850,87,-43.33977425098419,0.006320934742689133,0.9815155863761902,0.1820065975189209,0.0004092704424510632,0.0147694275,0.31083919503726065,-0.018438702114508487,0.1124267578125,0.2,1376,-2.3381430857142855,1258.0
45056,24,1849,88,-43.34834110736847,-0.026392942294478416,0.981796383857727,-1.0236454010009766,0.0004092704424510632,0.017481968,0.0022414417580876034,-0.024570387235144153,0.236083984375,0.2,1392,-2.3381430857142855,1258.0
45568,24,1849,89,-43.36350131034851,-0.03130587935447693,0.9828658699989319,0.02586597204208374,0.0004092704424510632,0.016995635,0.0027896501960640308,-0.02499555800750386,0.24853515625,0.2,1408,-2.3424572777777772,1258.0
46080,24,1849,90,-43.39119803905487,0.10739161819219589,0.9832762479782104,0.08189624547958374,0.0004092704424510632,0.013360698,0.5473687297198921,-0.016243949707131833,0.0726318359375,0.2,1424,-2.3424572777777772,1258.0
46592,25,1849,91,-43.40785753726959,-0.040546078234910965,0.984083890914917,-0.41953372955322266,0.0004092704424510632,0.019686442,0.0037417136591102462,-0.03142550736083649,0.281494140625,0.2,1440,-2.3396568378378375,1258.0
47104,25,1849,92,-43.42297422885895,0.04585802182555199,0.9842407703399658,0.45828890800476074,0.0004092704424510632,0.009516628,0.39575305860489607,-0.012394676923577208,0.0323486328125,0.2,1456,-2.3396568378378375,1258.0
47616,25,1849,93,-43.443135023117065,-0.032029349356889725,0.9857893586158752,-4.465934753417969,0.0004092704424510632,0.0224757,0.0028526127189252293,-0.02660859668685589,0.2698974609375,0.2,1472,-2.3396568378378375,1258.0
48128,26,1848,94,-43.48822724819183,-0.022026976570487022,0.9862167239189148,-0.040143609046936035,0.0004092704424510632,0.017207129,0.006388529305695556,-0.021940144535619766,0.2142333984375,0.2,1488,-2.340353921052631,1258.0
48640,26,1848,95,-43.488009333610535,0.1133572906255722,0.9861559271812439,0.3567269444465637,0.0004092704424510632,0.013819072,0.34679988282732666,-0.011281002458417788,0.0821533203125,0.2,1504,-2.340353921052631,1258.0
49152,26,1847,96,-43.52080178260803,-0.03991352766752243,0.9885067939758301,-1.083287000656128,0.0004092704424510632,0.019508077,0.007107941739377566,-0.021713907946832478,0.2205810546875,0.2,1520,-2.3368823076923073,1258.0
49664,26,1847,97,-43.576159834861755,0.052870091050863266,0.9891330599784851,0.6718754768371582,0.0004092704424510632,0.019055758,0.35632675560191274,-0.016901441747904755,0.07470703125,0.2,1536,-2.3368823076923073,1258.0
50176,27,1847,98,-43.57824528217316,-0.04630671441555023,0.9890225529670715,-1.2130565643310547,0.0004092704424510632,0.02142625,0.0034423552351654507,-0.032856257661478594,0.2802734375,0.2,1552,-2.3368823076923073,1258.0
50688,27,1847,99,-43.54765188694,-0.032623421400785446,0.9870091080665588,0.2334323525428772,0.0004092704424510632,0.02378153,0.00862001431232784,-0.027530677820323035,0.276123046875,0.2,1568,-2.336453675,1258.0
51200,27,1847,100,-43.492655754089355,0.050328318029642105,0.9863227605819702,0.6443338394165039,0.0004092704424510632,0.012202616,0.2695563251618296,-0.013858092279406264,0.0792236328125,0.2,1584,-2.336453675,1258.0
51712,27,1847,101,-43.49660801887512,-0.032973889261484146,0.9871293306350708,-0.06627547740936279,0.0004092704424510632,0.01717943,0.007960130169522017,-0.025824727286817506,0.2359619140625,0.2,1600,-2.3408741707317073,1258.0
52224,28,1847,102,-43.52101147174835,0.0762719064950943,0.9874901175498962,0.7184910774230957,0.0004092704424510632,0.016536707,0.38370931427925825,-0.013984536068164743,0.0821533203125,0.2,1616,-2.3408741707317073,1258.0
52736,28,1847,103,-43.524036169052124,-0.03516341373324394,0.9876464605331421,-0.7163712978363037,0.0004092704424510632,0.020666543,0.00760178518248722,-0.02471102295385208,0.272216796875,0.2,1632,-2.3408741707317073,1258.0
53248,28,1847,104,-43.530534625053406,-0.04094243049621582,0.9880000352859497,0.3791413903236389,0.0004092704424510632,0.020658972,0.007307201667572372,-0.02979321448947303,0.2645263671875,0.2,1648,-2.339129285714286,1258.0
53760,29,1847,105,-43.53516089916229,0.02251661941409111,0.9877874255180359,0.642832338809967,0.0004092704424510632,0.015132719,0.22375476360321045,-0.01362072434858419,0.1082763671875,0.2,1664,-2.339129285714286,1258.0
54272,29,1847,106,-43.55375063419342,-0.03842556104063988,0.9903956651687622,-0.20548856258392334,0.0004092704424510632,0.024792623,0.013408224214799702,-0.03272946548531763,0.3101806640625,0.2,1680,-2.3374533953488372,1258.0
54784,29,1847,107,-43.63422930240631,0.08495598286390305,0.9918789863586426,0.8111505508422852,0.0004092704424510632,0.010507595,0.3696990334428847,-0.014192027563694865,0.0689697265625,0.2,1696,-2.3374533953488372,1258.0
55296,29,1847,108,-43.67900288105011,-0.03666769340634346,0.9939613938331604,-3.1910133361816406,0.0004092704424510632,0.022908524,0.004428777006978635,-0.029526698403060436,0.3067626953125,0.2,1712,-2.3374533953488372,1258.0
55808,30,1847,109,-43.73417949676514,-0.020512942224740982,0.9945968389511108,0.46610015630722046,0.0004092704424510632,0.014043374,0.015571633819490671,-0.021923001724644564,0.17529296875,0.2,1728,-2.3383632045454545,1258.0
56320,30,1847,110,-43.72924506664276,-0.007497817277908325,0.9938948154449463,0.7196779847145081,0.0004092704424510632,0.025760327,0.09970316319959238,-0.019204674783395603,0.196533203125,0.2,1744,-2.3383632045454545,1258.0
56832,30,1847,111,-43.72952580451965,-0.045720938593149185,0.9954846501350403,-2.1583633422851562,0.0004092704424510632,0.023176938,0.007674134962144308,-0.028377284441376105,0.2547607421875,0.2,1760,-2.3415671555555555,1258.0
57344,31,1847,112,-43.78306996822357,0.036126233637332916,0.9965192675590515,0.5486584901809692,0.0004092704424510632,0.012348698,0.27706933370791376,-0.013340671721380204,0.0606689453125,0.2,1776,-2.3415671555555555,1258.0
57856,31,1847,113,-43.802663803100586,-0.03907157480716705,0.99708092212677,-2.641282081604004,0.0004092704424510632,0.022163007,0.0022286600215011276,-0.029093703778926283,0.2508544921875,0.2,1792,-2.3415671555555555,1258.0
58368,31,1847,114,-43.80837106704712,0.035673588514328,0.9967471957206726,0.6239539384841919,0.0004092704424510632,0.022281695,0.14242859301157296,-0.019418972689891234,0.143798828125,0.2,1808,-2.3427570652173912,1258.0
58880,31,1847,115,-43.80237174034119,-0.024328578263521194,0.9969127774238586,0.8000708818435669,0.0004092704424510632,0.034500092,0.043816512945340946,-0.02237460537435254,0.224365234375,0.2,1824,-2.3427570652173912,1258.0
59392,32,1847,116,-43.77691578865051,-0.046730563044548035,0.9948185682296753,-0.45601892471313477,0.0004092704424510632,0.014949685,0.011795490107033402,-0.02324641683662776,0.20361328125,0.2,1840,-2.3397321914893614,1258.0
59904,32,1847,117,-43.726704478263855,0.045158468186855316,0.9943260550498962,0.772397518157959,0.0004092704424510632,0.013226063,0.2773428256623447,-0.014036559339729138,0.0777587890625,0.2,1856,-2.3397321914893614,1258.0
60416,32,1847,118,-43.72826409339905,-0.050673242658376694,0.9949309825897217,-1.6745924949645996,0.0004092704424510632,0.01969736,0.006428493783459999,-0.030579267448047176,0.3031005859375,0.2,1872,-2.339856166666667,1258.0
60928,32,1847,119,-43.74725532531738,0.06426499783992767,0.9953079223632812,0.701862096786499,0.0004092704424510632,0.011863442,0.375464946962893,-0.009346971331979148,0.0455322265625,0.2,1888,-2.339856166666667,1258.0
61440,33,1846,120,-43.74920654296875,-0.03715049847960472,0.9947944283485413,-5.659120559692383,0.0004092704424510632,0.022119418,0.002611056850582827,-0.02661085207364522,0.294921875,0.2,1904,-2.339856166666667,1258.0
61952,33,1846,121,-43.74970066547394,-0.0334530808031559,0.9958799481391907,-0.14411389827728271,0.0004092704424510632,0.024492145,0.004690415866207331,-0.032724209886509925,0.3250732421875,0.2,1920,-2.340413836734694,1258.0
62464,33,1846,122,-43.779114961624146,0.03635376691818237,0.9962764978408813,0.32152611017227173,0.0004092704424510632,0.009349497,0.4771790795493871,-0.009586168998794165,0.0306396484375,0.2,1936,-2.340413836734694,1258.0
62976,34,1847,123,-43.74842357635498,-0.027230313047766685,0.9940060973167419,0.14583319425582886,0.0004092704424510632,0.0166066,0.003996583051048219,-0.022843896906124428,0.22021484375,0.2,1952,-2.3405599,1258.0
63488,34,1847,124,-43.69420504570007,0.05354190990328789,0.993337094783783,0.18847626447677612,0.0004092704424510632,0.008074306,0.703754486516118,-0.008083880486083217,0.0628662109375,0.2,1968,-2.3405599,1258.0
64000,34,1847,125,-43.688846826553345,-0.04493913799524307,0.993497371673584,-0.9640976190567017,0.0004092704424510632,0.019830719,0.005231826267845463,-0.029759795492282137,0.2947998046875,0.2,1984,-2.3405599,1258.0
