time/episodes,rollout/ep_rew_mean,train/n_updates,train/critic_loss,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/learning_rate,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
4,-4.39735,4927,2.1136350631713867,1257.0,70,-119.85616302490234,0.0008459126528049375,71,5028,-187.04611206054688,0.01695374958217144
8,-3.3902226250000003,9955,2.6355342864990234,1257.0,142,-123.00821685791016,0.0008459126528049375,70,10056,-41.68914031982422,0.0006968512898311019
12,-2.7271083333333337,14983,6.364784240722656,1257.0,214,-112.81988525390625,0.0008459126528049375,70,15084,88.42977905273438,0.000847487011924386
16,-2.3665345624999996,20011,2.2519445419311523,1257.0,286,-114.10894012451172,0.0008459126528049375,70,20112,20.976560592651367,0.0008353758021257818
20,-2.16750285,25039,1.9089761972427368,1257.0,1,-99.84423065185547,0.0008459126528049375,70,25140,50.77560806274414,0.0004995192866772413
24,-2.073396041666667,30067,1.5821596384048462,1257.0,74,-97.98426818847656,0.0008459126528049375,69,30168,-49.01054382324219,0.00038676115218549967
28,-1.9886758214285716,35095,2.791011333465576,1257.0,146,-94.9023666381836,0.0008459126528049375,69,35196,-41.95929718017578,0.0006787762977182865
32,-1.942305625,40123,10.453439712524414,1257.0,219,-85.53490447998047,0.0008459126528049375,69,40224,58.29175567626953,0.00032658816780894995
36,-1.865098638888889,45151,29.676807403564453,1257.0,293,-78.03194427490234,0.0008459126528049375,68,45252,-0.738085150718689,0.0008533592335879803
40,-1.8044082250000002,50179,23.59538459777832,1257.0,4,-25.190879821777344,0.0008459126528049375,68,50280,-48.62628173828125,0.00190055335406214
44,-1.784313090909091,55207,3.1727259159088135,1257.0,78,-25.174354553222656,0.0008459126528049375,67,55308,-90.8455581665039,0.0009783587884157896
48,-1.7563364583333332,60235,10.510913848876953,1257.0,152,-11.145078659057617,0.0008459126528049375,67,60336,27.231529235839844,0.0008081878186203539
52,-1.7332422307692308,65263,2.678234577178955,1257.0,226,-9.46873950958252,0.0008459126528049375,67,65364,53.23693084716797,0.0005773867014795542
56,-1.7133420714285716,70291,63.13460159301758,1257.0,301,-6.530086040496826,0.0008459126528049375,67,70392,32.63034439086914,0.0009637107723392546
60,-1.6996262000000002,75319,7.3825860023498535,1257.0,6,3.3127598762512207,0.0008459126528049375,65,75420,-41.47199630737305,0.0006249394500628114
64,-1.6654535312499998,80347,4.38916015625,1257.0,84,7.601341247558594,0.0008459126528049375,64,80448,-50.88169860839844,0.0008252025581896305
68,-1.6361715,85375,12.221567153930664,1257.0,163,32.34846115112305,0.0008459126528049375,63,85476,-28.139537811279297,0.002250160789117217
72,-1.6221790277777777,90403,8.110770225524902,1257.0,243,46.11745071411133,0.0008459126528049375,63,90504,10.057082176208496,0.001322066062130034
76,-1.6092648684210527,95431,6.953708171844482,1257.0,324,48.61042785644531,0.0008459126528049375,63,95532,-28.52021026611328,0.0007227865280583501
