train/ent_coef_loss,train/n_updates,time/total_timesteps,train/critic_loss,train/learning_rate,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/ent_coef,time/episodes,time/time_elapsed,train/actor_loss
-170.55636596679688,4931,5032,3.061145544052124,0.0008459126528049375,11,1258.0,-4.4371825,0.017176194116473198,4,444,-121.92308044433594
-5.872292518615723,9963,10064,4.832948207855225,0.0008459126528049375,10,1258.0,-3.53813725,0.0010822253534570336,8,923,-131.64971923828125
8.617764472961426,14995,15096,7.684319496154785,0.0008459126528049375,10,1258.0,-2.8734443333333335,0.0013451562263071537,12,1403,-133.42100524902344
48.083229064941406,20027,20128,5.469804763793945,0.0008459126528049375,10,1258.0,-2.5826122500000004,0.0009189156116917729,16,1875,-137.13946533203125
103.84416961669922,25059,25160,18.168298721313477,0.0008459126528049375,10,1258.0,-2.3557593500000005,0.0008507577585987747,20,14,-126.93531799316406
-44.73572540283203,30091,30192,5.827727317810059,0.0008459126528049375,10,1258.0,-2.222876625,0.0017508934251964092,24,492,-105.43287658691406
26.961681365966797,35123,35224,5.522189140319824,0.0008459126528049375,10,1258.0,-2.1645375357142855,0.0005374496104195714,28,970,-90.67398071289062
29.612272262573242,40155,40256,0.9083157777786255,0.0008459126528049375,10,1258.0,-2.107204,0.0002439260424580425,32,1445,-81.35932159423828
345.14862060546875,45187,45288,11.721749305725098,0.0008459126528049375,10,1258.0,-2.040276833333333,0.0004069926217198372,36,1917,-51.00705337524414
26.011451721191406,50219,50320,3.425611972808838,0.0008459126528049375,10,1258.0,-1.9924297000000002,0.0008187714265659451,40,30,-41.67317581176758
-32.2164192199707,55251,55352,2.779662609100342,0.0008459126528049375,10,1258.0,-1.973533681818182,0.0003691268211696297,44,508,-34.698326110839844
15.550028800964355,60283,60384,0.6720913052558899,0.0008459126528049375,10,1258.0,-1.9417245208333334,0.00040805109892971814,48,998,-34.01344299316406
-13.242745399475098,65315,65416,1.4621282815933228,0.0008459126528049375,10,1258.0,-1.9204406153846152,0.0002609450602903962,52,1480,-31.18413734436035
-17.581018447875977,70347,70448,0.5277212858200073,0.0008459126528049375,10,1258.0,-1.8986871607142857,0.00021228950936347246,56,1959,-23.631589889526367
134.6856231689453,75379,75480,3.057194709777832,0.0008459126528049375,10,1258.0,-1.8738166666666667,0.00026153650833293796,60,46,-8.388601303100586
-54.991119384765625,80411,80512,0.3809725344181061,0.0008459126528049375,10,1258.0,-1.8482575156249998,0.00019263153080828488,64,542,-5.972090721130371
2.1614792346954346,85443,85544,0.27736157178878784,0.0008459126528049375,10,1258.0,-1.8225954411764704,0.00018388533499091864,68,1042,-4.583416938781738
-40.45457077026367,90475,90576,0.2134299874305725,0.0008459126528049375,10,1258.0,-1.8088593333333332,0.00015466146578546613,72,1546,-4.017484188079834
3.313476800918579,95507,95608,0.7604466676712036,0.0008459126528049375,10,1258.0,-1.7665119473684208,0.0004377893346827477,76,2053,-0.03632547706365585
