train/learning_rate,train/n_updates,time/total_timesteps,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,time/fps,time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed
0.0008459126528049375,4927,5028,2.94757080078125,-160.44847106933594,1257.0,0.017233096063137054,11,4,-120.77749633789062,-5.2231905,453
0.0008459126528049375,9955,10056,39.14596176147461,-9.951763153076172,1257.0,0.0013455840526148677,10,8,-125.56660461425781,-4.183552625,915
0.0008459126528049375,14983,15084,2.6223065853118896,-34.22317123413086,1257.0,0.0010919389314949512,10,12,-130.02650451660156,-3.6065402499999997,1380
0.0008459126528049375,20011,20112,2.4851386547088623,72.24626922607422,1257.0,0.0005786741385236382,10,16,-120.53101348876953,-3.216834,1850
0.0008459126528049375,25039,25140,7.6482415199279785,-98.83331298828125,1257.0,0.0012717362260445952,10,20,-102.02649688720703,-2.9927999,12
0.0008459126528049375,30067,30168,31.277597427368164,289.05181884765625,1257.0,0.0010029181139543653,10,24,-81.20802307128906,-2.801751166666667,484
0.0008459126528049375,35095,35196,1.3457555770874023,-36.06752014160156,1257.0,0.0010184082202613354,10,28,-76.79685974121094,-2.69191,960
0.0008459126528049375,40123,40224,8.193239212036133,76.29754638671875,1257.0,0.0003891605301760137,10,32,-74.75587463378906,-2.61244453125,1434
0.0008459126528049375,45151,45252,1.2535641193389893,13.226040840148926,1257.0,0.00027704096282832325,10,36,-69.8717041015625,-2.561011388888889,1889
0.0008459126528049375,50179,50280,28.19654083251953,-64.03921508789062,1257.0,0.0010426098015159369,11,40,-43.692195892333984,-2.482241725,25
0.0008459126528049375,55207,55308,5.12812614440918,39.89410400390625,1257.0,0.000810317462310195,10,44,-25.732213973999023,-2.441890522727273,483
0.0008459126528049375,60235,60336,1.9222251176834106,-21.299074172973633,1257.0,0.0004509599239099771,10,48,-12.200667381286621,-2.3843785625,943
0.0008459126528049375,65263,65364,0.42483556270599365,27.14828109741211,1257.0,0.00015017045370768756,10,52,-5.287175178527832,-2.3359183269230765,1403
