train/learning_rate,time/episodes,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,train/n_updates,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,time/fps,time/time_elapsed,train/actor_loss
0.0008459126528049375,4,-4.5692845,-170.84774780273438,0.017035573720932007,4927,5028,1257.0,1.8478481769561768,10,463,-119.76238250732422
0.0008459126528049375,8,-3.5193945,-21.688188552856445,0.0010295622050762177,9955,10056,1257.0,5.719572067260742,10,934,-123.03514862060547
0.0008459126528049375,12,-2.7504825833333335,72.97674560546875,0.00033800778328441083,14983,15084,1257.0,1.960080862045288,10,1407,-122.95917510986328
0.0008459126528049375,16,-2.4237176249999997,-22.234004974365234,0.0008750197594054043,20011,20112,1257.0,1.7421387434005737,10,1879,-112.58358001708984
0.0008459126528049375,20,-2.2521214499999997,-87.46246337890625,0.0011396389454603195,25039,25140,1257.0,28.537389755249023,10,13,-106.0133285522461
0.0008459126528049375,24,-2.1240359166666667,-14.676069259643555,0.0010082203662022948,30067,30168,1257.0,2.9273571968078613,10,493,-81.75353240966797
0.0008459126528049375,28,-2.0095104285714287,1.8750851154327393,0.000563307898119092,35095,35196,1257.0,1.3899693489074707,10,973,-76.24595642089844
0.0008459126528049375,32,-1.908883875,69.58786010742188,0.0010237981332466006,40123,40224,1257.0,183.9814453125,10,1454,-65.36660766601562
0.0008459126528049375,36,-1.838287222222222,-20.87771224975586,0.0008411717717535794,45151,45252,1257.0,3.1058058738708496,10,1939,-64.30078887939453
0.0008459126528049375,40,-1.7914876,-9.157026290893555,0.0015774039784446359,50179,50280,1257.0,4.230593681335449,10,26,-56.572242736816406
0.0008459126528049375,44,-1.7598311363636367,23.810760498046875,0.0009563429048284888,55207,55308,1257.0,32.351966857910156,10,500,-50.75933074951172
0.0008459126528049375,48,-1.7090391666666669,-18.625812530517578,0.003953694365918636,60235,60336,1257.0,28.409454345703125,10,975,-21.761159896850586
0.0008459126528049375,52,-1.6902193653846156,70.0719223022461,0.0008116206736303866,65263,65364,1257.0,11.082411766052246,10,1449,-11.325343132019043
0.0008459126528049375,56,-1.6801716607142858,0.6302280426025391,0.0009649606072343886,70291,70392,1257.0,6.419034957885742,10,1903,0.417011022567749
0.0008459126528049375,60,-1.6550144666666666,34.838687896728516,0.0006121210171841085,75319,75420,1257.0,3.750943660736084,10,39,1.6570789813995361
0.0008459126528049375,64,-1.604658453125,28.02317237854004,0.004015285521745682,80347,80448,1257.0,19.53261375427246,10,518,13.170299530029297
0.0008459126528049375,68,-1.592226544117647,30.429847717285156,0.0010107267880812287,85375,85476,1257.0,6.204051494598389,10,998,25.827802658081055
