train/actor_loss,time/time_elapsed,time/total_timesteps,train/critic_loss,time/fps,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/n_updates,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean
-123.16500091552734,69,5032,1.9992353916168213,72,0.0008459126528049375,0.017491495236754417,-170.60838317871094,4931,-5.11021975,4,1258.0
-129.1639404296875,141,10064,6.572449207305908,71,0.0008459126528049375,0.0011981702409684658,43.723392486572266,9963,-4.1080021250000005,8,1258.0
-132.465576171875,212,15096,4.412380695343018,71,0.0008459126528049375,0.0008229608065448701,101.31233978271484,14995,-3.384675416666667,12,1258.0
-135.80914306640625,283,20128,4.740060329437256,70,0.0008459126528049375,0.001285990932956338,-2.8606972694396973,20027,-3.00182675,16,1258.0
-128.98989868164062,2,25160,5.206545829772949,68,0.0008459126528049375,0.00113270478323102,57.73076629638672,25059,-2.79386515,20,1258.0
-116.8781509399414,75,30192,13.656617164611816,68,0.0008459126528049375,0.001517478027381003,1.9029052257537842,30091,-2.6299232500000005,24,1258.0
-106.84817504882812,148,35224,3.287515163421631,68,0.0008459126528049375,0.0007540445076301694,15.772753715515137,35123,-2.5492068571428574,28,1258.0
-92.37541961669922,222,40256,4.0375285148620605,68,0.0008459126528049375,0.001145124901086092,-9.315834999084473,40155,-2.492381625,32,1258.0
-85.28062438964844,296,45288,3.6895618438720703,68,0.0008459126528049375,0.0004130069864913821,-49.46525955200195,45187,-2.438014277777777,36,1258.0
-80.50824737548828,4,50320,4.3089599609375,68,0.0008459126528049375,0.0006218171329237521,-20.783935546875,50219,-2.390166775,40,1258.0
-73.81273651123047,78,55352,4.628438472747803,68,0.0008459126528049375,0.0009436483960598707,-36.90602111816406,55251,-2.339013431818182,44,1258.0
-68.39213562011719,152,60384,4.405896186828613,68,0.0008459126528049375,0.0007605653954669833,18.96573829650879,60283,-2.3031430625000002,48,1258.0
-66.63153076171875,226,65416,4.331194877624512,67,0.0008459126528049375,0.0010854994179680943,-18.36358642578125,65315,-2.2682593653846155,52,1258.0
-59.42461395263672,301,70448,3.6311821937561035,67,0.0008459126528049375,0.0006120355101302266,-12.856531143188477,70347,-2.235845464285714,56,1258.0
-54.769168853759766,7,75480,3.7175135612487793,65,0.0008459126528049375,0.0004969392321072519,50.43282699584961,75379,-2.2080727,60,1258.0
-47.617733001708984,84,80512,2.9862074851989746,65,0.0008459126528049375,0.0006042201421223581,2.654261827468872,80411,-2.176189125,64,1258.0
-44.20685958862305,161,85544,3.7375497817993164,65,0.0008459126528049375,0.0005127873737365007,50.10369873046875,85443,-2.1433962794117645,68,1258.0
