train/ent_coef,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/learning_rate,time/fps
0.01967264525592327,4,4791,-121.13335418701172,156,-4.68985475,1.2253001928329468,1223.0,-151.94296264648438,4892,0.0008459126528049375,31
0.0015140795148909092,8,9683,-130.00033569335938,328,-3.60868625,3.21401309967041,1223.0,-5.567984580993652,9784,0.0008459126528049375,29
0.0010345439659431577,12,14575,-123.92784118652344,495,-2.94319525,4.375452995300293,1223.0,96.19078826904297,14676,0.0008459126528049375,29
0.0008754187729209661,16,19467,-115.10843658447266,659,-2.657623375,31.983875274658203,1223.0,-44.334224700927734,19568,0.0008459126528049375,29
0.0005783693050034344,20,24359,-108.53672790527344,832,-2.4452000000000003,27.67024803161621,1223.0,-11.968469619750977,24460,0.0008459126528049375,29
0.0006984520587138832,24,29251,-105.32540130615234,133,-2.251535541666667,3.936152935028076,1223.0,35.56845474243164,29352,0.0008459126528049375,32
0.0006427079206332564,28,34143,-102.9000244140625,284,-2.1513198571428576,4.829836845397949,1223.0,13.75546932220459,34244,0.0008459126528049375,32
0.0005647001671604812,32,39035,-101.02676391601562,455,-2.0653280625,2.2635018825531006,1223.0,77.95831298828125,39136,0.0008459126528049375,31
0.0017359156627207994,36,43927,-79.87203979492188,608,-1.9891761388888887,25.984209060668945,1223.0,43.84838104248047,44028,0.0008459126528049375,31
0.0004660503182094544,40,48819,-75.33377075195312,778,-1.95545635,5.509568691253662,1223.0,50.151458740234375,48920,0.0008459126528049375,30
0.0006168110412545502,44,53711,-68.80415344238281,136,-1.9216135,6.262418746948242,1223.0,22.46033477783203,53812,0.0008459126528049375,27
0.0018395514925941825,48,58603,-62.37081527709961,312,-1.8663918541666664,3.7886483669281006,1223.0,-20.45192527770996,58704,0.0008459126528049375,27
0.0011835743207484484,52,63495,-53.3175048828125,488,-1.8505372115384615,3.538893699645996,1223.0,-35.67702102661133,63596,0.0008459126528049375,27
0.0007885789964348078,56,68387,-48.75908660888672,663,-1.840030107142857,2.027381658554077,1223.0,-38.04083251953125,68488,0.0008459126528049375,27
0.0008543066214770079,60,73279,-46.766700744628906,837,-1.8110989000000002,28.80415153503418,1223.0,-2.938131332397461,73380,0.0008459126528049375,27
0.0008629733929410577,64,78171,-44.49251937866211,104,-1.7886249843750002,2.506692409515381,1223.0,4.417512893676758,78272,0.0008459126528049375,31
0.00039716827450320125,68,83063,-42.68980407714844,262,-1.756956411764706,2.2378625869750977,1223.0,-46.28897476196289,83164,0.0008459126528049375,31
0.0006358668906614184,72,87955,-40.88645553588867,421,-1.7324010833333334,14.0133695602417,1223.0,-13.529681205749512,88056,0.0008459126528049375,31
