time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/std,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/approx_kl,train/value_loss,train/learning_rate,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
4008,1,512,0,,,,,,,,,,,,,
2335,2,1024,0,0.9994884133338928,16,-0.02648221916751936,-1.6633615493774414,0.2,0.185791015625,0.012832953,0.18345283958115033,0.0004092704424510632,-0.034838054329156876,-43.97898495197296,,
2051,3,1536,0,1.0006418228149414,32,-0.02343142886820715,-0.03520810604095459,0.2,0.2205810546875,0.015884478,0.00358903338201344,0.0004092704424510632,-0.03598758578300476,-43.982669711112976,-2.771794,1258.0
1935,4,2048,1,1.0007977485656738,48,-0.02792980262893252,0.005373120307922363,0.2,0.3056640625,0.018390924,0.02110200288007036,0.0004092704424510632,-0.027726583182811737,-44.01088762283325,-2.771794,1258.0
1867,5,2560,1,1.0007450580596924,64,-0.02113088610349223,-0.025154590606689453,0.2,0.23974609375,0.016948693,0.00285917231667554,0.0004092704424510632,-0.030916525050997734,-44.007709980010986,-2.6974609999999997,1258.0
1829,6,3072,1,1.0010145902633667,80,-0.024784095427094144,0.006982207298278809,0.2,0.2901611328125,0.018258687,0.03472444479120895,0.0004092704424510632,-0.01994987204670906,-44.01387345790863,-2.6974609999999997,1258.0
1804,7,3584,1,1.0006407499313354,96,-0.027465688152005896,0.03416210412979126,0.2,0.2261962890625,0.015919391,0.0016022999116103165,0.0004092704424510632,-0.052085086703300476,-44.010144114494324,-2.6974609999999997,1258.0
1788,8,4096,2,1.0020790100097656,112,-0.03307758420123719,0.0007134079933166504,0.2,0.3262939453125,0.022570182,0.01123296057630796,0.0004092704424510632,-0.04170037433505058,-44.0221027135849,-2.721917,1258.0
1775,9,4608,2,1.0044357776641846,128,-0.028586413740413263,0.006825864315032959,0.2,0.3084716796875,0.025655596,0.03533740754937753,0.0004092704424510632,-0.02421548217535019,-44.08225381374359,-2.721917,1258.0
1763,10,5120,2,1.0034412145614624,144,-0.024420669913524762,-0.023692607879638672,0.2,0.2425537109375,0.019054633,0.0037411516095744446,0.0004092704424510632,-0.03668160364031792,-44.11511242389679,-2.73276575,1258.0
1751,11,5632,3,1.0002350807189941,160,-0.016730115370592102,0.01273798942565918,0.2,0.1800537109375,0.015304849,0.05621694144792855,0.0004092704424510632,0.00839834101498127,-44.03992295265198,-2.73276575,1258.0
1741,12,6144,3,1.0000630617141724,176,-0.02765411278232932,-0.3841968774795532,0.2,0.21728515625,0.014758544,0.002197187744968687,0.0004092704424510632,-0.03666830062866211,-43.97732436656952,-2.73276575,1258.0
1733,13,6656,3,1.0007872581481934,192,-0.026491032011108473,0.007269442081451416,0.2,0.2972412109375,0.025445156,0.012965458270628005,0.0004092704424510632,-0.025670021772384644,-43.98839724063873,-2.7710234,1258.0
1725,14,7168,4,1.0005793571472168,208,-0.029379407525993884,0.011391758918762207,0.2,0.2987060546875,0.028377604,0.0550073430640623,0.0004092704424510632,-0.0314704105257988,-44.002537965774536,-2.7710234,1258.0
1717,15,7680,4,0.9987709522247314,224,-0.02463308715960011,-0.8791801929473877,0.2,0.1890869140625,0.011939988,0.0031691254989709705,0.0004092704424510632,-0.03870582953095436,-43.969401359558105,-2.734935333333333,1258.0
1716,16,8192,4,0.9962348937988281,240,-0.02259701065486297,0.03888428211212158,0.2,0.212158203125,0.019985639,0.0767052493756637,0.0004092704424510632,-0.008187621831893921,-43.897159934043884,-2.734935333333333,1258.0
1711,17,8704,5,0.996407687664032,256,-0.027116683311760426,-1.8779261112213135,0.2,0.2386474609375,0.0184883,0.003471624877420254,0.0004092704424510632,-0.03717372193932533,-43.852197766304016,-2.734935333333333,1258.0
1709,18,9216,5,0.9965209364891052,272,-0.024576618685387075,0.021371304988861084,0.2,0.2298583984375,0.021739287,0.013177287008147687,0.0004092704424510632,-0.028783142566680908,-43.86722373962402,-2.740323857142857,1258.0
1706,19,9728,5,0.9983914494514465,288,-0.023758466020808555,0.02378290891647339,0.2,0.238525390625,0.018543385,0.09394354338292032,0.0004092704424510632,0.005067795515060425,-43.892996191978455,-2.740323857142857,1258.0
1704,20,10240,6,0.998128354549408,304,-0.027922294684685767,-1.0717408657073975,0.2,0.2493896484375,0.019087804,0.008098137128399685,0.0004092704424510632,-0.04139687865972519,-43.92298913002014,-2.75811425,1258.0
1703,21,10752,6,0.9957261681556702,320,-0.02682956419448601,0.22477269172668457,0.2,0.2608642578125,0.018204812,0.06585343042388558,0.0004092704424510632,-0.0028409846127033234,-43.88725018501282,-2.75811425,1258.0
1700,22,11264,6,0.993388831615448,336,-0.025158868185826577,-4.949880599975586,0.2,0.2364501953125,0.017253794,0.0036610438364732545,0.0004092704424510632,-0.03298776224255562,-43.80251491069794,-2.75811425,1258.0
1700,23,11776,6,0.9925364255905151,352,-0.02731856757600326,0.15506142377853394,0.2,0.268310546875,0.025261626,0.011448554098024033,0.0004092704424510632,-0.03417583182454109,-43.74946856498718,-2.7577995555555557,1258.0
1699,24,12288,7,0.9935216307640076,368,-0.02757581972400658,0.3305675983428955,0.2,0.238525390625,0.028582577,0.05888008896727115,0.0004092704424510632,-0.0163508839905262,-43.75584578514099,-2.7577995555555557,1258.0
