time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/std,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/approx_kl,train/value_loss,train/learning_rate,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
3795,1,512,0,,,,,,,,,,,,,
2091,2,1024,0,0.9978681802749634,16,-0.03618329856544733,-0.34600603580474854,0.2,0.2930908203125,0.018742867,0.2092052237057942,0.0004092704424510632,-0.04584263265132904,-43.95087814331055,,
1918,3,1536,0,0.99978107213974,32,-0.031330139929195866,0.004015743732452393,0.2,0.2777099609375,0.020827245,0.003669123700092314,0.0004092704424510632,-0.04145608842372894,-43.939637780189514,-2.842517,1258.0
1869,4,2048,1,1.0003025531768799,48,-0.029740170488366857,-0.00022995471954345703,0.2,0.3365478515625,0.030712165,0.009623612408176996,0.0004092704424510632,-0.03264619782567024,-43.98963272571564,-2.842517,1258.0
1847,5,2560,1,1.0009472370147705,64,-0.027040688146371394,-0.0011031627655029297,0.2,0.2613525390625,0.017803777,0.003290374585048994,0.0004092704424510632,-0.03944845125079155,-43.99882626533508,-2.840944,1258.0
1835,6,3072,1,0.9994593262672424,80,-0.031205328123178333,2.396106719970703e-05,0.2,0.3297119140625,0.024884583,0.017784211493562907,0.0004092704424510632,-0.03671573847532272,-43.996026039123535,-2.840944,1258.0
1829,7,3584,1,1.0012450218200684,96,-0.023412524024024606,0.00672537088394165,0.2,0.1982421875,0.012538003,0.001261257530131843,0.0004092704424510632,-0.03752979636192322,-43.977729082107544,-2.840944,1258.0
1827,8,4096,2,1.0024000406265259,112,-0.02949571683711838,-0.00042188167572021484,0.2,0.3001708984375,0.02163029,0.00936335678852629,0.0004092704424510632,-0.03570092096924782,-44.04387974739075,-2.774656333333333,1258.0
1825,9,4608,2,1.0019419193267822,128,-0.02386317984201014,0.00307542085647583,0.2,0.26025390625,0.018703885,0.009220848878612742,0.0004092704424510632,-0.02475019358098507,-44.04801023006439,-2.774656333333333,1258.0
1835,10,5120,2,1.0010703802108765,144,-0.028085201018257067,-0.0005034208297729492,0.2,0.2578125,0.016440306,0.0032966136604954954,0.0004092704424510632,-0.035835541784763336,-44.024592995643616,-2.73473575,1258.0
