time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/loss,train/explained_variance,train/clip_fraction,train/clip_range,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
3745,0,1,512,,,,,,,,,,,,,
1781,0,2,1024,-0.0285886678902898,-0.030895762145519257,-0.33527207374572754,0.2366943359375,0.2,0.016169813,-43.96792936325073,0.15880668414320098,0.0004092704424510632,16,0.9985088109970093,,
1524,1,3,1536,-0.028036314732162282,-0.03845317289233208,0.07201123237609863,0.2882080078125,0.2,0.02231071,-43.930493116378784,0.002810834710544441,0.0004092704424510632,32,0.9980010390281677,-2.417535,1223.0
1426,1,4,2048,-0.027427965513197705,-0.03208184987306595,-0.019411563873291016,0.2415771484375,0.2,0.014509724,-43.930742621421814,0.0038332304247887805,0.0004092704424510632,48,0.9985289573669434,-2.417535,1223.0
1364,1,5,2560,-0.026227056165225804,-0.04008667543530464,0.010875403881072998,0.2625732421875,0.2,0.019697826,-43.93873143196106,0.0015699079376645386,0.0004092704424510632,64,0.9985067844390869,-2.3754745,1223.0
1330,2,6,3072,-0.03177021515148226,-0.03344055265188217,0.01606541872024536,0.344970703125,0.2,0.022540336,-43.9516077041626,0.006379305705195293,0.0004092704424510632,80,0.9996115565299988,-2.3754745,1223.0
1306,2,7,3584,-0.02078433286806103,-0.03947753459215164,0.060726940631866455,0.233642578125,0.2,0.014295163,-43.948139667510986,0.0018239174423797522,0.0004092704424510632,96,0.9975314140319824,-2.3754745,1223.0
1286,3,8,4096,-0.02772345963603584,-0.03109569102525711,0.004356741905212402,0.25732421875,0.2,0.017797977,-43.86857235431671,0.0030960491349105723,0.0004092704424510632,112,0.9952228665351868,-2.366130666666667,1223.0
1271,3,9,4608,-0.028356230148347095,-0.029295045882463455,-0.0006616115570068359,0.2867431640625,0.2,0.01891125,-43.82050681114197,0.014088349475059658,0.0004092704424510632,128,0.9946104288101196,-2.366130666666667,1223.0
1258,4,10,5120,-0.026688151963753626,-0.038457807153463364,0.025449514389038086,0.264404296875,0.2,0.015547674,-43.7890020608902,0.0017697508319542976,0.0004092704424510632,144,0.9926632642745972,-2.335757,1223.0
1251,4,11,5632,-0.02662324279663153,-0.037653230130672455,0.011174440383911133,0.298583984375,0.2,0.019057374,-43.73060631752014,0.01819724473170936,0.0004092704424510632,160,0.9912068247795105,-2.335757,1223.0
1243,4,12,6144,-0.024130176985636353,-0.03682201728224754,-0.006314277648925781,0.205810546875,0.2,0.013630092,-43.69928801059723,0.0015918824210530147,0.0004092704424510632,176,0.9909997582435608,-2.2980648,1223.0
1238,5,13,6656,-0.026759080705232918,-0.030133631080389023,0.018314242362976074,0.263427734375,0.2,0.026142033,-43.69597601890564,0.023289061326067895,0.0004092704424510632,192,0.9908231496810913,-2.2980648,1223.0
1233,5,14,7168,-0.027059042127802968,-0.029412323608994484,-0.0537106990814209,0.2415771484375,0.2,0.019048922,-43.68483579158783,0.003382197020982858,0.0004092704424510632,208,0.9903731942176819,-2.2980648,1223.0
