time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/loss,train/explained_variance,train/clip_fraction,train/clip_range,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
3809,0,1,512,,,,,,,,,,,,,
1805,0,2,1024,-0.028861403290648013,-0.032005589455366135,-1.0682342052459717,0.226318359375,0.2,0.012848817,-43.98866367340088,0.17470924690496759,0.0004092704424510632,16,1.0002690553665161,,
1552,0,3,1536,-0.02838788996450603,-0.03334593027830124,0.0297812819480896,0.252685546875,0.2,0.018071115,-43.9911926984787,0.002597768576379167,0.0004092704424510632,32,0.9999114871025085,-2.267953,1223.0
1453,1,4,2048,-0.03201748110586777,-0.03773612156510353,0.0062721967697143555,0.2938232421875,0.2,0.020181786,-43.97646915912628,0.008599357242928818,0.0004092704424510632,48,0.9997614026069641,-2.267953,1223.0
1401,1,5,2560,-0.029809261090122163,-0.0467657707631588,0.006307363510131836,0.296630859375,0.2,0.023611933,-43.96661949157715,0.0015178688663581852,0.0004092704424510632,64,0.9987570643424988,-2.3344224999999996,1223.0
1366,2,6,3072,-0.02423866227036342,-0.03600692376494408,0.006499946117401123,0.2777099609375,0.2,0.017690916,-43.934253334999084,0.004143401114561129,0.0004092704424510632,80,0.9980795979499817,-2.3344224999999996,1223.0
1346,2,7,3584,-0.024704964482225478,-0.032670218497514725,-0.0034331083297729492,0.232177734375,0.2,0.016438916,-43.931662797927856,0.0021042560001660604,0.0004092704424510632,96,0.9989302158355713,-2.3344224999999996,1223.0
1326,3,8,4096,-0.0347265672753565,-0.03968949243426323,0.0019273757934570312,0.3077392578125,0.2,0.021644037,-43.958943247795105,0.0026435005383973476,0.0004092704424510632,112,0.9995100498199463,-2.2931839999999997,1223.0
1311,3,9,4608,-0.017970740191231016,-0.02944178506731987,-0.010032296180725098,0.155517578125,0.2,0.011588497,-43.940709352493286,0.0033154206321341917,0.0004092704424510632,128,0.9973798394203186,-2.2931839999999997,1223.0
1300,3,10,5120,-0.023125358784454875,-0.023490693420171738,0.00897359848022461,0.2484130859375,0.2,0.021280514,-43.852840304374695,0.0018205189608124783,0.0004092704424510632,144,0.9943514466285706,-2.29060975,1223.0
1293,4,11,5632,-0.02180949947796762,-0.03737788274884224,-0.0051223039627075195,0.234130859375,0.2,0.015274119,-43.784509897232056,0.006197275506565347,0.0004092704424510632,160,0.9932466149330139,-2.29060975,1223.0
1288,4,12,6144,-0.024397059838520363,-0.042523343116045,-0.0013538599014282227,0.22216796875,0.2,0.015714604,-43.75398123264313,0.0014632635120506166,0.0004092704424510632,176,0.9922580718994141,-2.2721367999999997,1223.0
1281,5,13,6656,-0.0249762965249829,-0.025450460612773895,-0.002352118492126465,0.278564453125,0.2,0.023922019,-43.72685647010803,0.009445500108995475,0.0004092704424510632,192,0.9915913343429565,-2.2721367999999997,1223.0
1276,5,14,7168,-0.030050396439037286,-0.0553174689412117,0.0030031800270080566,0.2672119140625,0.2,0.015784558,-43.72604823112488,0.0027406851986597758,0.0004092704424510632,208,0.992555558681488,-2.2721367999999997,1223.0
