time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/loss,train/explained_variance,train/clip_fraction,train/clip_range,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
3923,0,1,512,,,,,,,,,,,,,
1818,0,2,1024,-0.030925980128813535,-0.03447211533784866,-0.4509773254394531,0.234130859375,0.2,0.016094511,-44.00403821468353,0.1097236362802505,0.0004092704424510632,16,1.0010323524475098,,
1547,0,3,1536,-0.02148965089872945,-0.02277054823935032,-0.020393967628479004,0.21630859375,0.2,0.015161033,-44.046804547309875,0.002884653102228185,0.0004092704424510632,32,1.0028736591339111,-2.297018,1223.0
1438,1,4,2048,-0.030168595520081,-0.03560067340731621,0.014730632305145264,0.2987060546875,0.2,0.020937854,-44.05985474586487,0.012605963624082506,0.0004092704424510632,48,1.0012884140014648,-2.297018,1223.0
1385,1,5,2560,-0.027596544387051836,-0.03272222727537155,-0.029143810272216797,0.2884521484375,0.2,0.019220658,-44.00357675552368,0.0016468971862195758,0.0004092704424510632,64,1.0002107620239258,-2.3615165,1223.0
1347,2,6,3072,-0.030199453583918512,-0.0276590958237648,0.03708428144454956,0.277587890625,0.2,0.019517934,-43.97629356384277,0.017988121398957446,0.0004092704424510632,80,0.9991955757141113,-2.3615165,1223.0
1323,2,7,3584,-0.025567686272552237,-0.05011429637670517,-0.0493924617767334,0.2244873046875,0.2,0.014174927,-43.94421112537384,0.0020618255948647857,0.0004092704424510632,96,0.9984995722770691,-2.3615165,1223.0
1308,3,8,4096,-0.022787769052229123,-0.02197275497019291,0.03876328468322754,0.2188720703125,0.2,0.01689962,-43.940552830696106,0.002831140700436663,0.0004092704424510632,112,0.9992337822914124,-2.340513666666667,1223.0
1295,3,9,4608,-0.0286324237822555,-0.02918059378862381,0.018158912658691406,0.2864990234375,0.2,0.017533261,-43.965983152389526,0.031221338314935565,0.0004092704424510632,128,0.9998600482940674,-2.340513666666667,1223.0
1284,3,10,5120,-0.03412522384314798,-0.05015390366315842,-0.11875224113464355,0.316162109375,0.2,0.025147438,-43.95071506500244,0.0018705571492318995,0.0004092704424510632,144,0.9978286027908325,-2.3515185,1223.0
1276,4,11,5632,-0.026681654213462025,-0.02060498669743538,0.07972532510757446,0.24169921875,0.2,0.022009369,-43.85922920703888,0.0334881175076589,0.0004092704424510632,160,0.9944965243339539,-2.3515185,1223.0
1268,4,12,6144,-0.028470200661104172,-0.03712226450443268,-0.23711585998535156,0.2625732421875,0.2,0.020000491,-43.80669021606445,0.001587249358635745,0.0004092704424510632,176,0.9955565929412842,-2.3649264000000003,1223.0
1255,5,13,6656,-0.028297118115006015,-0.02107015997171402,0.06568944454193115,0.232421875,0.2,0.016214758,-43.87552869319916,0.03774455428356305,0.0004092704424510632,192,0.9982628226280212,-2.3649264000000003,1223.0
1252,5,14,7168,-0.026121763745322824,-0.04370811581611633,0.10620802640914917,0.2237548828125,0.2,0.013834354,-43.922646045684814,0.004548289267404471,0.0004092704424510632,208,0.9978021383285522,-2.3649264000000003,1223.0
1247,6,15,7680,-0.026748856151243672,-0.03195177763700485,0.1395711898803711,0.21630859375,0.2,0.017910115,-43.90222346782684,0.0029610699602926616,0.0004092704424510632,224,0.9979844689369202,-2.3562423333333338,1223.0
1242,6,16,8192,-0.023639959283173084,-0.023924440145492554,0.06110870838165283,0.228271484375,0.2,0.022163471,-43.89470303058624,0.036549051001202315,0.0004092704424510632,240,0.9969950318336487,-2.3562423333333338,1223.0
1239,7,17,8704,-0.027178070158697665,-0.04476313292980194,-1.9680657386779785,0.205078125,0.2,0.015459434,-43.87547504901886,0.00612997875578003,0.0004092704424510632,256,0.9975152611732483,-2.341122142857143,1223.0
1236,7,18,9216,-0.020956013875547796,-0.0149657242000103,0.09902161359786987,0.20263671875,0.2,0.017524134,-43.895517468452454,0.04825785290449858,0.0004092704424510632,272,0.9975867867469788,-2.341122142857143,1223.0
1234,7,19,9728,-0.025523089221678674,-0.02794470824301243,0.030526280403137207,0.229736328125,0.2,0.016507227,-43.88184118270874,0.0026376123241789173,0.0004092704424510632,288,0.9971615076065063,-2.341122142857143,1223.0
1232,8,20,10240,-0.02692637352447491,-0.0443258099257946,0.1919117569923401,0.22265625,0.2,0.018465415,-43.8840616941452,0.0034395092297927476,0.0004092704424510632,304,0.9980684518814087,-2.3578835,1223.0
1230,8,21,10752,-0.027731674228562042,-0.024226665496826172,0.04777413606643677,0.253173828125,0.2,0.029213902,-43.921173453330994,0.04897281713783741,0.0004092704424510632,320,0.9994024038314819,-2.3578835,1223.0
1228,9,22,11264,-0.021765100012999028,-0.04180841147899628,-1.6222655773162842,0.1812744140625,0.2,0.016013194,-43.93445360660553,0.008655138612084556,0.0004092704424510632,336,0.9988360404968262,-2.332879222222222,1223.0
1225,9,23,11776,-0.019094960414804518,-0.017932431772351265,0.07738626003265381,0.2193603515625,0.2,0.022141479,-43.92408645153046,0.05872204003389925,0.0004092704424510632,352,0.9990814328193665,-2.332879222222222,1223.0
1224,10,24,12288,-0.02249981483328156,-0.027797870337963104,-2.166140079498291,0.2122802734375,0.2,0.021285698,-43.925458908081055,0.005318930561770685,0.0004092704424510632,368,0.9986919164657593,-2.3322439999999998,1223.0
1222,10,25,12800,-0.021278370564687066,-0.004390262067317963,0.20468193292617798,0.1915283203125,0.2,0.017190391,-43.89042901992798,0.04818850371520966,0.0004092704424510632,384,0.9969143271446228,-2.3322439999999998,1223.0
