train/ent_coef_loss,time/fps,rollout/ep_len_mean,train/ent_coef,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,time/episodes,train/n_updates
-181.54232788085938,38,1258.0,0.01696726493537426,-121.47254943847656,-5.4455557500000005,130,5032,0.0008459126528049375,3.244079351425171,4,4931
33.22254943847656,33,1258.0,0.0009056087583303452,-129.83177185058594,-4.206003625,298,10064,0.0008459126528049375,6.739171028137207,8,9963
60.00715255737305,32,1258.0,0.000996892456896603,-124.1141357421875,-3.474908916666667,466,15096,0.0008459126528049375,3.051985263824463,12,14995
-139.61375427246094,31,1258.0,0.00042779906652867794,-124.06239318847656,-3.0747423124999997,635,20128,0.0008459126528049375,5.508251667022705,16,20027
-65.92848205566406,29,1258.0,0.0009397243265993893,-119.04354095458984,-2.8610236,5,25160,0.0008459126528049375,3.9918324947357178,20,25059
39.549949645996094,29,1258.0,0.0005641522002406418,-78.64614868164062,-2.7382684583333337,174,30192,0.0008459126528049375,3.0865163803100586,24,30091
-13.256802558898926,30,1258.0,0.00032067662687040865,-72.50804138183594,-2.6275127142857144,337,35224,0.0008459126528049375,1.8645521402359009,28,35123
-24.746259689331055,33,1258.0,0.00034486575168557465,-61.24665069580078,-2.57896675,460,40256,0.0008459126528049375,1.9068573713302612,32,40155
-23.91559410095215,34,1258.0,0.0006943049957044423,-46.385093688964844,-2.5258521944444445,582,45288,0.0008459126528049375,2.6986398696899414,36,45187
-40.9862174987793,29,1258.0,0.0003445598413236439,-35.08324432373047,-2.515370275,10,50320,0.0008459126528049375,3.4984753131866455,40,50219
-23.802722930908203,29,1258.0,0.00032914523035287857,-28.337751388549805,-2.4728611590909093,180,55352,0.0008459126528049375,1.8406294584274292,44,55251
280.3279724121094,29,1258.0,0.00041971117025241256,-18.4786434173584,-2.4429528333333335,350,60384,0.0008459126528049375,3.8377623558044434,48,60283
9.754358291625977,29,1258.0,0.00022440595785155892,-16.044824600219727,-2.4126132115384613,522,65416,0.0008459126528049375,1.3444629907608032,52,65315
29.392301559448242,29,1258.0,0.00031859069713391364,-8.513790130615234,-2.4046475178571427,695,70448,0.0008459126528049375,1.0925650596618652,56,70347
-38.88221740722656,28,1258.0,0.00022424764756578952,-5.5681471824646,-2.3858788333333334,17,75480,0.0008459126528049375,0.738578736782074,60,75379
-18.04480743408203,27,1258.0,8.694133430253714e-05,-1.852768898010254,-2.37090534375,200,80512,0.0008459126528049375,0.6080102920532227,64,80411
-42.42997360229492,30,1258.0,0.00013739721907768399,0.7752204537391663,-2.3557987205882354,345,85544,0.0008459126528049375,0.5431178212165833,68,85443
-48.60567855834961,31,1258.0,0.00034074002178385854,7.185309410095215,-2.356627763888889,487,90576,0.0008459126528049375,0.9875659942626953,72,90475
29.4246826171875,31,1258.0,0.00014119160186965019,10.725192070007324,-2.3446702631578953,651,95608,0.0008459126528049375,0.6268041133880615,76,95507
