train/ent_coef_loss,time/fps,rollout/ep_len_mean,train/ent_coef,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,time/episodes,train/n_updates
-168.3735809326172,31,1258.0,0.0170536320656538,-121.52667236328125,-5.51811525,158,5032,0.0008459126528049375,3.4931018352508545,4,4931
15.033409118652344,31,1258.0,0.0010698771802708507,-123.4459228515625,-4.467487625,321,10064,0.0008459126528049375,5.195669651031494,8,9963
20.87369155883789,31,1258.0,0.0012272029416635633,-118.7503662109375,-3.6913792500000007,483,15096,0.0008459126528049375,2.3324551582336426,12,14995
25.24989128112793,31,1258.0,0.0013085209066048265,-96.63371276855469,-3.3352258125,645,20128,0.0008459126528049375,5.142910957336426,16,20027
10.832830429077148,30,1258.0,0.0009723461698740721,-93.71002960205078,-3.08719275,5,25160,0.0008459126528049375,2.2762413024902344,20,25059
6.647828578948975,30,1258.0,0.0006375026423484087,-90.2219467163086,-2.949738416666667,169,30192,0.0008459126528049375,1.7156660556793213,24,30091
-25.360193252563477,30,1258.0,0.0005142323207110167,-85.83436584472656,-2.887468607142857,333,35224,0.0008459126528049375,1.8123929500579834,28,35123
22.336257934570312,30,1258.0,0.0003353580250404775,-78.43827819824219,-2.85502296875,497,40256,0.0008459126528049375,3.77459716796875,32,40155
82.55117797851562,30,1258.0,0.0002576962288003415,-80.61143493652344,-2.8028762222222223,661,45288,0.0008459126528049375,12.320018768310547,36,45187
43.27674865722656,30,1258.0,0.00028620040393434465,-72.58595275878906,-2.7370890500000002,10,50320,0.0008459126528049375,1.5023282766342163,40,50219
-38.395164489746094,30,1258.0,0.0003921867464669049,-65.89441680908203,-2.690078227272728,173,55352,0.0008459126528049375,5.2476606369018555,44,55251
62.95804214477539,30,1258.0,0.0003658313362393528,-64.79296875,-2.6637282291666664,337,60384,0.0008459126528049375,1.368395209312439,48,60283
101.77416229248047,30,1258.0,0.0010563358664512634,-61.485511779785156,-2.629513615384615,503,65416,0.0008459126528049375,5.595458984375,52,65315
6.687880992889404,30,1258.0,0.0003635492757894099,-60.780094146728516,-2.613051517857143,670,70448,0.0008459126528049375,3.081812858581543,56,70347
-35.25989532470703,28,1258.0,0.001735263504087925,-42.93342971801758,-2.595179866666667,16,75480,0.0008459126528049375,4.583179473876953,60,75379
-48.075504302978516,28,1258.0,0.0003546954249031842,-35.341304779052734,-2.583485625,194,80512,0.0008459126528049375,6.8165388107299805,64,80411
-36.35423278808594,28,1258.0,0.0011463634436950088,-27.399242401123047,-2.5598996470588236,375,85544,0.0008459126528049375,7.627213954925537,68,85443
-70.72311401367188,27,1258.0,0.0020126299932599068,-6.142436981201172,-2.5327614583333333,556,90576,0.0008459126528049375,22.39551544189453,72,90475
-9.12026309967041,27,1258.0,0.0009165481897071004,5.73883056640625,-2.5092655,738,95608,0.0008459126528049375,8.574231147766113,76,95507
