train/ent_coef_loss,time/fps,rollout/ep_len_mean,train/ent_coef,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,time/episodes,train/n_updates
-168.19114685058594,31,1258.0,0.017664317041635513,-123.15498352050781,-5.3842005,158,5032,0.0008459126528049375,3.1759629249572754,4,4931
22.67839241027832,31,1258.0,0.0010818822775036097,-128.8249053955078,-4.396964625000001,320,10064,0.0008459126528049375,4.279885292053223,8,9963
-63.44764709472656,31,1258.0,0.0007431017584167421,-128.77694702148438,-3.7675640833333337,482,15096,0.0008459126528049375,4.7080817222595215,12,14995
30.299848556518555,31,1258.0,0.0013380877207964659,-116.10956573486328,-3.4087368125,644,20128,0.0008459126528049375,6.727715015411377,16,20027
42.264034271240234,31,1258.0,0.0008550292113795877,-101.14987182617188,-3.1732856000000003,5,25160,0.0008459126528049375,7.632872581481934,20,25059
-19.54283332824707,31,1258.0,0.000801992486231029,-101.27014923095703,-2.9811809166666667,165,30192,0.0008459126528049375,3.11453914642334,24,30091
16.707963943481445,31,1258.0,0.00029831143910996616,-100.96684265136719,-2.8510847142857143,325,35224,0.0008459126528049375,1.3425178527832031,28,35123
-67.32910919189453,31,1258.0,0.0002607562346383929,-97.82569885253906,-2.76896984375,485,40256,0.0008459126528049375,2.396918296813965,32,40155
2.8423123359680176,31,1258.0,0.0003186520771123469,-67.67432403564453,-2.7042398611111107,646,45288,0.0008459126528049375,1.6236999034881592,36,45187
27.273691177368164,23,1258.0,0.0008305119699798524,-53.39349365234375,-2.649249825,13,50320,0.0008459126528049375,2.855250597000122,40,50219
20.756263732910156,28,1258.0,0.0005646221106871963,-46.88007354736328,-2.626967181818182,187,55352,0.0008459126528049375,4.711353778839111,44,55251
-22.68217658996582,29,1258.0,0.0005994117236696184,-38.60021209716797,-2.6193794374999997,349,60384,0.0008459126528049375,9.150030136108398,48,60283
22.859146118164062,29,1258.0,0.000714419293217361,-35.524375915527344,-2.591518788461538,513,65416,0.0008459126528049375,2.676973819732666,52,65315
-49.956275939941406,30,1258.0,0.00047863865620456636,-30.846906661987305,-2.570292767857143,679,70448,0.0008459126528049375,77.26341247558594,56,70347
77.487060546875,29,1258.0,0.0006612861761823297,-29.00617027282715,-2.5688425000000006,16,75480,0.0008459126528049375,3.7071385383605957,60,75379
-78.72173309326172,28,1258.0,0.00028150813886895776,-29.6116943359375,-2.553153,193,80512,0.0008459126528049375,2.1633481979370117,64,80411
9.673038482666016,28,1258.0,0.00023867895652074367,-22.318758010864258,-2.5419512352941176,373,85544,0.0008459126528049375,10.192008018493652,68,85443
-71.6009750366211,28,1258.0,0.0005626839702017605,7.583709716796875,-2.5238752916666667,554,90576,0.0008459126528049375,7.509558200836182,72,90475
-129.60360717773438,28,1258.0,0.0006586172967217863,22.497726440429688,-2.5061399868421055,735,95608,0.0008459126528049375,5.447873115539551,76,95507
