train/ent_coef_loss,time/fps,rollout/ep_len_mean,train/ent_coef,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,time/episodes,train/n_updates
-177.32943725585938,30,1258.0,0.01714540272951126,-122.78945922851562,-5.49908825,166,5032,0.0008459126528049375,1.6986713409423828,4,4931
-18.769052505493164,29,1258.0,0.0010610827011987567,-128.89407348632812,-4.451029625,337,10064,0.0008459126528049375,6.077833652496338,8,9963
-30.752811431884766,31,1258.0,0.0010369343217462301,-131.96737670898438,-3.7660738333333335,481,15096,0.0008459126528049375,6.738701343536377,12,14995
-27.9144229888916,32,1258.0,0.0012254515895619988,-133.92379760742188,-3.39673975,610,20128,0.0008459126528049375,11.726226806640625,16,20027
30.630191802978516,39,1258.0,0.0005789730348624289,-137.50975036621094,-3.1496737,4,25160,0.0008459126528049375,3.6753125190734863,20,25059
-24.25286102294922,39,1258.0,0.0006664370885118842,-106.8686294555664,-2.9997664166666667,132,30192,0.0008459126528049375,5.322312355041504,24,30091
-38.841209411621094,34,1258.0,0.0004906918620690703,-102.34310913085938,-2.864661107142857,299,35224,0.0008459126528049375,4.303661823272705,28,35123
-25.544334411621094,32,1258.0,0.0007502438966184855,-103.12898254394531,-2.75624296875,468,40256,0.0008459126528049375,2.3981614112854004,32,40155
420.6906433105469,33,1258.0,0.0005266391090117395,-100.41276550292969,-2.7155017777777775,600,45288,0.0008459126528049375,1.265350103378296,36,45187
63.21995544433594,39,1258.0,0.00019783727475441992,-97.30977630615234,-2.663663725,8,50320,0.0008459126528049375,1.7472546100616455,40,50219
74.80437469482422,39,1258.0,0.0010876771993935108,-79.22198486328125,-2.592358681818182,134,55352,0.0008459126528049375,10.81468677520752,44,55251
49.20376968383789,39,1258.0,0.00044900327338837087,-71.68281555175781,-2.5666810208333337,260,60384,0.0008459126528049375,2.613677978515625,48,60283
-95.85115051269531,39,1258.0,0.00036610563984140754,-68.8479995727539,-2.5332009807692306,387,65416,0.0008459126528049375,2.450803279876709,52,65315
66.08160400390625,39,1258.0,0.0005659596063196659,-65.57565307617188,-2.520375285714286,516,70448,0.0008459126528049375,2.4017891883850098,56,70347
-75.00985717773438,37,1258.0,0.0002974137896671891,-57.903907775878906,-2.495885433333333,12,75480,0.0008459126528049375,3.0812385082244873,60,75379
-201.88333129882812,35,1258.0,0.00045173728722147644,-48.48687744140625,-2.483675640625,153,80512,0.0008459126528049375,4.565826416015625,64,80411
-13.028524398803711,35,1258.0,0.0004928564885631204,-50.182376861572266,-2.4703208529411764,296,85544,0.0008459126528049375,5.834981918334961,68,85443
-58.8695182800293,35,1258.0,0.0007228410104289651,-36.04021453857422,-2.450648875,439,90576,0.0008459126528049375,34.63226318359375,72,90475
-29.464096069335938,35,1258.0,0.001105812261812389,-30.441741943359375,-2.4373858947368423,582,95608,0.0008459126528049375,8.555296897888184,76,95507
