rollout/ep_len_mean,train/ent_coef,train/actor_loss,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/time_elapsed,train/ent_coef_loss,train/critic_loss
1257.0,0.017206130549311638,-122.8294448852539,-5.39662025,30,4927,5028,4,0.0008459126528049375,164,-166.2908935546875,1.914862036705017
1257.0,0.0013544282410293818,-128.1188507080078,-4.29031375,27,9955,10056,8,0.0008459126528049375,361,28.458864212036133,62.5886116027832
1257.0,0.0007300630095414817,-134.45382690429688,-3.6081013333333343,26,14983,15084,12,0.0008459126528049375,570,50.70469665527344,1.650163173675537
1257.0,0.0009603546932339668,-136.91751098632812,-3.2501958749999997,26,20011,20112,16,0.0008459126528049375,752,53.43778610229492,4.270907402038574
1257.0,0.0005282701458781958,-139.36404418945312,-3.0569512999999997,33,25039,25140,20,0.0008459126528049375,4,77.450439453125,56.302528381347656
1257.0,0.0008985077147372067,-144.37802124023438,-2.8824042500000004,33,30067,30168,24,0.0008459126528049375,156,11.138094902038574,6.176156997680664
1257.0,0.0010153413750231266,-145.1129150390625,-2.7523593928571435,33,35095,35196,28,0.0008459126528049375,308,-26.50151252746582,4.657407760620117
1257.0,0.0005480480031110346,-143.2939910888672,-2.6537243125,33,40123,40224,32,0.0008459126528049375,460,-1.910476565361023,50.62242889404297
1257.0,0.0005979344132356346,-141.009033203125,-2.613742777777778,33,45151,45252,36,0.0008459126528049375,612,78.68336486816406,14.43624496459961
1257.0,0.0013290441129356623,-130.01739501953125,-2.56332515,32,50179,50280,40,0.0008459126528049375,8,-31.82363510131836,8.76083755493164
1257.0,0.0009599985205568373,-128.15956115722656,-2.5364175227272727,32,55207,55308,44,0.0008459126528049375,161,-50.72218704223633,3.406024932861328
1257.0,0.0013826291542500257,-122.70687103271484,-2.5001676666666666,32,60235,60336,48,0.0008459126528049375,314,206.1119842529297,10.062875747680664
1257.0,0.001160446205176413,-95.8175277709961,-2.4678126153846156,32,65263,65364,52,0.0008459126528049375,469,-36.41845703125,7.418239116668701
1257.0,0.0010047029936686158,-87.59584045410156,-2.433133875,32,70291,70392,56,0.0008459126528049375,625,1.601678729057312,11.505495071411133
1257.0,0.000918483710847795,-78.17550659179688,-2.3780630833333327,31,75319,75420,60,0.0008459126528049375,13,34.587833404541016,6.581480503082275
1257.0,0.002267203526571393,-68.91482543945312,-2.3378871875,30,80347,80448,64,0.0008459126528049375,176,117.36367797851562,14.212786674499512
1257.0,0.00047655327944085,-59.05699920654297,-2.3287011764705885,30,85375,85476,68,0.0008459126528049375,341,-4.2341132164001465,2.7311737537384033
1257.0,0.0006048811483196914,-54.03742218017578,-2.318808375,30,90403,90504,72,0.0008459126528049375,506,-15.846416473388672,0.5428835153579712
1257.0,0.0007095481851138175,-44.975799560546875,-2.29864477631579,30,95431,95532,76,0.0008459126528049375,671,-42.06758499145508,1.8757703304290771
