time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
80,1785,22,40960,-0.020033941749716178,0.1673888973891735,1264,0.0004092704424510632,0.9898514747619629,0.2,0.10369044542312622,-43.633076429367065,0.021545049,0.04898098483681679,0.2105712890625,-2.73657375,1258.0
81,1786,23,41472,-0.027387272159103304,0.02349129383219406,1280,0.0004092704424510632,0.9895877242088318,0.2,0.37387728691101074,-43.60410964488983,0.023502879,-0.03780224174261093,0.2845458984375,-2.73657375,1258.0
82,1787,23,41984,-0.02664808179542888,0.017272265715291724,1296,0.0004092704424510632,0.9895211458206177,0.2,-0.052753329277038574,-43.595903396606445,0.022231165,-0.02341601997613907,0.23583984375,-2.737612727272727,1258.0
83,1788,23,42496,-0.028293521754676476,0.15034259925596416,1312,0.0004092704424510632,0.9903001189231873,0.2,0.30312609672546387,-43.60367822647095,0.026817732,0.014939717948436737,0.304443359375,-2.737612727272727,1258.0
84,1789,24,43008,-0.030519311476382427,0.024388635909417644,1328,0.0004092704424510632,0.9891918301582336,0.2,-0.7338595390319824,-43.6108638048172,0.026074084,-0.03107655607163906,0.25146484375,-2.733111382352941,1258.0
85,1789,24,43520,-0.02202489053888712,0.17821937846019864,1344,0.0004092704424510632,0.9891179203987122,0.2,0.2751465439796448,-43.577789068222046,0.019829,0.05311921611428261,0.2139892578125,-2.733111382352941,1258.0
86,1789,24,44032,-0.02535573238856159,0.019973330054199323,1360,0.0004092704424510632,0.9898389577865601,0.2,0.2162410020828247,-43.58676838874817,0.018897906,-0.027184434235095978,0.22314453125,-2.7354891714285707,1258.0
87,1789,24,44544,-0.023833674495108426,0.17865887563675642,1376,0.0004092704424510632,0.9901379346847534,0.2,0.2895944118499756,-43.610920786857605,0.017232142,0.05253579467535019,0.1776123046875,-2.7354891714285707,1258.0
88,1790,25,45056,-0.021080499835079536,0.003512425009830622,1392,0.0004092704424510632,0.988908052444458,0.2,-2.9077796936035156,-43.59984254837036,0.01483448,-0.04388955608010292,0.199951171875,-2.7354891714285707,1258.0
89,1791,25,45568,-0.028750105790095404,0.004804460419109091,1408,0.0004092704424510632,0.9879788160324097,0.2,-0.2806711196899414,-43.558793902397156,0.025708865,-0.037754833698272705,0.2725830078125,-2.7422784444444437,1258.0
90,1794,25,46080,-0.01971036070608534,0.20988328335806727,1424,0.0004092704424510632,0.9855608344078064,0.2,0.02414405345916748,-43.51181471347809,0.0128598735,0.05992082878947258,0.1826171875,-2.7422784444444437,1258.0
91,1795,25,46592,-0.027833030733745545,0.015469415375264362,1440,0.0004092704424510632,0.984401524066925,0.2,0.2961951494216919,-43.44760823249817,0.01707657,-0.02653197944164276,0.2362060546875,-2.740800756756756,1258.0
92,1796,26,47104,-0.02397711487719789,0.19008217891678214,1456,0.0004092704424510632,0.9831457734107971,0.2,0.14623552560806274,-43.414862632751465,0.021723775,0.04082309454679489,0.25390625,-2.740800756756756,1258.0
93,1796,26,47616,-0.019783586991252378,0.004146062197833089,1472,0.0004092704424510632,0.9821619987487793,0.2,-4.750145435333252,-43.374056458473206,0.01857432,-0.029043693095445633,0.210693359375,-2.740800756756756,1258.0
94,1791,26,48128,-0.028839130274718627,0.003091076054261066,1488,0.0004092704424510632,0.9812217950820923,0.2,-0.08399081230163574,-43.34436511993408,0.023202982,-0.02916504256427288,0.2662353515625,-2.7428751578947357,1258.0
95,1787,27,48640,-0.02595105925865937,0.23063990892842412,1504,0.0004092704424510632,0.9817492365837097,0.2,0.01937776803970337,-43.33458650112152,0.025192829,0.046466730535030365,0.275634765625,-2.7428751578947357,1258.0
96,1782,27,49152,-0.020097561973670963,0.024952752370154485,1520,0.0004092704424510632,0.9809902906417847,0.2,0.013906478881835938,-43.33999752998352,0.01502944,-0.01711391843855381,0.1932373046875,-2.7454612051282044,1258.0
97,1779,27,49664,-0.023128247441491112,0.21279036020860076,1536,0.0004092704424510632,0.9801353812217712,0.2,0.20439106225967407,-43.304566383361816,0.021909066,0.0642080307006836,0.2681884765625,-2.7454612051282044,1258.0
98,1776,28,50176,-0.022737913313903846,0.01989133277675137,1552,0.0004092704424510632,0.979736864566803,0.2,0.23039549589157104,-43.28735327720642,0.020072712,-0.021746918559074402,0.2318115234375,-2.7454612051282044,1258.0
99,1772,28,50688,-0.026983785210177302,0.0030081399709160905,1568,0.0004092704424510632,0.9789055585861206,0.2,0.16669416427612305,-43.26738750934601,0.020721432,-0.03888499736785889,0.2711181640625,-2.7504160500000006,1258.0
100,1769,28,51200,-0.01790554277249612,0.212593711912632,1584,0.0004092704424510632,0.9775362610816956,0.2,0.08282238245010376,-43.23874032497406,0.014188467,0.0535883828997612,0.1510009765625,-2.7504160500000006,1258.0
101,1769,29,51712,-0.018920488219009712,0.03313438850454986,1600,0.0004092704424510632,0.9762755632400513,0.2,-0.5642856359481812,-43.18998348712921,0.018503789,-0.015528233721852303,0.1912841796875,-2.754054804878049,1258.0
102,1768,29,52224,-0.02299698612478096,0.2305499780923128,1616,0.0004092704424510632,0.9753575921058655,0.2,0.35053080320358276,-43.15817856788635,0.018884633,0.09554089605808258,0.2119140625,-2.754054804878049,1258.0
103,1767,29,52736,-0.019070944079430774,0.023111356364097446,1632,0.0004092704424510632,0.9739853739738464,0.2,0.26975005865097046,-43.12046003341675,0.01516675,-0.017151543870568275,0.1846923828125,-2.754054804878049,1258.0
104,1765,30,53248,-0.023764341465721373,0.002910451225034194,1648,0.0004092704424510632,0.9739782214164734,0.2,-0.039484262466430664,-43.0914751291275,0.017464615,-0.03102678805589676,0.2244873046875,-2.7551208571428574,1258.0
105,1765,30,53760,-0.023999919998459518,0.2339068683795631,1664,0.0004092704424510632,0.9739684462547302,0.2,0.10065704584121704,-43.09703731536865,0.024246156,0.052516963332891464,0.2369384765625,-2.7551208571428574,1258.0
106,1766,30,54272,-0.023158125564805232,0.0200129444419872,1680,0.0004092704424510632,0.9733219146728516,0.2,-0.3579360246658325,-43.0832394361496,0.015710833,-0.02718307264149189,0.207763671875,-2.756162604651163,1258.0
107,1767,30,54784,-0.027938073384575546,0.2575893783941865,1696,0.0004092704424510632,0.9719946384429932,0.2,0.06864094734191895,-43.051360845565796,0.024146065,0.06931795179843903,0.255126953125,-2.756162604651163,1258.0
108,1768,31,55296,-0.030234853344154544,0.028903377475216985,1712,0.0004092704424510632,0.9700360894203186,0.2,0.2516157031059265,-43.001031160354614,0.02617981,-0.03312499821186066,0.2701416015625,-2.756162604651163,1258.0
109,1770,31,55808,-0.022772548749344423,0.006943829823285341,1728,0.0004092704424510632,0.9698226451873779,0.2,-0.956336259841919,-42.960028409957886,0.0148808155,-0.035238053649663925,0.2208251953125,-2.7563934090909092,1258.0
110,1771,31,56320,-0.019696315343026072,0.24238709546625614,1744,0.0004092704424510632,0.9685873985290527,0.2,0.10835695266723633,-42.94999897480011,0.022464251,0.07596100121736526,0.2274169921875,-2.7563934090909092,1258.0
111,1774,32,56832,-0.028451828431570902,0.018451894022291526,1760,0.0004092704424510632,0.9666104316711426,0.2,-0.6998108625411987,-42.89999210834503,0.014786828,-0.037975434213876724,0.2476806640625,-2.7582272444444444,1258.0
112,1776,32,57344,-0.021523180097574368,0.21440958557650447,1776,0.0004092704424510632,0.9657402038574219,0.2,0.10847324132919312,-42.848634004592896,0.019559138,0.06786727160215378,0.216064453125,-2.7582272444444444,1258.0
113,1777,32,57856,-0.02437278004072141,0.017730661114910617,1792,0.0004092704424510632,0.9658881425857544,0.2,-0.05084049701690674,-42.84027314186096,0.021813761,-0.036235708743333817,0.244873046875,-2.7582272444444444,1258.0
114,1780,32,58368,-0.025726483567268588,0.005900467614992522,1808,0.0004092704424510632,0.9672329425811768,0.2,0.30806583166122437,-42.859951972961426,0.015542425,-0.036086827516555786,0.2508544921875,-2.753577,1258.0
115,1782,33,58880,-0.021208825579378754,0.1090680620400235,1824,0.0004092704424510632,0.9670785665512085,0.2,0.04837149381637573,-42.888263463974,0.03896319,0.015801450237631798,0.3369140625,-2.753577,1258.0
116,1783,33,59392,-0.024819842394208536,0.025243008945835754,1840,0.0004092704424510632,0.9668349027633667,0.2,-0.8300995826721191,-42.873324275016785,0.017362796,-0.041528183966875076,0.2110595703125,-2.752968340425532,1258.0
117,1784,33,59904,-0.02082724061619956,0.22691922960802913,1856,0.0004092704424510632,0.9665364623069763,0.2,0.3342379331588745,-42.86242604255676,0.0231525,0.07305461913347244,0.1988525390625,-2.752968340425532,1258.0
118,1783,33,60416,-0.02460504704504274,0.019657272088807076,1872,0.0004092704424510632,0.9666839838027954,0.2,-0.07581686973571777,-42.857298374176025,0.021710645,-0.035483114421367645,0.22119140625,-2.7539711666666666,1258.0
119,1782,34,60928,-0.022689183038892224,0.21464673150330782,1888,0.0004092704424510632,0.9683541059494019,0.2,0.1626887321472168,-42.88093864917755,0.022273302,0.06042841821908951,0.217529296875,-2.7539711666666666,1258.0
120,1782,34,61440,-0.02022295494680293,0.017928496876265854,1904,0.0004092704424510632,0.9681354761123657,0.2,-0.33091843128204346,-42.91796946525574,0.013147337,-0.022149354219436646,0.2022705078125,-2.7539711666666666,1258.0
121,1782,34,61952,-0.023903882480226457,0.004816364227735903,1920,0.0004092704424510632,0.9690514802932739,0.2,-0.573803186416626,-42.911460399627686,0.026108783,-0.022174162790179253,0.26708984375,-2.7567568571428573,1258.0
122,1782,35,62464,-0.023852165817515925,0.2373798554763198,1936,0.0004092704424510632,0.9695594310760498,0.2,0.030682921409606934,-42.94819414615631,0.020602882,0.05893431603908539,0.222900390625,-2.7567568571428573,1258.0
123,1781,35,62976,-0.02602147066500038,0.025232075655367225,1952,0.0004092704424510632,0.9704582691192627,0.2,-0.4074593782424927,-42.96098351478577,0.019581083,-0.024469781666994095,0.233642578125,-2.7554377999999997,1258.0
124,1779,35,63488,-0.027640187239740044,0.2617388563230634,1968,0.0004092704424510632,0.9696723818778992,0.2,0.31154119968414307,-42.97286379337311,0.028998047,0.10457801073789597,0.2386474609375,-2.7554377999999997,1258.0
125,1778,35,64000,-0.019337615245603956,0.013877523073460907,1984,0.0004092704424510632,0.9694981575012207,0.2,-0.21361196041107178,-42.947202920913696,0.018629896,-0.018536590039730072,0.2015380859375,-2.7554377999999997,1258.0
