time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
1,4103,0,512,,,,,,,,,,,,,
2,2433,0,1024,-0.03221105155535042,0.10109409302822314,16,0.0004092704424510632,1.000089168548584,0.2,-0.5908238887786865,-43.984479665756226,0.01995105,-0.02914353273808956,0.2919921875,,
3,2124,0,1536,-0.031869269005255774,0.0056362970572081394,32,0.0004092704424510632,1.0019246339797974,0.2,0.05308908224105835,-44.013031363487244,0.03149202,-0.03515876829624176,0.371337890625,-2.790041,1258.0
4,1972,1,2048,-0.030730784113984555,0.016282098600640893,48,0.0004092704424510632,1.0027680397033691,0.2,0.010039806365966797,-44.06138360500336,0.022456776,-0.034698985517024994,0.2861328125,-2.790041,1258.0
5,1888,1,2560,-0.025750640750629827,0.002992013942275662,64,0.0004092704424510632,1.0013974905014038,0.2,0.2352128028869629,-44.05476140975952,0.016378716,-0.03777501359581947,0.276123046875,-2.663571,1258.0
6,1845,1,3072,-0.03164701917557977,0.020167667767964303,80,0.0004092704424510632,1.0008536577224731,0.2,0.015418052673339844,-44.012163043022156,0.018066227,-0.027155542746186256,0.3009033203125,-2.663571,1258.0
7,1836,1,3584,-0.026163062735577114,0.0036318205784482416,96,0.0004092704424510632,1.0009242296218872,0.2,0.12272745370864868,-44.012396454811096,0.014052264,-0.0288735032081604,0.2493896484375,-2.663571,1258.0
8,1822,2,4096,-0.023343165397818666,0.0022286899147729855,112,0.0004092704424510632,1.0012134313583374,0.2,0.055972516536712646,-44.01389038562775,0.015112519,-0.028609536588191986,0.225830078125,-2.650418666666667,1258.0
9,1811,2,4608,-0.02248399189556949,0.03346696920925751,128,0.0004092704424510632,1.0013810396194458,0.2,0.004981338977813721,-44.02034652233124,0.012938866,-0.007779331877827644,0.241455078125,-2.650418666666667,1258.0
10,1801,2,5120,-0.02250101802928839,0.008248882309999317,144,0.0004092704424510632,1.0021562576293945,0.2,0.10564202070236206,-44.03259301185608,0.017495148,-0.02515202946960926,0.248046875,-2.7018077500000004,1258.0
11,1799,3,5632,-0.035085552430246025,0.041392896382603794,160,0.0004092704424510632,1.0028347969055176,0.2,0.01068723201751709,-44.056174874305725,0.025091168,-0.01440890971571207,0.3197021484375,-2.7018077500000004,1258.0
12,1792,3,6144,-0.026980159425875172,0.0042889860123978,176,0.0004092704424510632,1.002280354499817,0.2,0.36204344034194946,-44.061086654663086,0.022342984,-0.04200456291437149,0.2928466796875,-2.7018077500000004,1258.0
13,1786,3,6656,-0.02944902831222862,0.0030010203408892266,192,0.0004092704424510632,1.0024669170379639,0.2,0.10907876491546631,-44.048012018203735,0.019778326,-0.04162537306547165,0.2708740234375,-2.7071210000000003,1258.0
14,1778,4,7168,-0.03864313499070704,0.055402477737516165,208,0.0004092704424510632,0.9989326596260071,0.2,0.006510376930236816,-44.01632368564606,0.03837236,-0.018258562311530113,0.3594970703125,-2.7071210000000003,1258.0
15,1773,4,7680,-0.027722965372959152,0.0022342198608384933,224,0.0004092704424510632,0.9978140592575073,0.2,0.5626790523529053,-43.91645669937134,0.021555625,-0.044212765991687775,0.25244140625,-2.679011166666667,1258.0
