time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
1,4558,0,512,,,,,,,,,,,,,
2,2958,0,1024,-0.0294916887069121,0.14301145616991562,16,0.0004092704424510632,0.9999648928642273,0.2,-0.9283925294876099,-43.986889243125916,0.013183312,-0.024994537234306335,0.252197265625,,
3,2465,0,1536,-0.03076727027655579,0.0067161101615056396,32,0.0004092704424510632,0.9994245171546936,0.2,-0.08521270751953125,-43.97549545764923,0.036541395,-0.035926155745983124,0.3665771484375,-2.869874,1258.0
4,2300,0,2048,-0.03114100726088509,0.005487563445058186,48,0.0004092704424510632,0.9989492893218994,0.2,0.0023835301399230957,-43.96080827713013,0.020533957,-0.0201596450060606,0.2957763671875,-2.869874,1258.0
5,2149,1,2560,-0.02537373454106273,0.004500813243794255,64,0.0004092704424510632,0.9997044801712036,0.2,-0.05533242225646973,-43.95914113521576,0.017250942,-0.03092188760638237,0.234375,-2.724367,1258.0
6,2090,1,3072,-0.02491839262074791,0.009158525572274812,80,0.0004092704424510632,0.9992338418960571,0.2,0.005190610885620117,-43.97381889820099,0.014810592,-0.03910922259092331,0.25830078125,-2.724367,1258.0
7,2036,1,3584,-0.024492632859619334,0.0055798262255848385,96,0.0004092704424510632,1.0001672506332397,0.2,0.0015753507614135742,-43.96526372432709,0.01760554,-0.033234853297472,0.2635498046875,-2.724367,1258.0
8,1996,2,4096,-0.030043155726161785,0.0023408626875607297,112,0.0004092704424510632,1.0014528036117554,0.2,-0.007085084915161133,-44.00605666637421,0.015726509,-0.04195747524499893,0.267822265625,-2.727335,1258.0
9,1965,2,4608,-0.0241788721177727,0.02118438296020031,128,0.0004092704424510632,1.0031827688217163,0.2,0.0007936954498291016,-44.049155712127686,0.016178822,-0.023273006081581116,0.2498779296875,-2.727335,1258.0
10,1952,2,5120,-0.027025740579119883,0.005037598682974931,144,0.0004092704424510632,1.003282904624939,0.2,0.007102012634277344,-44.082876324653625,0.018075064,-0.03588917851448059,0.2701416015625,-2.74914975,1258.0
11,1933,2,5632,-0.025928344250132795,0.030422653420828283,160,0.0004092704424510632,1.001331090927124,0.2,0.0018891692161560059,-44.05503714084625,0.019257661,-0.018169350922107697,0.262451171875,-2.74914975,1258.0
12,1924,3,6144,-0.02069253195077181,0.006072137985029258,176,0.0004092704424510632,1.0007933378219604,0.2,0.01894235610961914,-44.00672161579132,0.020261675,-0.026659350842237473,0.25927734375,-2.74914975,1258.0
13,1922,3,6656,-0.03186942625325173,0.00221788930502953,192,0.0004092704424510632,1.0008093118667603,0.2,0.01582777500152588,-44.003159165382385,0.016105736,-0.04099496826529503,0.25390625,-2.7605322,1258.0
14,1913,3,7168,-0.020470016141189262,0.0455868307617493,208,0.0004092704424510632,1.00155508518219,0.2,0.002718627452850342,-44.0081992149353,0.018286131,-0.005423126742243767,0.2470703125,-2.7605322,1258.0
15,1903,4,7680,-0.0287029892206192,0.0036825557544943877,224,0.0004092704424510632,1.000902533531189,0.2,0.2210139036178589,-44.02005481719971,0.023851607,-0.034251656383275986,0.2864990234375,-2.7331653333333334,1258.0
16,1894,4,8192,-0.027660735038807616,0.05477895657531917,240,0.0004092704424510632,0.9999851584434509,0.2,0.019550859928131104,-43.986071705818176,0.021697596,-0.014123033732175827,0.2718505859375,-2.7331653333333334,1258.0
