time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
1,4232,0,512,,,,,,,,,,,,,
2,2456,0,1024,-0.027569597616093233,0.09888337931261049,16,0.0004092704424510632,0.9995848536491394,0.2,-0.11690092086791992,-43.98292911052704,0.016603153,-0.03077143244445324,0.251708984375,,
3,2176,0,1536,-0.029513603512896225,0.004412145492096897,32,0.0004092704424510632,0.9991436004638672,0.2,-0.02288818359375,-43.963045954704285,0.029337414,-0.0277476254850626,0.33984375,-2.696024,1258.0
4,2056,0,2048,-0.035272903071017936,0.023061714571667835,48,0.0004092704424510632,0.9991147518157959,0.2,0.0006058216094970703,-43.960614919662476,0.029118452,-0.03370064124464989,0.3634033203125,-2.696024,1258.0
5,1991,1,2560,-0.026688721030950546,0.005367652833228931,64,0.0004092704424510632,0.996627688407898,0.2,0.015738725662231445,-43.9267373085022,0.019129442,-0.029524745419621468,0.2469482421875,-2.6457305,1258.0
6,1949,1,3072,-0.030303301755338907,0.011319937912048772,80,0.0004092704424510632,0.9958629012107849,0.2,0.007920503616333008,-43.85604465007782,0.027015027,-0.03502374887466431,0.306640625,-2.6457305,1258.0
7,1923,1,3584,-0.018702385510550812,0.005987917757011019,96,0.0004092704424510632,0.9977290034294128,0.2,7.56382942199707e-05,-43.874935030937195,0.015341319,-0.025032933801412582,0.2005615234375,-2.6457305,1258.0
8,1899,2,4096,-0.030669735453557223,0.002478703474480426,112,0.0004092704424510632,0.996540904045105,0.2,0.017623484134674072,-43.89942407608032,0.018341063,-0.04605640843510628,0.2872314453125,-2.6618496666666664,1258.0
9,1884,2,4608,-0.030286607710877433,0.004598254236043431,128,0.0004092704424510632,0.9972953200340271,0.2,0.003956735134124756,-43.87372303009033,0.02140136,-0.04227861762046814,0.3018798828125,-2.6618496666666664,1258.0
10,1869,2,5120,-0.027401643834309652,0.005578266136581078,144,0.0004092704424510632,0.9969262480735779,0.2,0.015920937061309814,-43.89457905292511,0.020446043,-0.024662213400006294,0.2705078125,-2.66009975,1258.0
11,1860,3,5632,-0.023271139012649655,0.005237256205873564,160,0.0004092704424510632,0.9959040880203247,0.2,0.015820860862731934,-43.86547815799713,0.015198928,-0.03699880838394165,0.199951171875,-2.66009975,1258.0
12,1848,3,6144,-0.02781064219016116,0.0057026537106139585,176,0.0004092704424510632,0.9947330951690674,0.2,0.03584766387939453,-43.83266305923462,0.020696029,-0.03848041594028473,0.260498046875,-2.66009975,1258.0
13,1838,3,6656,-0.027288254961604252,0.0026146637501369696,192,0.0004092704424510632,0.9929888248443604,0.2,0.061382830142974854,-43.78770291805267,0.019064773,-0.03486967459321022,0.257568359375,-2.6840244,1258.0
14,1829,3,7168,-0.032203007373027503,0.013211760699050501,208,0.0004092704424510632,0.9930185079574585,0.2,0.013068020343780518,-43.75411081314087,0.019268189,-0.03447924554347992,0.277099609375,-2.6840244,1258.0
15,1827,4,7680,-0.022929772341740318,0.004715903123724274,224,0.0004092704424510632,0.9916884303092957,0.2,0.17992448806762695,-43.74054551124573,0.017117606,-0.026090027764439583,0.2294921875,-2.6850543333333334,1258.0
16,1824,4,8192,-0.020650352045777254,0.020089875091798604,240,0.0004092704424510632,0.9910597801208496,0.2,0.02750980854034424,-43.7018678188324,0.0142415445,-0.00705347303301096,0.2041015625,-2.6850543333333334,1258.0
17,1820,4,8704,-0.029141207778593525,0.005104767908051144,256,0.0004092704424510632,0.9913186430931091,0.2,0.44019877910614014,-43.69315719604492,0.032697182,-0.05005798488855362,0.2752685546875,-2.6850543333333334,1258.0
18,1816,5,9216,-0.031229947591782548,0.003144068323308602,272,0.0004092704424510632,0.9910306334495544,0.2,0.2971614599227905,-43.698214530944824,0.019700196,-0.04487576708197594,0.2476806640625,-2.689803714285714,1258.0
19,1813,5,9728,-0.022608179264352657,0.03330362407723442,288,0.0004092704424510632,0.9910985827445984,0.2,0.029762625694274902,-43.68701195716858,0.020410638,-0.022305544465780258,0.240478515625,-2.689803714285714,1258.0
20,1809,5,10240,-0.027774203408625908,0.0025294992919953074,304,0.0004092704424510632,0.9896491169929504,0.2,0.618507981300354,-43.669902205467224,0.01819323,-0.035065531730651855,0.263671875,-2.690966625,1258.0
21,1804,5,10752,-0.031342176924226806,0.04305321956053376,320,0.0004092704424510632,0.9894237518310547,0.2,0.05250656604766846,-43.63130581378937,0.030705068,-0.020271778106689453,0.308349609375,-2.690966625,1258.0
22,1801,6,11264,-0.02392344590043649,0.003858950854919385,336,0.0004092704424510632,0.9917164444923401,0.2,0.64183509349823,-43.66558539867401,0.01669892,-0.019960958510637283,0.21728515625,-2.690966625,1258.0
23,1798,6,11776,-0.02383384105633013,0.0036215955478837714,352,0.0004092704424510632,0.990657389163971,0.2,0.36796891689300537,-43.700631856918335,0.013891341,-0.026934942230582237,0.217041015625,-2.711288777777778,1258.0
24,1797,6,12288,-0.023886436814791523,0.05397800973150879,368,0.0004092704424510632,0.9897829294204712,0.2,0.02085953950881958,-43.656065225601196,0.01937886,-0.012492835521697998,0.2716064453125,-2.711288777777778,1258.0
