time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
1,4180,0,512,,,,,,,,,,,,,
2,2388,0,1024,-0.026613369554979727,0.21007571977679618,16,0.0004092704424510632,0.9998365044593811,0.2,-0.5295521020889282,-43.98364698886871,0.018070228,-0.018880227580666542,0.2449951171875,,
3,2083,0,1536,-0.025209426748915575,0.004951535964210052,32,0.0004092704424510632,0.9987496137619019,0.2,-0.07289385795593262,-43.96676516532898,0.015716854,-0.03523324802517891,0.224853515625,-2.743129,1258.0
4,1965,1,2048,-0.028466134768677875,0.02805202582385391,48,0.0004092704424510632,0.9994478821754456,0.2,0.005988895893096924,-43.951714754104614,0.023628745,-0.027816062793135643,0.329345703125,-2.743129,1258.0
5,1900,1,2560,-0.028327942767646164,0.00624958224943839,64,0.0004092704424510632,0.9983177185058594,0.2,-0.017585277557373047,-43.95832908153534,0.017529266,-0.04466210678219795,0.2630615234375,-2.6906915,1258.0
6,1858,1,3072,-0.025577933032764122,0.01490514021134004,80,0.0004092704424510632,0.9986838102340698,0.2,0.003907740116119385,-43.93086850643158,0.018923733,-0.01863338239490986,0.268310546875,-2.6906915,1258.0
7,1829,1,3584,-0.02754962776089087,0.006261341841309331,96,0.0004092704424510632,0.9967255592346191,0.2,-0.0056639909744262695,-43.91935861110687,0.020622551,-0.04414032772183418,0.2781982421875,-2.6906915,1258.0
8,1813,2,4096,-0.024584545142715797,0.0023469213338103145,112,0.0004092704424510632,0.9963959455490112,0.2,0.00044482946395874023,-43.8682256937027,0.014662098,-0.029154952615499496,0.2486572265625,-2.7567256666666666,1258.0
9,1802,2,4608,-0.01844495015393477,0.006567731230461504,128,0.0004092704424510632,0.9951796531677246,0.2,0.004353880882263184,-43.85182559490204,0.015291942,-0.016776693984866142,0.1937255859375,-2.7567256666666666,1258.0
10,1794,2,5120,-0.01989672231138684,0.005513621486898046,144,0.0004092704424510632,0.9950440526008606,0.2,0.0020632147789001465,-43.826709151268005,0.014833141,-0.031417377293109894,0.2279052734375,-2.7821905,1258.0
11,1788,3,5632,-0.022196059493580833,0.004830590172787197,160,0.0004092704424510632,0.9952290654182434,0.2,0.00014549493789672852,-43.82681369781494,0.0154872015,-0.032603368163108826,0.1959228515625,-2.7821905,1258.0
12,1780,3,6144,-0.030741444978048094,0.006035745383996982,176,0.0004092704424510632,0.9928508996963501,0.2,0.007699429988861084,-43.80051863193512,0.021517618,-0.04368571564555168,0.2861328125,-2.7821905,1258.0
13,1771,3,6656,-0.022729282020009123,0.0032851764080987778,192,0.0004092704424510632,0.9920692443847656,0.2,0.004764914512634277,-43.73888921737671,0.016222628,-0.038281820714473724,0.2333984375,-2.8005234000000003,1258.0
14,1763,4,7168,-0.031100335792871192,0.006603472429560497,208,0.0004092704424510632,0.9914499521255493,0.2,-0.000784754753112793,-43.726993560791016,0.016273705,-0.04531904309988022,0.255859375,-2.8005234000000003,1258.0
15,1757,4,7680,-0.02904848990147002,0.008291107762488537,224,0.0004092704424510632,0.9910326600074768,0.2,0.0037727952003479004,-43.701627016067505,0.029173817,-0.03802323341369629,0.2918701171875,-2.829620666666667,1258.0
16,1753,4,8192,-0.018526112267863937,0.015415030822623521,240,0.0004092704424510632,0.9922913908958435,0.2,0.00025206804275512695,-43.71408939361572,0.012753924,-0.011854809708893299,0.1795654296875,-2.829620666666667,1258.0
17,1750,4,8704,-0.018507607223000377,0.00634059940057341,256,0.0004092704424510632,0.9921706318855286,0.2,0.02032572031021118,-43.73563754558563,0.015228659,-0.015385779552161694,0.189697265625,-2.829620666666667,1258.0
18,1747,5,9216,-0.027820836228784174,0.003398640164959943,272,0.0004092704424510632,0.9913702607154846,0.2,0.028890490531921387,-43.71910834312439,0.016203284,-0.03307189792394638,0.2586669921875,-2.808459857142857,1258.0
19,1745,5,9728,-0.02745685272384435,0.028096372028812766,288,0.0004092704424510632,0.9911860823631287,0.2,0.0008031725883483887,-43.700350880622864,0.022973757,-0.02858765423297882,0.262939453125,-2.808459857142857,1258.0
20,1743,5,10240,-0.02694103510293644,0.005240967970166821,304,0.0004092704424510632,0.9898775219917297,0.2,0.05694037675857544,-43.67629849910736,0.021941971,-0.04323577508330345,0.24267578125,-2.7889475,1258.0
21,1740,6,10752,-0.026171007797529455,0.03778192400932312,320,0.0004092704424510632,0.9888377785682678,0.2,0.002390921115875244,-43.637664794921875,0.01969122,-0.018299689516425133,0.2613525390625,-2.7889475,1258.0
22,1737,6,11264,-0.025763231795281172,0.005366775287257042,336,0.0004092704424510632,0.9875538349151611,0.2,0.18498390913009644,-43.59937560558319,0.018857177,-0.03890297934412956,0.191650390625,-2.7889475,1258.0
23,1733,6,11776,-0.02409306993649807,0.0032700438241590746,352,0.0004092704424510632,0.9859347343444824,0.2,0.006697118282318115,-43.55328869819641,0.016072862,-0.03701774403452873,0.2220458984375,-2.7708722222222217,1258.0
24,1728,7,12288,-0.02477004227694124,0.055837244843132794,368,0.0004092704424510632,0.9876314997673035,0.2,0.00035321712493896484,-43.54141008853912,0.024918752,-0.004552014172077179,0.2774658203125,-2.7708722222222217,1258.0
25,1724,7,12800,-0.030259338949690573,0.00575198376463959,384,0.0004092704424510632,0.9860346913337708,0.2,0.006650686264038086,-43.55648148059845,0.02347719,-0.03253815323114395,0.2764892578125,-2.7654892999999996,1258.0
26,1722,7,13312,-0.02539177777362056,0.07288887235336006,400,0.0004092704424510632,0.9842097759246826,0.2,0.0006979703903198242,-43.49391770362854,0.01592771,0.003910526633262634,0.23583984375,-2.7654892999999996,1258.0
27,1720,8,13824,-0.023218107744469307,0.0051175724001950584,416,0.0004092704424510632,0.9832841753959656,0.2,0.0778762698173523,-43.44700038433075,0.017421063,-0.03949541226029396,0.21630859375,-2.7654892999999996,1258.0
