train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,train/ent_coef,time/time_elapsed,train/actor_loss,train/learning_rate,time/episodes,time/fps,train/critic_loss
4931,1258.0,-4.2290540000000005,5032,-172.62525939941406,0.01737281307578087,144,-123.14166259765625,0.0008459126528049375,4,34,1.2000236511230469
9963,1258.0,-3.267895125,10064,-17.668724060058594,0.0009625199600122869,293,-129.36233520507812,0.0008459126528049375,8,34,3.9399099349975586
14995,1258.0,-2.655028833333333,15096,73.29361724853516,0.0005561179132200778,441,-130.09437561035156,0.0008459126528049375,12,34,6.131683826446533
20027,1258.0,-2.3671601874999997,20128,-49.11558532714844,0.0008712398121133447,589,-124.87352752685547,0.0008459126528049375,16,34,3.630319595336914
25059,1258.0,-2.1646562,25160,126.21138000488281,0.0014883126132190228,4,-100.60454559326172,0.0008459126528049375,20,32,13.508895874023438
30091,1258.0,-2.032294541666667,30192,45.28947448730469,0.0006644190871156752,154,-98.2464370727539,0.0008459126528049375,24,33,2.296433210372925
35123,1258.0,-1.9306693928571428,35224,-90.58661651611328,0.00045826775021851063,304,-98.13876342773438,0.0008459126528049375,28,33,2.836533784866333
40155,1258.0,-1.8776437499999998,40256,-62.09418869018555,0.00042521380237303674,454,-97.00038146972656,0.0008459126528049375,32,33,3.1934714317321777
45187,1258.0,-1.8324878333333332,45288,93.4993667602539,0.000259447522694245,603,-91.99339294433594,0.0008459126528049375,36,33,2.158345937728882
50219,1258.0,-1.80502075,50320,-3.655879020690918,0.000476844230433926,9,-87.18350982666016,0.0008459126528049375,40,33,2.229078769683838
55251,1258.0,-1.7834429772727274,55352,0.8663942217826843,0.0004086701082997024,163,-84.51193237304688,0.0008459126528049375,44,32,1.308266282081604
60283,1258.0,-1.7550650208333334,60384,5.470582485198975,0.0008640357409603894,314,-68.99937438964844,0.0008459126528049375,48,33,1.580843210220337
65315,1258.0,-1.7300194807692308,65416,29.05438232421875,0.0017048290465027094,470,-50.310760498046875,0.0008459126528049375,52,32,11.03251838684082
70347,1258.0,-1.7250995535714284,70448,68.09552764892578,0.00034401941229589283,634,-40.18075942993164,0.0008459126528049375,56,32,4.266674041748047
75379,1258.0,-1.7035330333333332,75480,47.23896408081055,0.00026195787359029055,16,-32.03749465942383,0.0008459126528049375,60,29,2.318000316619873
80411,1258.0,-1.66773359375,80512,-93.50470733642578,0.0004726684419438243,187,-33.72813034057617,0.0008459126528049375,64,29,3.1635327339172363
85443,1258.0,-1.6341211323529412,85544,-99.51348114013672,0.0002752609143499285,351,-25.040578842163086,0.0008459126528049375,68,29,2.111957550048828
90475,1258.0,-1.599913986111111,90576,-33.64950180053711,0.0007903773221187294,515,-22.760332107543945,0.0008459126528049375,72,30,2.9617788791656494
95507,1258.0,-1.5782163815789472,95608,-4.141674995422363,0.0005464254645630717,678,-10.276939392089844,0.0008459126528049375,76,30,2.424374580383301
