time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/clip_fraction,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/std,train/learning_rate,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,1,3892,,,,,,,,,,,,,
1024,0,2,2483,0.016545594,0.2623291015625,-1.608752727508545,-43.945345401763916,-0.03582156449556351,16,0.2,-0.031856156419962645,0.9974311590194702,0.0004092704424510632,0.1417434730756213,,
1536,0,3,2204,0.019026868,0.29638671875,0.004815876483917236,-43.87134063243866,-0.03997259587049484,32,0.2,-0.032247168448520824,0.9949225187301636,0.0004092704424510632,0.002854581325664185,1258.0,-2.328957
2048,0,4,2116,0.020610489,0.291259765625,0.0012330412864685059,-43.78754651546478,-0.015064657665789127,48,0.2,-0.02662962328759022,0.992404580116272,0.0004092704424510632,0.021450634580105543,1258.0,-2.328957
2560,1,5,2061,0.015820447,0.2626953125,0.061756253242492676,-43.75775170326233,-0.03535928577184677,64,0.2,-0.026413005776703358,0.9934263825416565,0.0004092704424510632,0.003746300957573112,1258.0,-2.426338
3072,1,6,2026,0.023585973,0.3150634765625,0.003059864044189453,-43.800477266311646,-0.02831217646598816,80,0.2,-0.029046735493466258,0.9945392608642578,0.0004092704424510632,0.03043248102767393,1258.0,-2.426338
3584,1,7,1991,0.015576404,0.2459716796875,0.04785412549972534,-43.79029607772827,-0.017580656334757805,96,0.2,-0.021040737396106124,0.9925819635391235,0.0004092704424510632,0.0034453462831152137,1258.0,-2.426338
4096,2,8,1972,0.01423588,0.26611328125,0.04034179449081421,-43.75146400928497,-0.028404178097844124,112,0.2,-0.02624429954448715,0.9930843710899353,0.0004092704424510632,0.001970213295862777,1258.0,-2.330672
4608,2,9,1955,0.017329525,0.252197265625,0.0010243654251098633,-43.7749525308609,-0.008055023849010468,128,0.2,-0.022719243133906275,0.9932284951210022,0.0004092704424510632,0.041902274591848254,1258.0,-2.330672
5120,2,10,1944,0.022217825,0.2742919921875,0.2799266576766968,-43.74404060840607,-0.040831901133060455,144,0.2,-0.02752367506036535,0.9913933277130127,0.0004092704424510632,0.002835343526385259,1258.0,-2.381838
5632,2,11,1937,0.018596616,0.2559814453125,0.04420781135559082,-43.71365225315094,-0.018678100779652596,160,0.2,-0.02746826721704565,0.9915626049041748,0.0004092704424510632,0.04690842004492879,1258.0,-2.381838
6144,3,12,1930,0.017961457,0.231689453125,0.5840391516685486,-43.724619030952454,-0.03967224061489105,176,0.2,-0.026977397719747387,0.9919877648353577,0.0004092704424510632,0.003450826225162018,1258.0,-2.381838
6656,3,13,1923,0.019781707,0.2977294921875,0.23079794645309448,-43.71176719665527,-0.04318289831280708,192,0.2,-0.03439946762227919,0.9903692603111267,0.0004092704424510632,0.0023265682320925407,1258.0,-2.4114
