time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/clip_fraction,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/std,train/learning_rate,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,1,3856,,,,,,,,,,,,,
1024,0,2,2288,0.017707756,0.240234375,-1.0839457511901855,-43.9699741601944,-0.04311467707157135,16,0.2,-0.028137875051470473,0.9990403056144714,0.0004092704424510632,0.11442976067155541,,
1536,0,3,2075,0.022184074,0.29541015625,0.016689002513885498,-43.943222999572754,-0.04101011902093887,32,0.2,-0.029223717239801772,0.9981672763824463,0.0004092704424510632,0.0033407134833396412,1258.0,-2.674429
2048,1,4,1966,0.019698288,0.289306640625,-0.0007100105285644531,-43.91092908382416,-0.021229412406682968,48,0.2,-0.028995253116590902,0.9971292614936829,0.0004092704424510632,0.02811539330286905,1258.0,-2.674429
2560,1,5,1898,0.019708445,0.3017578125,0.01278984546661377,-43.893800020217896,-0.02967722713947296,64,0.2,-0.02909461042145267,0.9973379969596863,0.0004092704424510632,0.004207055251754355,1258.0,-2.6359125
3072,1,6,1858,0.018948395,0.2540283203125,0.006681919097900391,-43.89887022972107,-0.015396790578961372,80,0.2,-0.026534602628089488,0.9971269369125366,0.0004092704424510632,0.034265226509887725,1258.0,-2.6359125
3584,1,7,1848,0.017332282,0.256591796875,0.21120941638946533,-43.89919579029083,-0.010664459317922592,96,0.2,-0.023039469524519518,0.9975504875183105,0.0004092704424510632,0.002474971188348718,1258.0,-2.6359125
4096,2,8,1835,0.024169015,0.3046875,0.04073596000671387,-43.87459111213684,-0.03739525377750397,112,0.2,-0.032780780660687014,0.9950047731399536,0.0004092704424510632,0.002277876359585207,1258.0,-2.5819236666666665
4608,2,9,1817,0.022783488,0.319091796875,0.007605135440826416,-43.805299162864685,-0.017023121938109398,128,0.2,-0.028738541608618107,0.9942265152931213,0.0004092704424510632,0.04419997183140367,1258.0,-2.5819236666666665
5120,2,10,1802,0.016810093,0.29248046875,0.29225480556488037,-43.77778995037079,-0.04339878261089325,144,0.2,-0.028716732311295345,0.9927314519882202,0.0004092704424510632,0.002624566332087852,1258.0,-2.53162825
5632,3,11,1794,0.025049176,0.32568359375,0.056406617164611816,-43.73226833343506,0.0003985743969678879,160,0.2,-0.027261959272436798,0.9916119575500488,0.0004092704424510632,0.053189131314866245,1258.0,-2.53162825
6144,3,12,1788,0.013541603,0.243896484375,0.5068069696426392,-43.70128810405731,-0.046833302825689316,176,0.2,-0.03024430676305201,0.9910519123077393,0.0004092704424510632,0.004146257786487695,1258.0,-2.53162825
