time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/clip_fraction,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/std,train/learning_rate,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
13824,7,27,1936,0.01601338,0.25048828125,0.5115125775337219,-43.86434829235077,-0.032280657440423965,416,0.2,-0.027286049036774784,0.9972493648529053,0.0004092704424510632,0.004654350152122788,1258.0,-2.4550734000000003
14336,7,28,1936,0.018244404,0.2718505859375,0.5908666849136353,-43.86454403400421,-0.04537896066904068,432,0.2,-0.0277964105916908,0.9967432618141174,0.0004092704424510632,0.004560829373076558,1258.0,-2.4750097272727274
14848,7,29,1936,0.03177227,0.279296875,0.3848224878311157,-43.84070956707001,-0.02298399806022644,448,0.2,-0.026976211942383088,0.9958282113075256,0.0004092704424510632,0.01763232355006039,1258.0,-2.4750097272727274
15360,7,30,1933,0.01629651,0.212646484375,-1.1810595989227295,-43.811734437942505,-0.03830228000879288,464,0.2,-0.02368303231196478,0.995003879070282,0.0004092704424510632,0.00593092838244047,1258.0,-2.4860443333333335
15872,8,31,1930,0.016717635,0.2200927734375,0.22682315111160278,-43.79975199699402,-0.028190050274133682,480,0.2,-0.024452007666695863,0.9950043559074402,0.0004092704424510632,0.03790121467318386,1258.0,-2.4860443333333335
16384,8,32,1926,0.02429578,0.238037109375,-0.1489863395690918,-43.782705426216125,-0.029432661831378937,496,0.2,-0.02373859882936813,0.9939060211181641,0.0004092704424510632,0.008918529849324841,1258.0,-2.485469230769231
16896,8,33,1923,0.018546453,0.2291259765625,0.3568764925003052,-43.75971508026123,-0.014955772086977959,512,0.2,-0.023156803494202904,0.9940218925476074,0.0004092704424510632,0.04728769912617281,1258.0,-2.485469230769231
17408,9,34,1918,0.03174866,0.2783203125,-0.5999404191970825,-43.76904809474945,-0.03287627175450325,528,0.2,-0.03224226628663018,0.9945127964019775,0.0004092704424510632,0.021179593808483332,1258.0,-2.485469230769231
17920,9,35,1908,0.015708853,0.2462158203125,0.17003488540649414,-43.79136288166046,-0.02964233234524727,544,0.2,-0.02426340852980502,0.9958591461181641,0.0004092704424510632,0.0024439280314254574,1258.0,-2.497856642857143
18432,9,36,1896,0.019020976,0.2427978515625,0.0730513334274292,-43.81421422958374,-0.013579132966697216,560,0.2,-0.01953517340734834,0.9957480430603027,0.0004092704424510632,0.07605442247586325,1258.0,-2.497856642857143
18944,10,37,1886,0.018178586,0.2613525390625,-0.48507630825042725,-43.811442375183105,-0.0366801917552948,576,0.2,-0.028921649733092636,0.9961378574371338,0.0004092704424510632,0.009011455331346951,1258.0,-2.4876221333333333
19456,10,38,1876,0.018409507,0.1982421875,0.2901262044906616,-43.804726123809814,-0.008686719462275505,592,0.2,-0.02176273819350172,0.9951145648956299,0.0004092704424510632,0.06392293388489634,1258.0,-2.4876221333333333
19968,10,39,1867,0.01869368,0.269287109375,-0.2100086212158203,-43.76421046257019,-0.027202235534787178,608,0.2,-0.026966827223077416,0.9935020804405212,0.0004092704424510632,0.00889761182043003,1258.0,-2.4876221333333333
20480,11,40,1857,0.019669086,0.271240234375,0.13774114847183228,-43.72902274131775,-0.03364253416657448,624,0.2,-0.02668821334373206,0.993297278881073,0.0004092704424510632,0.002348826870729681,1258.0,-2.4883115625
20992,11,41,1849,0.021535933,0.2620849609375,0.06813514232635498,-43.73576855659485,0.0016173645853996277,640,0.2,-0.0251347730809357,0.9938822388648987,0.0004092704424510632,0.09590508183464408,1258.0,-2.4883115625
21504,11,42,1839,0.025361264,0.2882080078125,-2.1422247886657715,-43.74321138858795,-0.04736596345901489,656,0.2,-0.029518379335058853,0.993410050868988,0.0004092704424510632,0.011262711661402136,1258.0,-2.4829922352941174
22016,12,43,1831,0.017813731,0.2149658203125,0.0741458535194397,-43.71370983123779,0.0008946340531110764,672,0.2,-0.019205451229936443,0.9926556944847107,0.0004092704424510632,0.1008450286462903,1258.0,-2.4829922352941174
22528,12,44,1824,0.017913977,0.249267578125,-0.651087760925293,-43.69409966468811,-0.038175202906131744,688,0.2,-0.0235659619938815,0.9919722080230713,0.0004092704424510632,0.010099372433614917,1258.0,-2.4829922352941174
23040,12,45,1817,0.020510387,0.3031005859375,0.13980984687805176,-43.67179322242737,-0.04649973288178444,704,0.2,-0.03384954344073776,0.9912915229797363,0.0004092704424510632,0.001508351164375199,1258.0,-2.4816443333333336
23552,13,46,1809,0.018011086,0.189453125,0.10927188396453857,-43.64251518249512,-0.011597895994782448,720,0.2,-0.02219478422193788,0.989496648311615,0.0004092704424510632,0.0958261230844073,1258.0,-2.4816443333333336
24064,13,47,1802,0.017205104,0.21044921875,-2.7780704498291016,-43.57009196281433,-0.03554677218198776,736,0.2,-0.02493667083035689,0.9871667623519897,0.0004092704424510632,0.019881342130247504,1258.0,-2.4865688947368425
24576,13,48,1795,0.02325663,0.235595703125,0.34735482931137085,-43.51956582069397,-0.005636364221572876,752,0.2,-0.02589757261739578,0.986477255821228,0.0004092704424510632,0.13337749033235013,1258.0,-2.4865688947368425
25088,14,49,1789,0.018069878,0.2252197265625,-1.0552270412445068,-43.525715827941895,-0.023008303716778755,768,0.2,-0.023488294042181224,0.9879234433174133,0.0004092704424510632,0.010982593259541318,1258.0,-2.4865688947368425
25600,14,50,1784,0.015618735,0.2423095703125,-0.1318666934967041,-43.57991170883179,-0.029074152931571007,784,0.2,-0.02571774301759433,0.989517092704773,0.0004092704424510632,0.002849123702617362,1258.0,-2.4893618
26112,14,51,1779,0.027927604,0.3238525390625,0.016991257667541504,-43.591763615608215,0.0047453828155994415,800,0.2,-0.028770535223884508,0.9884819984436035,0.0004092704424510632,0.16095558507367969,1258.0,-2.4893618
26624,15,52,1773,0.01898468,0.251708984375,-2.2561981678009033,-43.55893063545227,-0.0417422391474247,816,0.2,-0.02660010155523196,0.988105833530426,0.0004092704424510632,0.010979391518048942,1258.0,-2.492893285714286
27136,15,53,1768,0.021935157,0.22998046875,0.1983054280281067,-43.55643033981323,-0.006193172186613083,832,0.2,-0.019979078962933272,0.9880097508430481,0.0004092704424510632,0.11267271253746003,1258.0,-2.492893285714286
27648,15,54,1762,0.02180475,0.2373046875,-1.4765214920043945,-43.570374846458435,-0.020573651418089867,848,0.2,-0.025104880187427625,0.989199697971344,0.0004092704424510632,0.011642165103694424,1258.0,-2.492893285714286
28160,16,55,1758,0.018941993,0.2236328125,0.5972152948379517,-43.59296178817749,-0.03717159107327461,864,0.2,-0.024769785697571933,0.9890592098236084,0.0004092704424510632,0.006567223099409603,1258.0,-2.4909809090909096
28672,16,56,1753,0.031970777,0.29443359375,0.44207143783569336,-43.57803654670715,0.002275761216878891,880,0.2,-0.0270205208362313,0.9890581369400024,0.0004092704424510632,0.10420626471750438,1258.0,-2.4909809090909096
29184,16,57,1750,0.020949854,0.2686767578125,-5.631701469421387,-43.576319456100464,-0.023946743458509445,896,0.2,-0.02630036674963776,0.9889490604400635,0.0004092704424510632,0.01256552639824804,1258.0,-2.4992500000000004
29696,17,58,1745,0.02065938,0.2705078125,0.02172607183456421,-43.575727105140686,0.013705821707844734,912,0.2,-0.020269615401048213,0.9890343546867371,0.0004092704424510632,0.20191536319907755,1258.0,-2.4992500000000004
30208,17,59,1741,0.022785127,0.33984375,-1.7600040435791016,-43.573148131370544,-0.026463894173502922,928,0.2,-0.033808279724325985,0.9884889721870422,0.0004092704424510632,0.02430022176122293,1258.0,-2.5034679583333332
30720,17,60,1734,0.017834261,0.2037353515625,0.5747607946395874,-43.54328763484955,0.013629704713821411,944,0.2,-0.023817844354198314,0.9874290823936462,0.0004092704424510632,0.1281241679098457,1258.0,-2.5034679583333332
31232,18,61,1730,0.014734501,0.208740234375,-3.5212364196777344,-43.5188992023468,-0.028158891946077347,960,0.2,-0.022104099538410082,0.98744136095047,0.0004092704424510632,0.00325919533133856,1258.0,-2.5034679583333332
31744,18,62,1727,0.014745511,0.2479248046875,0.07060009241104126,-43.533405900001526,-0.02981254644691944,976,0.2,-0.024979635869385675,0.9884982705116272,0.0004092704424510632,0.003388309916772414,1258.0,-2.5072796399999997
32256,18,63,1724,0.023479315,0.220458984375,0.09421271085739136,-43.55397033691406,0.017480410635471344,992,0.2,-0.023595559527166188,0.9888099431991577,0.0004092704424510632,0.18895420571789145,1258.0,-2.5072796399999997
32768,19,64,1720,0.018816156,0.25439453125,-2.5393519401550293,-43.54626190662384,-0.029774639755487442,1008,0.2,-0.02450888759631198,0.98825603723526,0.0004092704424510632,0.025265873468015343,1258.0,-2.5162019615384614
33280,19,65,1716,0.021517131,0.190185546875,0.4999023675918579,-43.522931814193726,0.03523639962077141,1024,0.2,-0.01917447752202861,0.987668514251709,0.0004092704424510632,0.14017082937061787,1258.0,-2.5162019615384614
33792,19,66,1712,0.022785742,0.2646484375,0.2602121829986572,-43.52756476402283,-0.018669450655579567,1040,0.2,-0.020593487337464467,0.9888483285903931,0.0004092704424510632,0.008063605520874262,1258.0,-2.5162019615384614
34304,20,67,1709,0.014130917,0.2281494140625,-0.3519529104232788,-43.564918637275696,-0.02916702628135681,1056,0.2,-0.02193592814001022,0.9888636469841003,0.0004092704424510632,0.0018513632530812174,1258.0,-2.516671111111111
34816,20,68,1707,0.01752077,0.1707763671875,0.1939101219177246,-43.5555853843689,-0.004927333444356918,1072,0.2,-0.02169267542194575,0.9888885021209717,0.0004092704424510632,0.14199094870127738,1258.0,-2.516671111111111
35328,20,69,1706,0.022477735,0.259521484375,-2.5665268898010254,-43.56091666221619,-0.03734111413359642,1088,0.2,-0.025186709070112556,0.9887864589691162,0.0004092704424510632,0.020013743051094934,1258.0,-2.515253285714286
35840,21,70,1702,0.025523005,0.1656494140625,0.5185812711715698,-43.55090951919556,0.02327124774456024,1104,0.2,-0.023196156646008603,0.9885801672935486,0.0004092704424510632,0.19557881308719516,1258.0,-2.515253285714286
36352,21,71,1699,0.026796125,0.279296875,-1.7443459033966064,-43.5504492521286,-0.024181140586733818,1120,0.2,-0.023675383912632242,0.9887317419052124,0.0004092704424510632,0.015100961842108518,1258.0,-2.515253285714286
36864,21,72,1697,0.024709426,0.2916259765625,-0.534575343132019,-43.548720836639404,-0.028410188853740692,1136,0.2,-0.02594817140197847,0.9885098934173584,0.0004092704424510632,0.002644106516527245,1258.0,-2.5153296551724136
37376,22,73,1694,0.021472894,0.16845703125,0.1900959610939026,-43.540215849876404,-0.019437946379184723,1152,0.2,-0.02454685435805004,0.9888309240341187,0.0004092704424510632,0.13742879615165293,1258.0,-2.5153296551724136
37888,22,74,1692,0.016890379,0.2242431640625,-3.253650188446045,-43.5620551109314,-0.028410956263542175,1168,0.2,-0.022064162883907557,0.9897516369819641,0.0004092704424510632,0.013417756272247061,1258.0,-2.5192729333333332
38400,22,75,1690,0.020615773,0.1668701171875,0.2240445613861084,-43.56981813907623,0.0025522038340568542,1184,0.2,-0.020305886981077492,0.9890788793563843,0.0004092704424510632,0.14048973331227899,1258.0,-2.5192729333333332
38912,23,76,1688,0.015522727,0.2359619140625,-0.9422903060913086,-43.55035328865051,-0.032612115144729614,1200,0.2,-0.02591391548048705,0.9891273975372314,0.0004092704424510632,0.008436927746515721,1258.0,-2.5192729333333332
39424,23,77,1685,0.025892323,0.311279296875,0.29204094409942627,-43.5716255903244,-0.03285931795835495,1216,0.2,-0.030885915824910626,0.9905186295509338,0.0004092704424510632,0.00739430493558757,1258.0,-2.518793096774193
39936,23,78,1682,0.014813969,0.1312255859375,0.5069689750671387,-43.594130992889404,-0.015282904729247093,1232,0.2,-0.01363769083400257,0.990215003490448,0.0004092704424510632,0.0928554050042294,1258.0,-2.518793096774193
40448,24,79,1680,0.025636576,0.2454833984375,-5.40076208114624,-43.56386685371399,-0.0196827482432127,1248,0.2,-0.02507962068193592,0.9888743758201599,0.0004092704424510632,0.02495112895849161,1258.0,-2.51797578125
40960,24,80,1677,0.02120284,0.203369140625,0.07707196474075317,-43.52893912792206,0.008469006046652794,1264,0.2,-0.02024350324063562,0.9884493350982666,0.0004092704424510632,0.23270139237865806,1258.0,-2.51797578125
41472,24,81,1674,0.022201672,0.2816162109375,-0.24988305568695068,-43.52275478839874,-0.028058437630534172,1280,0.2,-0.025834982472588308,0.9883512854576111,0.0004092704424510632,0.019216153130400926,1258.0,-2.51797578125
41984,25,82,1672,0.016419403,0.2784423828125,0.46780818700790405,-43.50814986228943,-0.03026539459824562,1296,0.2,-0.024971310602268204,0.9875367879867554,0.0004092704424510632,0.00417315200320445,1258.0,-2.516783181818182
42496,25,83,1670,0.018961042,0.20166015625,0.44583743810653687,-43.47631311416626,-0.01769331470131874,1312,0.2,-0.02191626580315642,0.9864287972450256,0.0004092704424510632,0.07955371920252219,1258.0,-2.516783181818182
43008,25,84,1668,0.01914693,0.2642822265625,-6.233380317687988,-43.45658254623413,-0.03463225066661835,1328,0.2,-0.024892044420994353,0.986903965473175,0.0004092704424510632,0.016558181232539937,1258.0,-2.5123238529411767
43520,26,85,1666,0.025013428,0.278076171875,0.03268808126449585,-43.47106981277466,0.003168456256389618,1344,0.2,-0.0255115527252201,0.9869902729988098,0.0004092704424510632,0.23326963011641055,1258.0,-2.5123238529411767
44032,26,86,1665,0.020849235,0.29638671875,-1.4907665252685547,-43.50586771965027,-0.040555648505687714,1360,0.2,-0.031269018771126866,0.9893893599510193,0.0004092704424510632,0.007880678997025825,1258.0,-2.5122819714285716
44544,26,87,1664,0.040858608,0.3359375,0.016688287258148193,-43.55356991291046,0.02450111135840416,1376,0.2,-0.027667315167491324,0.9891135692596436,0.0004092704424510632,0.31690643611364067,1258.0,-2.5122819714285716
45056,27,88,1662,0.018091584,0.26025390625,-3.0078277587890625,-43.55245244503021,-0.03455822914838791,1392,0.2,-0.02883249838487245,0.9899114966392517,0.0004092704424510632,0.003188651433447376,1258.0,-2.5122819714285716
45568,27,89,1661,0.017264178,0.2601318359375,0.08154964447021484,-43.57376837730408,-0.03882884979248047,1408,0.2,-0.026714336971053854,0.9902611374855042,0.0004092704424510632,0.002680638812307734,1258.0,-2.511854416666667
46080,27,90,1660,0.019177087,0.16748046875,0.0820203423500061,-43.57401359081268,0.0306134931743145,1424,0.2,-0.02209195093018934,0.9902099370956421,0.0004092704424510632,0.29511126852594316,1258.0,-2.511854416666667
46592,28,91,1659,0.022576708,0.253662109375,-2.1667885780334473,-43.56448936462402,-0.028871556743979454,1440,0.2,-0.024957674992037937,0.9893893599510193,0.0004092704424510632,0.008608280710177496,1258.0,-2.514362054054054
47104,28,92,1657,0.012296107,0.1507568359375,0.10878467559814453,-43.537240982055664,0.12958571314811707,1456,0.2,-0.01885854273859877,0.9890192747116089,0.0004092704424510632,0.3723073198925704,1258.0,-2.514362054054054
47616,28,93,1657,0.023233922,0.27783203125,-8.623391151428223,-43.54657769203186,-0.03734185919165611,1472,0.2,-0.02567768094013445,0.9901760220527649,0.0004092704424510632,0.014252886321628466,1258.0,-2.514362054054054
48128,29,94,1654,0.01881719,0.2437744140625,0.06962144374847412,-43.582847118377686,-0.037060000002384186,1488,0.2,-0.025517811242025346,0.9913539290428162,0.0004092704424510632,0.0017682912257441785,1258.0,-2.514983
48640,29,95,1654,0.018918235,0.09619140625,0.2069699764251709,-43.608484983444214,0.028058072552084923,1504,0.2,-0.017757501809683163,0.991553544998169,0.0004092704424510632,0.23049377766437829,1258.0,-2.514983
49152,29,96,1650,0.023382328,0.2703857421875,-3.563699245452881,-43.60965383052826,-0.022104497998952866,1520,0.2,-0.02546343018184416,0.9918239712715149,0.0004092704424510632,0.019942302868003026,1258.0,-2.5164914871794872
49664,30,97,1650,0.015119944,0.0853271484375,0.3129177689552307,-43.62301802635193,0.02953425794839859,1536,0.2,-0.017567226619576104,0.9920557141304016,0.0004092704424510632,0.327675488544628,1258.0,-2.5164914871794872
50176,30,98,1649,0.024876472,0.2349853515625,-4.019604206085205,-43.625417828559875,-0.030261103063821793,1552,0.2,-0.020527390246570576,0.991675078868866,0.0004092704424510632,0.011002455546986312,1258.0,-2.5164914871794872
50688,30,99,1649,0.015832629,0.2607421875,0.10733294486999512,-43.62111043930054,-0.04257366061210632,1568,0.2,-0.027883210859727114,0.9921611547470093,0.0004092704424510632,0.0019801599337370135,1258.0,-2.5139214
51200,31,100,1649,0.013600677,0.066162109375,0.22727501392364502,-43.63581299781799,0.0005689710378646851,1584,0.2,-0.013899317047616933,0.9920737743377686,0.0004092704424510632,0.27552461018785834,1258.0,-2.5139214
51712,31,101,1648,0.020935101,0.27197265625,-3.8391342163085938,-43.640119552612305,-0.0327477864921093,1600,0.2,-0.025027393305208534,0.9930065870285034,0.0004092704424510632,0.014930797828128561,1258.0,-2.5171831951219517
52224,31,102,1649,0.01774822,0.1282958984375,0.11740368604660034,-43.67015194892883,0.07563719898462296,1616,0.2,-0.01926072602509521,0.9935082197189331,0.0004092704424510632,0.4213708625175059,1258.0,-2.5171831951219517
52736,31,103,1649,0.028793942,0.2833251953125,-0.9683742523193359,-43.670694231987,-0.01854395866394043,1632,0.2,-0.028995244138059206,0.9933793544769287,0.0004092704424510632,0.037660855159629136,1258.0,-2.5171831951219517
53248,32,104,1649,0.016407773,0.21875,-0.426938533782959,-43.697064995765686,-0.025258397683501244,1648,0.2,-0.023294426588108763,0.9962781071662903,0.0004092704424510632,0.005789316172013059,1258.0,-2.5195124285714288
53760,32,105,1649,0.018372256,0.1307373046875,0.2848213315010071,-43.759626507759094,-0.008259698748588562,1664,0.2,-0.014765318832360208,0.9956527948379517,0.0004092704424510632,0.17202301626093686,1258.0,-2.5195124285714288
54272,32,106,1645,0.020500671,0.251953125,-5.558252811431885,-43.70665657520294,-0.03190933167934418,1680,0.2,-0.027137206110637635,0.9944518208503723,0.0004092704424510632,0.02615591452922672,1258.0,-2.5204474418604654
54784,33,107,1641,0.023464594,0.19970703125,0.33938074111938477,-43.68112564086914,0.02263442799448967,1696,0.2,-0.022096766784670763,0.9942274689674377,0.0004092704424510632,0.2747964346781373,1258.0,-2.5204474418604654
55296,33,108,1638,0.019294258,0.2620849609375,-1.189992904663086,-43.669445157051086,-0.031158501282334328,1712,0.2,-0.02761385409394279,0.9933896660804749,0.0004092704424510632,0.008240719631430693,1258.0,-2.5204474418604654
55808,34,109,1633,0.0115680825,0.1689453125,0.09355545043945312,-43.64178287982941,-0.037110213190317154,1728,0.2,-0.021097013865073677,0.9928481578826904,0.0004092704424510632,0.003357778008648893,1258.0,-2.5195994772727275
56320,34,110,1629,0.0166206,0.076904296875,0.16999274492263794,-43.63947057723999,-0.010069984942674637,1744,0.2,-0.014125244284514338,0.9927451610565186,0.0004092704424510632,0.20950398338027298,1258.0,-2.5195994772727275
56832,34,111,1627,0.024197606,0.28955078125,-6.035155773162842,-43.64595103263855,-0.048113979399204254,1760,0.2,-0.027536507026525214,0.9938309192657471,0.0004092704424510632,0.011194523409358226,1258.0,-2.5191387333333335
57344,35,112,1627,0.014620326,0.09619140625,0.11301916837692261,-43.6959011554718,0.09587694704532623,1776,0.2,-0.017130786625784822,0.9948052167892456,0.0004092704424510632,0.34182728454470634,1258.0,-2.5191387333333335
57856,35,113,1626,0.024118667,0.2672119140625,-2.679778814315796,-43.71114373207092,-0.0361233651638031,1792,0.2,-0.02781156227865722,0.9952725768089294,0.0004092704424510632,0.03944011725252494,1258.0,-2.5191387333333335
58368,35,114,1625,0.014544584,0.1632080078125,0.6725713610649109,-43.72043180465698,0.03361337631940842,1808,0.2,-0.014358738524606451,0.9952616691589355,0.0004092704424510632,0.1391365951858461,1258.0,-2.51796397826087
58880,36,115,1623,0.04322362,0.34521484375,0.9085167050361633,-43.733428835868835,-0.019312437623739243,1824,0.2,-0.023698804492596537,0.9965148568153381,0.0004092704424510632,0.030993235588539392,1258.0,-2.51796397826087
59392,36,116,1620,0.019490376,0.2791748046875,-4.558623790740967,-43.7688649892807,-0.035019222646951675,1840,0.2,-0.026445377559866756,0.9974028468132019,0.0004092704424510632,0.027308164804708213,1258.0,-2.517781127659575
59904,37,117,1616,0.0117092915,0.0904541015625,0.04820549488067627,-43.7852019071579,-0.002946041524410248,1856,0.2,-0.017139866133220494,0.9977566599845886,0.0004092704424510632,0.42407744470983744,1258.0,-2.517781127659575
60416,37,118,1615,0.018353524,0.209716796875,-3.2863192558288574,-43.79385817050934,-0.03178681805729866,1872,0.2,-0.020335694163804874,0.9986793398857117,0.0004092704424510632,0.0209079890337307,1258.0,-2.5175254375000002
60928,37,119,1612,0.017067984,0.1470947265625,0.3281363844871521,-43.81899964809418,0.033473655581474304,1888,0.2,-0.01806052544270642,0.9993520975112915,0.0004092704424510632,0.2951427821535617,1258.0,-2.5175254375000002
61440,38,120,1610,0.022889905,0.294677734375,-0.2024226188659668,-43.84337675571442,-0.03563997149467468,1904,0.2,-0.03071690397337079,1.0006436109542847,0.0004092704424510632,0.02112794859567657,1258.0,-2.5175254375000002
61952,38,121,1607,0.021560138,0.2880859375,-0.7415786981582642,-43.86678409576416,-0.031746044754981995,1920,0.2,-0.02826337146689184,1.000803828239441,0.0004092704424510632,0.0032376581184507813,1258.0,-2.5195115714285716
62464,38,122,1606,0.014096145,0.0849609375,0.2938607335090637,-43.86862897872925,-0.00306021049618721,1936,0.2,-0.01799151173327118,1.0007861852645874,0.0004092704424510632,0.3103769717272371,1258.0,-2.5195115714285716
62976,39,123,1607,0.022895012,0.246826171875,-3.9776291847229004,-43.89121890068054,-0.013142549432814121,1952,0.2,-0.02089057190460153,1.002753496170044,0.0004092704424510632,0.012221737357322127,1258.0,-2.5219849400000003
63488,39,124,1608,0.012100868,0.19677734375,0.06813055276870728,-43.9498850107193,0.04934185743331909,1968,0.2,-0.01837083831196651,1.0035279989242554,0.0004092704424510632,0.4448647191748023,1258.0,-2.5219849400000003
64000,39,125,1609,0.022188708,0.2838134765625,-4.614108085632324,-43.9558562040329,-0.02676866017282009,1984,0.2,-0.025262095383368433,1.003422737121582,0.0004092704424510632,0.012098431048798375,1258.0,-2.5219849400000003
