time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/loss,train/std,train/learning_rate,train/value_loss,train/clip_fraction,train/n_updates,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,4102,512,,,,,,,,,,,,,
2,0,2356,1024,0.013632258,-0.025960606144508347,0.2,-0.23682832717895508,-0.037712402641773224,0.9997792840003967,0.0004092704424510632,0.1636972133346717,0.20703125,16,-43.98614048957825,,
3,0,2011,1536,0.02245572,-0.032523956691875355,0.2,-0.0033129453659057617,-0.04818806052207947,0.999806821346283,0.0004092704424510632,0.0031953856887412257,0.323486328125,32,-43.976909041404724,1258.0,-2.243857
4,1,1891,2048,0.016455695,-0.03198841371340677,0.2,-0.007250547409057617,-0.0429370254278183,1.0007721185684204,0.0004092704424510632,0.004656456469092518,0.294921875,48,-43.99054574966431,1258.0,-2.243857
5,1,1840,2560,0.01809708,-0.025485750964435283,0.2,0.18581044673919678,-0.029489286243915558,1.0003604888916016,0.0004092704424510632,0.0029781066768919118,0.2630615234375,64,-44.00655543804169,1258.0,-2.344938
6,1,1817,3072,0.021140192,-0.0317036269698292,0.2,0.021490037441253662,-0.036737777292728424,0.9983533024787903,0.0004092704424510632,0.005795062956167385,0.309814453125,80,-43.96724331378937,1258.0,-2.344938
7,2,1774,3584,0.023104351,-0.027079803694505244,0.2,0.005472898483276367,-0.03933648020029068,0.9985535144805908,0.0004092704424510632,0.005569900931732263,0.2933349609375,96,-43.92698383331299,1258.0,-2.344938
8,2,1754,4096,0.016838733,-0.02960789925418794,0.2,0.08217757940292358,-0.024614039808511734,0.9980179667472839,0.0004092704424510632,0.0026787705573951825,0.29833984375,112,-43.93579065799713,1258.0,-2.454311666666667
9,2,1759,4608,0.014553129,-0.02426781292888336,0.2,0.006392955780029297,-0.03572743013501167,0.9958738088607788,0.0004092704424510632,0.015155345929088071,0.2435302734375,128,-43.892396450042725,1258.0,-2.454311666666667
10,2,1746,5120,0.018283054,-0.032157995214220136,0.2,0.2267923355102539,-0.04609094560146332,0.9975907206535339,0.0004092704424510632,0.0032634588351356797,0.2967529296875,144,-43.863951683044434,1258.0,-2.4534135
11,3,1747,5632,0.017789923,-0.025675987562863156,0.2,0.050965309143066406,-0.023845577612519264,0.9980260729789734,0.0004092704424510632,0.02135594718856737,0.2637939453125,160,-43.922178983688354,1258.0,-2.4534135
12,3,1745,6144,0.013345644,-0.02450217038858682,0.2,0.4632936716079712,-0.026962272822856903,0.9977467656135559,0.0004092704424510632,0.0029774437643936835,0.2454833984375,176,-43.91308104991913,1258.0,-2.4534135
13,3,1733,6656,0.014456293,-0.025405430838873144,0.2,0.3018909692764282,-0.038274504244327545,0.9967600703239441,0.0004092704424510632,0.0026394747364975046,0.2481689453125,192,-43.89715528488159,1258.0,-2.4056407999999996
14,4,1739,7168,0.025677063,-0.034505996241932735,0.2,0.08426356315612793,-0.04238257557153702,0.9955204129219055,0.0004092704424510632,0.027700866106897593,0.3199462890625,208,-43.86088013648987,1258.0,-2.4056407999999996
15,4,1728,7680,0.01621763,-0.021640184830175713,0.2,0.7062821388244629,-0.03735710307955742,0.9956458210945129,0.0004092704424510632,0.004370332040707581,0.209716796875,224,-43.83687198162079,1258.0,-2.4347288333333332
16,4,1720,8192,0.021241914,-0.027387335256207734,0.2,0.1753719449043274,-0.031040459871292114,0.9970920085906982,0.0004092704424510632,0.03281314636114985,0.272216796875,240,-43.86297583580017,1258.0,-2.4347288333333332
17,5,1716,8704,0.015924674,-0.021100847225170583,0.2,0.557612419128418,-0.02092663198709488,0.9988359212875366,0.0004092704424510632,0.00464727749931626,0.2196044921875,256,-43.91143608093262,1258.0,-2.4347288333333332
18,5,1711,9216,0.016525693,-0.021008857991546392,0.2,0.3081963062286377,-0.04115455970168114,0.9992931485176086,0.0004092704424510632,0.0031375044854939915,0.219970703125,272,-43.94864892959595,1258.0,-2.443975428571428
