time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/loss,train/std,train/learning_rate,train/value_loss,train/clip_fraction,train/n_updates,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,4158,512,,,,,,,,,,,,,
2,0,2296,1024,0.01763999,-0.029262198746437207,0.2,-1.9681329727172852,-0.029789188876748085,1.0001426935195923,0.0004092704424510632,0.1702995157793339,0.25244140625,16,-43.99479818344116,,
3,0,2008,1536,0.016656533,-0.02439230910385959,0.2,-0.037811279296875,-0.03836074471473694,0.9992323517799377,0.0004092704424510632,0.0035946123462053947,0.230224609375,32,-43.97886288166046,1258.0,-2.608018
4,1,1889,2048,0.020450572,-0.033632625301834196,0.2,-0.002395033836364746,-0.01564648188650608,0.9991616010665894,0.0004092704424510632,0.043250547721982,0.34033203125,48,-43.956682562828064,1258.0,-2.608018
5,1,1826,2560,0.017411131,-0.027031276957131922,0.2,0.04843240976333618,-0.036461956799030304,1.0008867979049683,0.0004092704424510632,0.004126317639020272,0.2642822265625,64,-43.98099374771118,1258.0,-2.570995
6,1,1788,3072,0.02251773,-0.026320162520278245,0.2,0.00968313217163086,-0.007068531587719917,1.0019434690475464,0.0004092704424510632,0.051493455306626856,0.299560546875,80,-44.03005409240723,1258.0,-2.570995
7,2,1760,3584,0.0161317,-0.024574648785346653,0.2,0.0865246057510376,-0.013425584882497787,1.0042132139205933,0.0004092704424510632,0.003598044531827327,0.2786865234375,96,-44.0734338760376,1258.0,-2.570995
8,2,1740,4096,0.01826199,-0.02470158427604474,0.2,0.06069982051849365,-0.039228811860084534,1.0051617622375488,0.0004092704424510632,0.0022272572132351343,0.237548828125,112,-44.132745027542114,1258.0,-2.5628353333333336
9,2,1721,4608,0.018552031,-0.02997082259389572,0.2,0.014329075813293457,0.0004816316068172455,1.0055890083312988,0.0004092704424510632,0.0675708866911009,0.323486328125,128,-44.14926850795746,1258.0,-2.5628353333333336
10,2,1708,5120,0.018116929,-0.03081829965231009,0.2,0.30078232288360596,-0.037663981318473816,1.0061153173446655,0.0004092704424510632,0.0030768611177336425,0.26123046875,144,-44.16352462768555,1258.0,-2.551604
11,3,1700,5632,0.014517396,-0.01911991587257944,0.2,0.08672338724136353,0.0026814062148332596,1.0052093267440796,0.0004092704424510632,0.06696909107267857,0.2281494140625,160,-44.159884452819824,1258.0,-2.551604
12,3,1693,6144,0.02177203,-0.02944056742126122,0.2,0.5355812311172485,-0.03185679391026497,1.0031673908233643,0.0004092704424510632,0.0031333513288700487,0.2913818359375,176,-44.11515772342682,1258.0,-2.551604
13,3,1688,6656,0.017536525,-0.027106559064122848,0.2,0.11053198575973511,-0.03822677582502365,1.0007350444793701,0.0004092704424510632,0.0022936227505852003,0.2684326171875,192,-44.03861153125763,1258.0,-2.5362032
14,4,1682,7168,0.018208683,-0.02870920237910468,0.2,0.046845316886901855,-0.011461418122053146,1.0008035898208618,0.0004092704424510632,0.07338133989833295,0.28466796875,208,-43.996952533721924,1258.0,-2.5362032
15,4,1677,7680,0.027503315,-0.0339407482824754,0.2,-0.23785531520843506,-0.04526929184794426,1.000571370124817,0.0004092704424510632,0.004630362331226934,0.32666015625,224,-44.00020360946655,1258.0,-2.5346170000000003
